Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
143001,5261,Premier Durban,"","",2015-08-15,"R7,852.05","R1,413.37",516,Yes
143002,5262,Premier Durban,"","",2015-08-15,"R7,852.05","R1,413.37",516,Yes
143003,5263,EHL - P.E,40.000,336,2015-08-15,"R3,612.12",R650.18,160,Yes
143004,5264,Premier Durban,"","",2015-08-15,"R7,852.05","R1,413.37",516,Yes
444054,5435,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444055,5429,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444056,5433,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444057,5431,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444058,5432,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444059,5434,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444060,5437,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444061,5438,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444062,5439,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444063,5440,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444064,1386,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444065,1392,Tongaat Hulletts,40.000,"",2015-08-15,"R7,771.53","R1,398.88",294,Yes
444069,5553,Illovo - Germiston F&V,"",334,2015-08-15,"R6,914.96","R1,244.69",225,Yes
444070,9143,Illovo - Germiston F&V,"",334,2015-08-15,"R6,914.96","R1,244.69",225,Yes
444071,9146,Illovo - Germiston F&V,"",334,2015-08-15,"R6,914.96","R1,244.69",225,Yes
