Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
340002,PPC-Dwaalboom,"",2015-08-03 07:19:00,2015-08-03 07:19:00,"8,411.20",868,2015-08-03 07:19:00,868
340003,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"9,676.91",554,2015-08-03 01:00:00,554
340005,PPC-Dwaalboom,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,411.20",868,2015-08-03 01:00:00,868
340007,PPC-Dwaalboom,"",2015-08-03 07:26:00,2015-08-03 07:26:00,"8,411.20",868,2015-08-03 07:26:00,868
340010,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,971.06",459,2015-08-03 01:00:00,459
340013,PPC-Dwaalboom,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,411.20",868,2015-08-03 01:00:00,868
340014,PPC-Dwaalboom,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,411.20",868,2015-08-03 01:00:00,868
340016,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"7,165.57",216,2015-08-03 01:00:00,216
340017,PPC-Dwaalboom,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,411.20",868,2015-08-03 01:00:00,868
340021,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"12,292.27",360,2015-08-03 01:00:00,360
340022,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"9,676.91",554,2015-08-03 01:00:00,554
340023,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,807.60",437,2015-08-03 01:00:00,437
340024,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"13,481.07",484,2015-08-03 01:00:00,484
340027,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"14,446.97",475,2015-08-03 01:00:00,475
340028,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"21,029.95",468,2015-08-03 01:00:00,468
340030,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"14,238.93",539,2015-08-03 01:00:00,539
340031,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"14,238.93",539,2015-08-03 01:00:00,539
340032,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"10,434.77",296,2015-08-03 01:00:00,296
340034,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"9,572.89",540,2015-08-03 01:00:00,540
340036,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"9,379.71",514,2015-08-03 01:00:00,514
340041,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"12,619.19",415,2015-08-03 01:00:00,415
340043,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,971.06",459,2015-08-03 01:00:00,459
340044,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"21,029.95",468,2015-08-03 01:00:00,468
647001,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"6,808.93",67.7,2015-08-03 01:00:00,67.7
647002,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"12,292.27",360,2015-08-03 01:00:00,360
647003,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"12,292.27",360,2015-08-03 01:00:00,360
343001,PPC-Dwaalboom,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,411.20",868,2015-08-03 01:00:00,868
343003,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"14,313.23",518,2015-08-03 01:00:00,518
343013,PPC-Dwaalboom,"",2015-08-03 10:23:00,2015-08-03 10:23:00,"8,411.20",868,2015-08-03 10:23:00,868
343017,PPC-Dwaalboom,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,411.20",868,2015-08-03 01:00:00,868
343018,PPC-Dwaalboom,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,411.20",868,2015-08-03 01:00:00,868
343020,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"21,029.95",468,2015-08-03 01:00:00,468
343021,PPC-Dwaalboom,"",2015-08-03 09:05:00,2015-08-03 09:05:00,"8,411.20",868,2015-08-03 09:05:00,868
