startDate,stopDate,Truck
2015-03-19 00:00:00,2015-03-20 00:00:00,67
2015-03-19 00:00:00,2015-03-20 00:00:00,26
2015-03-19 00:00:00,2015-03-20 00:00:00,77
2015-03-19 00:00:00,2015-03-20 00:00:00,79
2015-03-19 00:00:00,2015-03-20 00:00:00,87
2015-03-19 00:00:00,2015-03-20 00:00:00,88
2015-03-19 00:00:00,2015-03-20 00:00:00,89
2015-03-19 00:00:00,2015-03-20 00:00:00,98
2015-03-19 00:00:00,2015-03-20 00:00:00,99
2015-03-19 00:00:00,2015-03-20 00:00:00,100
2015-03-19 00:00:00,2015-03-20 00:00:00,265
2015-03-19 00:00:00,2015-03-20 00:00:00,127
2015-03-19 00:00:00,2015-03-20 00:00:00,28
2015-03-19 00:00:00,2015-03-20 00:00:00,80
2015-03-19 00:00:00,2015-03-20 00:00:00,101
2015-03-19 00:00:00,2015-03-20 00:00:00,102
2015-03-19 00:00:00,2015-03-20 00:00:00,110
2015-03-19 00:00:00,2015-03-20 00:00:00,DM3 - old
2015-03-19 00:00:00,2015-03-20 00:00:00,233
2015-03-19 00:00:00,2015-03-20 00:00:00,217
2015-03-19 00:00:00,2015-03-20 00:00:00,218
2015-03-19 00:00:00,2015-03-20 00:00:00,229
2015-03-19 00:00:00,2015-03-20 00:00:00,230
2015-03-19 00:00:00,2015-03-20 00:00:00,235
2015-03-19 00:00:00,2015-03-20 00:00:00,DM1
2015-03-19 00:00:00,2015-03-20 00:00:00,DM3
