Truck,Date,Income,Contribution,Kms,Blackout Status
116,2015-03-31,"R7,043.10",R915.58,370,No
120,2015-03-31,"R7,043.10",R915.58,370,Yes
121,2015-03-31,"R7,043.10",R915.58,370,No
144,2015-03-31,"R7,043.10",R915.58,370,Yes
146,2015-03-31,"R7,043.10",R915.58,370,Yes
149,2015-03-31,"R7,043.10",R915.58,370,Yes
151,2015-03-31,"R7,043.10",R915.58,370,Yes
267,2015-03-31,"R7,043.10",R915.58,370,Yes
328,2015-03-31,"R7,043.10",R915.58,370,Yes
332,2015-03-31,"R7,043.10",R915.58,370,Yes
337,2015-03-31,"R7,043.10",R915.58,370,Yes
344,2015-03-31,"R5,944.62",R713.36,386,Yes
346,2015-03-31,"R7,043.10",R915.58,370,Yes
347,2015-03-31,"R7,043.10",R915.58,370,Yes
348,2015-03-31,"R7,043.10",R915.58,370,Yes
38,2015-03-31,"R7,043.10",R915.58,370,No
43,2015-03-31,"R7,043.10",R915.58,370,Yes
83,2015-03-31,"R7,043.10",R915.58,370,Yes
84,2015-03-31,"R7,043.10",R915.58,370,Yes
85,2015-03-31,"R7,043.10",R915.58,370,No
86,2015-03-31,"R7,043.10",R915.58,370,No
97,2015-03-31,"R7,043.10",R915.58,370,Yes
