Truck,Date,Income,Contribution,Kms,Blackout Status
140271,2015-03-31,"R10,797.19","R1,940.56",568,Yes
444074,2015-03-31,"R8,961.76","R1,610.68",323,Yes
444075,2015-03-31,"R8,961.76","R1,610.68",323,Yes
444076,2015-03-31,"R6,648.21","R1,194.87",224,Yes
444077,2015-03-31,"R6,648.21","R1,194.87",224,Yes
B40-1,2015-03-31,"R6,470.33","R1,162.90",224,Yes
B40-2,2015-03-31,"R7,253.01","R1,303.57",404,Yes
B40-4,2015-03-31,"R7,253.01","R1,303.57",404,Yes
D553,2015-03-31,"R10,797.19","R1,940.56",568,Yes
D554,2015-03-31,"R10,797.19","R1,940.56",568,No
D555,2015-03-31,"R10,797.19","R1,940.56",568,No
D556,2015-03-31,"R10,480.54","R1,883.65",428,No
D557,2015-03-31,"R10,480.54","R1,883.65",428,No
D558,2015-03-31,"R6,648.21","R1,194.87",224,Yes
PO2,2015-03-31,"R6,470.33","R1,162.90",224,Yes
