Truck,Loading ETA,Loading Arrival,Tripleg Income,Total Kms
64,2013-03-23 17:00:00,2013-03-23 17:00:00,"63,333.40",2314.69
75,2013-03-20 08:00:00,2013-03-21 16:00:00,"12,096.00",1676
25,2013-03-23 08:00:00,2013-03-23 07:00:00,"65,331.20",2853
269,2013-03-20 08:00:00,2013-03-19 16:30:00,"42,051.71",2799
135,2013-03-23 00:00:00,2013-03-23 07:00:00,"65,331.20",2841
171,2013-03-22 12:00:00,2013-03-23 06:06:00,"83,750.00",3595
190,2013-03-22 10:00:00,2013-03-23 06:03:00,"83,750.00",3595
194,2013-03-21 09:00:00,2013-03-21 16:00:00,"11,880.00",1000
