Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
343061,405242,"",623201.00,-623201.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
644251,409959,1005542.00,1005542.00,0.00
644251,410636,1006258.00,1006258.00,0.00
"","","","",""
"","","","",""
"","","","",""
545217,413316,"",478849.00,-478849.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
644251,416639,1010604.00,1010521.00,83.00
144002,417685,"",795158.00,-795158.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
644251,422703,1012924.00,1012933.00,-9.00
"","","","",""
"","","","",""
644251,424342,1013900.00,1014264.00,-364.00
"","","","",""
