Truck,Date,Income,Contribution,Kms,Blackout Status
144010,2015-03-31,"R7,129.53","R1,212.02",289,Yes
444044,2015-03-31,"R9,321.77",R0.00,491,Yes
444045,2015-03-31,"R9,321.77",R0.00,491,Yes
444046,2015-03-31,"R9,321.77",R0.00,491,Yes
444047,2015-03-31,"R9,321.77",R0.00,491,Yes
444048,2015-03-31,"R6,495.38","R1,624.19",364,Yes
444049,2015-03-31,"R5,855.46","R1,624.19",323,Yes
444066,2015-03-31,"R6,495.38","R1,624.19",364,Yes
444067,2015-03-31,"R6,495.38","R1,624.19",364,Yes
444068,2015-03-31,"R6,495.38","R1,624.19",364,Yes
545228,2015-03-31,"R6,495.38","R1,624.19",364,Yes
545235,2015-03-31,"R6,495.38","R1,624.19",364,Yes
545243,2015-03-31,"R5,728.46","R1,125.92",219,Yes
545244,2015-03-31,"R5,728.46","R1,125.92",219,Yes
E39,2015-03-31,"R6,495.38","R1,624.19",364,Yes
Enduro 01,2015-03-31,"R6,495.38","R1,624.19",364,Yes
Enduro 02,2015-03-31,"R6,495.38","R1,624.19",364,Yes
Enduro 03,2015-03-31,"R6,495.38","R1,624.19",364,Yes
Isilungo 01,2015-03-31,"R3,347.54",R334.75,121,Yes
Mabeleng 01,2015-03-31,"R3,347.54",R334.75,121,Yes
Nyangaya 01,2015-03-31,"R3,347.54",R334.75,121,Yes
Seitshiro 01,2015-03-31,"R3,347.54",R334.75,121,Yes
SN Matjoko 01,2015-03-31,"R6,495.38","R1,624.19",364,Yes
SN Matjoko 02,2015-03-31,"R3,347.54",R334.75,121,Yes
Sub10-1,2015-03-31,"R3,347.54",R334.75,121,Yes
Xheko 01,2015-03-31,"R3,347.54",R334.75,121,Yes
Zem 01,2015-03-31,"R3,347.54",R334.75,121,Yes
Zem 02,2015-03-31,"R3,347.54",R334.75,121,Yes
