Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
FXC967MP,PPC-Dwaalboom,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"5,809.20",906,2015-09-29 01:00:00,906
343090,PPC-Kraaifontein F & V,"",2015-09-29 04:00:00,(none),"9,069.65",397.5,(none),397.5
Z06,PPC-Kraaifontein F & V,"",2015-09-29 06:00:00,(none),"5,160.32",123.11,(none),123.11
Z08A,PPC-Kraaifontein F & V,"",2015-09-29 04:00:00,2015-09-29 04:00:00,"6,544.07",325,2015-09-29 04:05:00,325
Z09B,PPC-Kraaifontein F & V,"",2015-09-29 04:00:00,(none),"6,777.28",100,(none),100
Z11A,PPC-Kraaifontein F & V,"",2015-09-29 04:00:00,(none),"9,373.07",397.5,(none),397.5
Z13A,PPC-Kraaifontein F & V,"",2015-09-29 04:00:00,2015-09-29 04:00:00,"6,544.07",325,2015-09-29 04:05:00,325
Z08B,PPC-Kraaifontein F & V,"",2015-09-29 04:00:00,2015-09-29 04:00:00,"10,565.29",518.66,2015-09-29 04:05:00,518.66
140271,PPC-PE F & V,"",2015-09-29 08:00:00,2015-09-29 11:00:00,"9,439.37",366,2015-09-29 11:00:00,342.72
PO2,PPC-PE F & V,"",2015-09-29 08:00:00,2015-09-29 08:30:00,"8,309.04",403,2015-09-29 08:30:00,390
545225,PPC-Hercules F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"4,240.61",207,2015-09-29 02:00:00,16
545225,PPC-Hercules F & V,"",2015-09-29 10:00:00,2015-09-29 10:00:00,"1,999.72",22,2015-09-29 10:03:00,10
545225,PPC-Hercules F & V,"",2015-09-29 15:00:00,2015-09-29 15:00:00,"3,020.87",87,2015-09-29 15:05:00,35
T12037,PPC-Hercules F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"5,121.54",206,2015-09-29 01:14:00,16
T12037,PPC-Hercules F & V,"",2015-09-29 12:00:00,2015-09-29 12:00:00,"5,133.40",207,2015-09-29 12:04:00,16
T12051,PPC-Hercules F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"2,895.19",79,2015-09-29 01:11:00,30
T12051,PPC-Hercules F & V,"",2015-09-29 10:00:00,2015-09-29 10:00:00,"2,235.37",37,2015-09-29 10:03:00,35
T12051,PPC-Hercules F & V,"",2015-09-29 15:00:00,2015-09-29 15:00:00,"1,968.30",20,2015-09-29 15:03:00,10
T12136,PPC-Hercules F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"4,366.36",120,2015-09-29 02:00:00,70
T12136,PPC-Hercules F & V,"",2015-09-29 12:00:00,2015-09-29 12:00:00,"4,687.68",209,2015-09-29 12:05:00,16
T2900,PPC-Hercules F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"6,117.78",290,2015-09-29 02:00:00,141
T2900,PPC-Hercules F & V,"",2015-09-29 12:00:00,2015-09-29 12:00:00,"4,507.75",129,2015-09-29 12:05:00,0
T2912,PPC-Hercules F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"13,053.91",651,2015-09-29 02:00:00,308
T2962,PPC-Hercules F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"5,109.68",205,2015-09-29 02:00:00,16
T2962,PPC-Hercules F & V,"",2015-09-29 12:00:00,2015-09-29 12:00:00,"4,130.71",105,2015-09-29 12:08:00,47
T2974,PPC-Hercules F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"14,513.99",608,2015-09-29 01:03:00,340
T2986,PPC-Hercules F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"3,884.92",142,2015-09-29 02:00:00,70
T2986,PPC-Hercules F & V,"",2015-09-29 10:00:00,2015-09-29 10:00:00,"2,879.48",78,2015-09-29 10:02:00,47.4
T2986,PPC-Hercules F & V,"",2015-09-29 15:00:00,2015-09-29 15:00:00,"3,335.07",107,2015-09-29 15:09:00,52
T2998,PPC-Hercules F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"5,097.82",204,2015-09-29 01:17:00,16
T2998,PPC-Hercules F & V,"",2015-09-29 12:00:00,2015-09-29 12:00:00,"3,046.72",36,2015-09-29 12:03:00,0
T3001,PPC-Hercules F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"3,643.70",74,2015-09-29 02:00:00,30
T3001,PPC-Hercules F & V,"",2015-09-29 10:00:00,2015-09-29 10:00:00,"4,005.03",97,2015-09-29 10:03:00,64.1
545235,PPC-Slurry F & V,"",2015-09-29 15:00:00,2015-09-29 15:00:00,"11,653.29",420,2015-09-29 15:50:00,420
340002,PPC-Dwaalboom,"",2015-09-29 09:19:00,2015-09-29 09:19:00,"8,061.20",868,2015-09-29 09:19:00,868
340003,PPC-Dwaalboom,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"8,061.20",868,2015-09-29 01:00:00,868
340003,PPC-Dwaalboom,"",2015-09-29 11:00:00,2015-09-29 11:00:00,"2,106.80",452,2015-09-29 11:00:00,452
340004,PPC-Dwaalboom,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"9,734.80",890,2015-09-29 01:00:00,890
340004,PPC-Dwaalboom F & V,"",2015-09-29 10:44:00,2015-09-29 10:44:00,"4,947.23",6,2015-09-29 10:44:00,6
340006,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"6,626.73",99.3,2015-09-29 01:00:00,99.3
340006,PPC-Dwaalboom,"",2015-09-29 19:27:00,2015-09-29 19:27:00,"5,260.80",488,2015-09-29 19:27:00,488
340007,PPC-Dwaalboom,"",2015-09-29 07:10:00,2015-09-29 07:10:00,"8,061.20",868,2015-09-29 07:10:00,868
340008,PPC-Dwaalboom,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"8,061.20",868,2015-09-29 01:00:00,868
340009,PPC-Dwaalboom,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"8,061.20",868,2015-09-29 01:00:00,868
340011,PPC-Dwaalboom F & V,"",2015-09-29 10:17:00,2015-09-29 10:17:00,"6,441.65",67.7,2015-09-29 10:17:00,67.7
340012,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"7,441.53",109,2015-09-29 01:00:00,109
340013,PPC-Dwaalboom,"",2015-09-29 06:38:00,2015-09-29 06:38:00,"8,061.20",868,2015-09-29 06:38:00,868
340014,PPC-Dwaalboom F & V,"",2015-09-29 06:00:00,2015-09-29 06:00:00,"4,906.49",0,2015-09-29 06:00:00,0
340016,PPC-Dwaalboom,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"8,061.20",868,2015-09-29 01:00:00,868
340017,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"7,916.83",194,2015-09-29 01:00:00,194
340019,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"6,830.43",124,2015-09-29 01:00:00,124
340020,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"6,769.01",216,2015-09-29 01:00:00,216
340022,PPC-Dwaalboom F & V,"",2015-09-29 07:14:00,2015-09-29 07:14:00,"8,105.73",188,2015-09-29 07:14:00,188
340023,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"11,365.69",386,2015-09-29 02:00:00,386
340024,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"7,641.97",344,2015-09-29 01:00:00,344
340025,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"7,604.49",168,2015-09-29 01:00:00,168
340026,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"7,655.61",346,2015-09-29 01:00:00,346
340027,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"7,441.53",109,2015-09-29 01:00:00,109
340028,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"7,916.83",194,2015-09-29 01:00:00,194
340030,PPC-Dwaalboom F & V,"",2015-09-29 07:12:00,2015-09-29 07:12:00,"8,105.73",188,2015-09-29 07:12:00,188
340032,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"7,860.21",376,2015-09-29 01:00:00,376
340033,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"8,514.35",118,2015-09-29 01:00:00,118
340035,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"7,337.31",179,2015-09-29 01:00:00,179
340036,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"6,830.43",124,2015-09-29 01:00:00,124
340037,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"7,860.21",376,2015-09-29 01:00:00,376
340041,PPC-Dwaalboom F & V,"",2015-09-29 10:00:00,2015-09-29 10:00:00,"10,143.95",77.8,2015-09-29 10:00:00,77.8
340044,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"5,608.23",10.6,2015-09-29 01:00:00,10.6
647001,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"11,269.12",196,2015-09-29 01:00:00,196
647002,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"27,231.44",468,2015-09-29 01:00:00,468
647003,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"11,269.12",196,2015-09-29 01:00:00,196
647006,PPC-Dwaalboom F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"11,269.12",196,2015-09-29 01:00:00,196
343001,PPC-Dwaalboom,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"8,061.20",868,2015-09-29 01:00:00,868
343001,PPC-Dwaalboom,"",2015-09-29 13:00:00,2015-09-29 13:00:00,"1,787.60",10,2015-09-29 13:00:00,10
343003,PPC-Dwaalboom,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"8,061.20",868,2015-09-29 01:00:00,868
343003,PPC-Dwaalboom,"",2015-09-29 12:00:00,2015-09-29 12:00:00,"2,985.60",226,2015-09-29 12:00:00,226
343013,PPC-Dwaalboom,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"8,061.20",868,2015-09-29 01:00:00,868
343017,PPC-Dwaalboom,"",2015-09-29 14:55:00,2015-09-29 14:55:00,"8,061.20",868,2015-09-29 14:55:00,868
343018,PPC-Dwaalboom,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"8,061.20",868,2015-09-29 01:00:00,868
