startDate,stopDate,Truck
2015-03-10 00:00:00,2015-03-11 00:00:00,K027
2015-03-10 00:00:00,2015-03-11 00:00:00,K031
2015-03-10 00:00:00,2015-03-11 00:00:00,K032
2015-03-10 00:00:00,2015-03-11 00:00:00,K033
2015-03-10 00:00:00,2015-03-11 00:00:00,K035
2015-03-10 00:00:00,2015-03-11 00:00:00,K037
2015-03-10 00:00:00,2015-03-11 00:00:00,K038
2015-03-10 00:00:00,2015-03-11 00:00:00,K039
2015-03-10 00:00:00,2015-03-11 00:00:00,K040
2015-03-10 00:00:00,2015-03-11 00:00:00,K041
2015-03-10 00:00:00,2015-03-11 00:00:00,K043
2015-03-10 00:00:00,2015-03-11 00:00:00,K044
