Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
M041,409912,70938.00,71052.00,-114.00
M052,409998,64382.00,64683.00,-301.00
"","","","",""
"","","","",""
M059,410009,63426.00,63426.00,0.00
"","","","",""
"","","","",""
M057,410151,55383.00,55394.00,-11.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
M051,411131,73716.00,74295.00,-579.00
"","","","",""
"","","","",""
"","","","",""
M049,411310,77725.00,78884.00,-1159.00
"","","","",""
M041,411389,72624.00,72624.00,0.00
M040,411417,79315.00,79848.00,-533.00
"","","","",""
"","","","",""
M058,411449,75874.00,75874.00,0.00
M055,411460,82479.00,82479.00,0.00
"","","","",""
"","","","",""
M068,411717,29615.00,30195.00,-580.00
M046,411756,67293.00,67293.00,0.00
"","","","",""
"","","","",""
"","","","",""
M013,411931,530542.00,531171.00,-629.00
"","","","",""
"","","","",""
"","","","",""
M052,411979,65686.00,65816.00,-130.00
"","","","",""
M053,411998,79597.00,79597.00,0.00
"","","","",""
M057,412534,57775.00,57860.00,-85.00
M055,412686,83860.00,84434.00,-574.00
"","","","",""
"","","","",""
"","","","",""
M052,412929,66831.00,67411.00,-580.00
M049,412972,79882.00,80485.00,-603.00
M055,413086,84434.00,84434.00,0.00
M068,413095,30195.00,30195.00,0.00
M059,413197,65851.00,65851.00,0.00
M040,413230,81056.00,81056.00,0.00
"","","","",""
M043,413270,70363.00,70363.00,0.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
M046,413571,69152.00,69152.00,0.00
"","","","",""
"","","","",""
M040,413874,81633.00,81633.00,0.00
"","","","",""
M053,413920,81372.00,81372.00,0.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
M041,415275,73037.00,73434.00,-397.00
"","","","",""
"","","","",""
M053,415415,82021.00,82131.00,-110.00
M050,415423,90602.00,90375.00,227.00
"","","","",""
M040,415474,82455.00,82455.00,0.00
"","","","",""
M059,415951,67063.00,68700.00,-1637.00
"","","","",""
"","","","",""
M040,416160,82695.00,82688.00,7.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
M050,416789,91188.00,91212.00,-24.00
M046,416867,70616.00,70584.00,32.00
M052,416885,68053.00,70520.00,-2467.00
M043,416892,71902.00,71937.00,-35.00
"","","","",""
"","","","",""
M055,416939,85070.00,87496.00,-2426.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
M048,418329,69927.00,69927.00,0.00
M051,418463,77456.00,78813.00,-1357.00
"","","","",""
"","","","",""
M046,418564,71303.00,72444.00,-1141.00
"","","","",""
M043,419044,72080.00,72080.00,0.00
"","","","",""
M047,419085,95066.00,96697.00,-1631.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
M053,419912,82782.00,82772.00,10.00
M043,420062,72687.00,72688.00,-1.00
M049,420153,83135.00,82551.00,584.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
M059,421117,69166.00,69166.00,0.00
"","","","",""
M058,421539,80575.00,81152.00,-577.00
M047,421940,96213.00,96697.00,-484.00
"","","","",""
M041,422013,75530.00,75505.00,25.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
M068,422770,32368.00,32368.00,0.00
M051,422992,79262.00,81328.00,-2066.00
M052,422993,70916.00,72945.00,-2029.00
"","","","",""
M041,423016,76170.00,75505.00,665.00
M048,423059,70280.00,72103.00,-1823.00
M058,423605,81621.00,82749.00,-1128.00
M047,423607,97165.00,98304.00,-1139.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
M055,424375,88784.00,89926.00,-1142.00
M052,424383,71804.00,72945.00,-1141.00
"","","","",""
"","","","",""
"","","","",""
M051,424592,80155.00,81328.00,-1173.00
"","","","",""
M013,425026,533431.00,533656.00,-225.00
"","","","",""
"","","","",""
"","","","",""
M051,425169,81329.00,81328.00,1.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
M068,425676,33147.00,33147.00,0.00
"","","","",""
M055,425798,90549.00,89926.00,623.00
"","","","",""
M040,425920,85632.00,84961.00,671.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
