Truck,Date,Income,Contribution,Kms,Blackout Status
4,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E34,2015-03-31,R0.01,R0.00,0,Yes
E35,2015-03-31,R0.01,R0.00,0,Yes
E77,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E78,2015-03-31,"R6,646.15","R1,162.55",369,Yes
E81,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E82,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E83,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E84,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E86,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E87,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E88,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E89,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E90,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E91,2015-03-31,R0.01,R0.00,0,Yes
E92,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E96,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E97,2015-03-31,"R7,933.12","R1,442.74",328,Yes
EC144038,2015-03-31,"R6,705.00","R1,625.89",346,Yes
