Truck,Date,Income,Contribution,Kms,Blackout Status
D01,2014-06-30,"R2,846.38","R1,140.53",135,Yes
D08,2014-06-30,"R4,005.83","R1,140.53",311,Yes
D09,2014-06-30,"R4,192.55","R1,140.53",242,Yes
D10,2014-06-30,"R4,957.24","R1,140.53",331,Yes
D11,2014-06-30,"R3,165.91","R1,140.53",171,Yes
D12,2014-06-30,"R3,544.20","R1,140.53",238,Yes
D17,2014-06-30,"R4,826.12","R1,140.53",320,Yes
D18,2014-06-30,"R4,126.95","R1,140.53",237,Yes
D20,2014-06-30,"R4,552.08","R1,140.53",276,Yes
D23,2014-06-30,"R4,861.45","R1,140.53",313,Yes
