Truck,Date,Income,Contribution,Kms,Blackout Status
156,2015-03-31,"R10,730.77","R4,057.86",96,Yes
2,2015-03-31,"R2,761.98",R69.35,231,Yes
236,2015-03-31,"R6,646.15","R1,162.55",369,Yes
237,2015-03-31,"R6,646.15","R1,162.55",369,Yes
238,2015-03-31,"R6,646.15","R1,162.55",369,Yes
4,2015-03-31,"R7,933.12","R1,442.74",328,Yes
D-06,2015-03-31,"R1,213.42",R30.47,115,Yes
E100,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E101,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E103,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E104,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E105,2015-03-31,"R8,375.00","R2,220.84",500,No
E106,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E107,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E108,2015-03-31,"R8,375.00","R2,220.84",500,No
E109,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E110,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E111,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E112,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E113,2015-03-31,"R8,375.00","R2,220.84",500,No
E114,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E115,2015-03-31,"R8,375.00","R2,220.84",500,No
E116,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E117,2015-03-31,"R8,375.00","R2,220.84",500,No
E21,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E22,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E23,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E24,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E25,2015-03-31,"R6,807.69","R2,009.39",385,No
E27,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E28,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E29,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E30,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E31,2015-03-31,"R6,807.69","R2,009.39",385,No
E32,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E33,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E34,2015-03-31,R0.01,R0.00,0,Yes
E35,2015-03-31,R0.01,R0.00,0,Yes
E36,2015-03-31,"R6,807.69","R2,009.39",385,No
E37,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E38,2015-03-31,"R6,807.69","R2,009.39",385,No
E45,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E48,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E50,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E51,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E52,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E53,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E54,2015-03-31,"R6,646.15","R1,162.55",369,Yes
E55,2015-03-31,R0.01,R0.00,0,Yes
E57,2015-03-31,"R6,646.15","R1,162.55",369,Yes
E64,2015-03-31,"R6,807.69","R2,009.39",385,No
E65,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E66,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E67,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E68,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E69,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E70,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E71,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E72,2015-03-31,"R8,375.00","R2,220.84",500,Yes
