Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
E100,30053,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,Yes
E150,30482,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,Yes
E153,9138,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,Yes
E165,30621,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,Yes
E166,30612,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,No
E167,30623,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,No
E168,30620,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,No
E169,30614,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,No
E170,30615,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,No
E171,30618,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,Yes
E172,30613,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,No
E173,30611,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,Yes
E174,30624,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,No
E175,30826,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,Yes
E176,30619,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,No
E177,30616,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,No
E178,30622,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,Yes
E179,30617,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,Yes
E65,1252,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,Yes
E66,1253,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,Yes
