Truck,Date,Income,Contribution,Kms,Blackout Status
M039,2015-03-31,"R8,030.77","R1,047.49",185,No
M042,2015-03-31,"R7,061.54",R921.07,277,Yes
M044,2015-03-31,"R7,061.54",R921.07,277,Yes
M045,2015-03-31,"R6,960.00",R907.83,240,Yes
M054,2015-03-31,"R8,030.77","R1,047.49",185,No
M056,2015-03-31,"R7,061.54",R921.07,277,Yes
M060,2015-03-31,"R8,030.77","R1,047.49",185,Yes
M063,2015-03-31,"R8,030.77","R1,047.49",185,Yes
M064,2015-03-31,"R8,030.77","R1,047.49",185,No
M065,2015-03-31,"R8,030.77","R1,047.49",185,Yes
M066,2015-03-31,"R8,030.77","R1,047.49",185,No
M069,2015-03-31,"R8,030.77","R1,047.49",185,No
M070,2015-03-31,"R8,030.77","R1,047.49",185,No
M071,2015-03-31,"R8,030.77","R1,047.49",185,No
M072,2015-03-31,"R8,030.77","R1,047.49",185,No
M076,2015-03-31,"R8,030.77","R1,047.49",185,No
M077,2015-03-31,"R8,030.77","R1,047.49",185,No
