Truck,Loading ETA,Loading Arrival,Tripleg Income,Total Kms
140267,2014-03-24 03:22:00,2014-03-24 03:22:00,"5,697.89",312
140267,2014-03-24 12:07:00,2014-03-24 12:55:00,"4,382.65",181
140268,2014-03-24 00:49:00,2014-03-24 00:49:00,"10,129.59",497
140269,2014-03-24 00:50:00,2014-03-24 00:50:00,"4,511.46",193
140269,2014-03-24 08:04:00,2014-03-24 07:54:00,"7,283.62",472
140270,2014-03-24 04:26:00,2014-03-24 02:00:00,"3,339.68",73
140270,2014-03-24 09:24:00,2014-03-24 08:45:00,"5,050.64",248
145001,2014-03-24 03:25:00,2014-03-24 03:00:00,"4,393.61",180
145001,2014-03-24 10:42:00,2014-03-24 11:09:00,"3,865.20",127
