Truck,Date,Income,Contribution,Kms,Blackout Status
116,2015-02-23,"R7,790.25",R991.88,382,Yes
120,2015-02-23,"R7,790.25",R991.88,382,No
121,2015-02-23,"R7,790.25",R991.88,382,Yes
144,2015-02-23,"R7,790.25",R991.88,382,No
146,2015-02-23,"R7,790.25",R991.88,382,Yes
149,2015-02-23,"R7,790.25",R991.88,382,No
151,2015-02-23,"R7,790.25",R991.88,382,Yes
267,2015-02-23,"R7,790.25",R991.88,382,Yes
328,2015-02-23,"R7,790.25",R991.88,382,Yes
332,2015-02-23,"R7,790.25",R991.88,382,Yes
337,2015-02-23,"R7,790.25",R991.88,382,No
344,2015-02-23,"R7,230.79",R772.79,440,Yes
346,2015-02-23,"R7,790.25",R991.88,382,Yes
347,2015-02-23,"R7,790.25",R991.88,382,No
348,2015-02-23,"R7,790.25",R991.88,382,No
38,2015-02-23,"R7,790.25",R991.88,382,No
43,2015-02-23,"R7,790.25",R991.88,382,Yes
83,2015-02-23,"R7,790.25",R991.88,382,Yes
84,2015-02-23,"R7,790.25",R991.88,382,Yes
85,2015-02-23,"R7,790.25",R991.88,382,Yes
86,2015-02-23,"R7,790.25",R991.88,382,No
97,2015-02-23,"R7,790.25",R991.88,382,Yes
