Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
336,404443,28694.00,28665.00,29.00
"","","","",""
123,404659,538243.00,538367.00,-124.00
"","","","",""
345,404757,23480.00,23465.00,15.00
"","","","",""
344,404907,28371.00,28348.00,23.00
139,405081,490102.00,490079.00,23.00
"","","","",""
54,405137,39885.00,40199.00,-314.00
"","","","",""
364,405527,13696.00,13652.00,44.00
"","","","",""
119,405564,418871.00,420268.00,-1397.00
168,405566,35550.00,35816.00,-266.00
54,405586,40460.00,40199.00,261.00
117,405594,464649.00,465495.00,-846.00
266,405633,498101.00,497645.00,456.00
"","","","",""
"","","","",""
"","","","",""
127,405984,463994.00,463957.00,37.00
"","","","",""
168,406043,36076.00,35816.00,260.00
62,406118,42833.00,43422.00,-589.00
"","","","",""
124,406228,464980.00,465477.00,-497.00
"","","","",""
344,406286,29786.00,29739.00,47.00
336,406299,30424.00,30317.00,107.00
122,406344,538942.00,539413.00,-471.00
139,406358,491241.00,491769.00,-528.00
54,406360,41630.00,41589.00,41.00
364,406382,14743.00,14693.00,50.00
119,406383,420421.00,420268.00,153.00
168,406405,36744.00,36749.00,-5.00
117,406409,465730.00,466437.00,-707.00
127,406673,465075.00,465059.00,16.00
266,406725,499251.00,498933.00,318.00
"","","","",""
"","","","",""
343,406762,30266.00,30352.00,-86.00
"","","","",""
143,406869,390505.00,389795.00,710.00
124,406896,465954.00,465892.00,62.00
55,406945,45499.00,46107.00,-608.00
145,406960,425665.00,425759.00,-94.00
"","","","",""
127,406995,466081.00,466127.00,-46.00
"","","","",""
"","","","",""
117,407316,466519.00,466437.00,82.00
55,407415,46125.00,46902.00,-777.00
"","","","",""
"","","","",""
345,407440,25684.00,25597.00,87.00
123,407648,541252.00,541216.00,36.00
364,407657,16554.00,16509.00,45.00
"","","","",""
139,407718,493075.00,493035.00,40.00
168,407720,38078.00,38052.00,26.00
344,407837,30705.00,30752.00,-47.00
"","","","",""
"","","","",""
343,407884,31569.00,31000.00,569.00
"","","","",""
122,407991,541169.00,541817.00,-648.00
336,408233,32662.00,33393.00,-731.00
168,408251,38926.00,39464.00,-538.00
"","","","",""
"","","","",""
344,408298,31184.00,31709.00,-525.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
62,408432,44079.00,44710.00,-631.00
"","","","",""
145,408573,426668.00,426651.00,17.00
122,408596,541835.00,542815.00,-980.00
117,408622,467427.00,468004.00,-577.00
"","","","",""
364,408825,17077.00,17006.00,71.00
"","","","",""
"","","","",""
62,408956,44733.00,45485.00,-752.00
"","","","",""
145,409130,427191.00,427190.00,1.00
"","","","",""
127,409259,467219.00,467739.00,-520.00
139,409410,494830.00,495267.00,-437.00
117,409545,468086.00,468635.00,-549.00
336,409551,33942.00,33964.00,-22.00
"","","","",""
"","","","",""
54,409769,45818.00,45813.00,5.00
266,409845,501926.00,501903.00,23.00
"","","","",""
"","","","",""
168,409884,39515.00,39464.00,51.00
139,409904,495311.00,495346.00,-35.00
127,409908,467944.00,468475.00,-531.00
"","","","",""
124,409943,469045.00,470096.00,-1051.00
"","","","",""
"","","","",""
"","","","",""
138,410164,481652.00,481958.00,-306.00
145,410187,428281.00,428916.00,-635.00
122,410289,543766.00,543776.00,-10.00
119,410356,423251.00,423248.00,3.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
123,410531,543789.00,543789.00,0.00
344,410612,34123.00,34126.00,-3.00
345,410677,28375.00,29102.00,-727.00
55,410712,49941.00,50536.00,-595.00
145,410801,429478.00,429478.00,0.00
"","","","",""
139,410933,496791.00,496491.00,300.00
"","","","",""
364,411007,18494.00,18551.00,-57.00
117,411013,469531.00,470500.00,-969.00
138,411017,483068.00,483150.00,-82.00
266,411032,503332.00,504003.00,-671.00
336,411119,35653.00,36170.00,-517.00
"","","","",""
343,411361,35952.00,36684.00,-732.00
"","","","",""
124,411374,471494.00,471662.00,-168.00
"","","","",""
"","","","",""
"","","","",""
345,411528,30130.00,31664.00,-1534.00
343,411530,36648.00,36684.00,-36.00
124,411538,471829.00,471662.00,167.00
266,411637,504118.00,504003.00,115.00
138,411824,484866.00,484860.00,6.00
124,412015,472715.00,472555.00,160.00
"","","","",""
345,412061,31623.00,31664.00,-41.00
122,412062,545048.00,545520.00,-472.00
266,412300,504750.00,504740.00,10.00
127,412339,469705.00,470004.00,-299.00
55,412345,51096.00,53016.00,-1920.00
55,412348,52490.00,53016.00,-526.00
168,412364,42627.00,42644.00,-17.00
62,412491,46971.00,47143.00,-172.00
122,412493,546162.00,546279.00,-117.00
364,412547,19631.00,20113.00,-482.00
54,412722,48456.00,49066.00,-610.00
"","","","",""
344,412888,36090.00,36712.00,-622.00
145,412913,431670.00,432746.00,-1076.00
"","","","",""
"","","","",""
"","","","",""
127,413190,470397.00,470909.00,-512.00
55,413315,53479.00,53429.00,50.00
345,413362,33116.00,33126.00,-10.00
"","","","",""
143,413427,395896.00,395875.00,21.00
123,413473,545981.00,545933.00,48.00
54,413535,49097.00,49684.00,-587.00
127,413539,470900.00,470909.00,-9.00
"","","","",""
139,413572,499938.00,500178.00,-240.00
"","","","",""
"","","","",""
145,413781,432972.00,432746.00,226.00
"","","","",""
145,413935,433293.00,433825.00,-532.00
55,413936,54038.00,53989.00,49.00
"","","","",""
"","","","",""
266,414019,506611.00,506564.00,47.00
62,414087,48412.00,48584.00,-172.00
343,414202,38623.00,38633.00,-10.00
"","","","",""
145,414530,433898.00,433928.00,-30.00
"","","","",""
124,414837,474863.00,475332.00,-469.00
54,414990,50429.00,50278.00,151.00
336,415007,38554.00,38428.00,126.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
138,415107,488198.00,488177.00,21.00
168,415286,44995.00,44995.00,0.00
"","","","",""
"","","","",""
139,415422,502210.00,502146.00,64.00
344,415472,37389.00,37027.00,362.00
"","","","",""
343,415529,39537.00,39353.00,184.00
122,415586,549296.00,549735.00,-439.00
266,415767,508196.00,508026.00,170.00
62,415836,49602.00,49735.00,-133.00
168,415949,45530.00,45965.00,-435.00
344,415961,37922.00,38357.00,-435.00
145,415980,435497.00,435644.00,-147.00
"","","","",""
364,416028,22595.00,23033.00,-438.00
55,416067,55690.00,56203.00,-513.00
"","","","",""
"","","","",""
"","","","",""
123,416331,548074.00,548184.00,-110.00
"","","","",""
122,416599,550765.00,550241.00,524.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
344,416795,38799.00,39052.00,-253.00
"","","","",""
364,416954,24507.00,24996.00,-489.00
139,417149,503919.00,504589.00,-670.00
54,417179,51741.00,52115.00,-374.00
138,417181,490495.00,490071.00,424.00
119,417182,429300.00,429399.00,-99.00
336,417231,40294.00,40805.00,-511.00
343,417235,40763.00,40863.00,-100.00
143,417306,397081.00,396811.00,270.00
168,417458,47371.00,48329.00,-958.00
62,417534,51145.00,51654.00,-509.00
344,417554,39813.00,40762.00,-949.00
"","","","",""
"","","","",""
345,417625,35451.00,35884.00,-433.00
168,417821,47890.00,48329.00,-439.00
"","","","",""
"","","","",""
122,417953,552591.00,552834.00,-243.00
"","","","",""
"","","","",""
139,418027,504733.00,504733.00,0.00
336,418048,41502.00,41975.00,-473.00
123,418059,549252.00,549364.00,-112.00
343,418106,41976.00,42076.00,-100.00
124,418110,479024.00,479494.00,-470.00
143,418150,398247.00,398328.00,-81.00
138,418161,491632.00,492755.00,-1123.00
364,418527,26182.00,25928.00,254.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
62,419028,52928.00,53493.00,-565.00
"","","","",""
168,419062,48860.00,48807.00,53.00
"","","","",""
55,419087,59180.00,59180.00,0.00
123,419088,549979.00,550089.00,-110.00
54,419107,53362.00,53965.00,-603.00
119,419144,431442.00,432155.00,-713.00
345,419387,36468.00,36433.00,35.00
139,419388,506170.00,506773.00,-603.00
124,419410,480369.00,480286.00,83.00
"","","","",""
266,419617,511707.00,511662.00,45.00
344,419655,41384.00,41949.00,-565.00
"","","","",""
"","","","",""
124,419932,481204.00,481152.00,52.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
138,420345,493425.00,493435.00,-10.00
"","","","",""
139,420389,507445.00,507747.00,-302.00
"","","","",""
266,420422,512615.00,513855.00,-1240.00
122,420428,554342.00,554813.00,-471.00
345,420435,37361.00,38617.00,-1256.00
"","","","",""
"","","","",""
143,420766,399159.00,400428.00,-1269.00
122,420803,554923.00,555441.00,-518.00
"","","","",""
54,420849,55157.00,55170.00,-13.00
123,420865,551082.00,551194.00,-112.00
"","","","",""
336,420922,44929.00,44935.00,-6.00
"","","","",""
266,420968,513556.00,513855.00,-299.00
119,421128,433370.00,433951.00,-581.00
139,421172,508367.00,508878.00,-511.00
"","","","",""
"","","","",""
138,421412,493428.00,494577.00,-1149.00
"","","","",""
145,421511,438918.00,439973.00,-1055.00
"","","","",""
122,421656,556184.00,556705.00,-521.00
"","","","",""
55,421709,61447.00,62042.00,-595.00
62,421753,56360.00,56285.00,75.00
"","","","",""
"","","","",""
139,421806,509437.00,509440.00,-3.00
266,421880,514442.00,514974.00,-532.00
336,421914,46048.00,46135.00,-87.00
124,422133,483484.00,483838.00,-354.00
123,422163,552376.00,552402.00,-26.00
145,422228,439941.00,439973.00,-32.00
"","","","",""
"","","","",""
117,422502,470577.00,470500.00,77.00
344,422576,43372.00,43839.00,-467.00
55,422606,62124.00,62042.00,82.00
"","","","",""
"","","","",""
123,422883,552656.00,552794.00,-138.00
124,423132,485329.00,486395.00,-1066.00
343,423137,46660.00,46745.00,-85.00
122,423331,557466.00,559424.00,-1958.00
266,423378,515560.00,515512.00,48.00
"","","","",""
55,423603,63075.00,63042.00,33.00
"","","","",""
124,423648,486346.00,486395.00,-49.00
"","","","",""
119,423678,436230.00,436312.00,-82.00
364,423737,29465.00,29763.00,-298.00
336,423871,47655.00,47738.00,-83.00
"","","","",""
127,423895,472118.00,471501.00,617.00
138,423970,495886.00,495869.00,17.00
62,424003,58108.00,58618.00,-510.00
345,424058,41117.00,41108.00,9.00
266,424069,516245.00,516428.00,-183.00
"","","","",""
"","","","",""
117,424172,471957.00,472274.00,-317.00
124,424180,487323.00,487634.00,-311.00
143,424227,401676.00,401907.00,-231.00
123,424365,553668.00,553596.00,72.00
123,424557,553853.00,553596.00,257.00
"","","","",""
"","","","",""
55,424611,63973.00,63583.00,390.00
364,424639,30227.00,30928.00,-701.00
344,424812,45526.00,45539.00,-13.00
139,424827,511368.00,511556.00,-188.00
124,424837,488500.00,488976.00,-476.00
"","","","",""
55,424934,64551.00,65864.00,-1313.00
"","","","",""
"","","","",""
336,425011,49018.00,49105.00,-87.00
127,425036,473251.00,473288.00,-37.00
266,425047,516902.00,516983.00,-81.00
"","","","",""
336,425321,49187.00,49187.00,0.00
168,425548,54178.00,55203.00,-1025.00
"","","","",""
138,425639,497015.00,497210.00,-195.00
123,425705,554754.00,554675.00,79.00
343,425768,48904.00,49137.00,-233.00
"","","","",""
"","","","",""
"","","","",""
124,425964,489511.00,489910.00,-399.00
54,425977,59740.00,60327.00,-587.00
"","","","",""
145,425989,440919.00,441466.00,-547.00
336,426028,50211.00,50295.00,-84.00
"","","","",""
345,426323,42725.00,42606.00,119.00
138,426452,498167.00,497921.00,246.00
266,426472,518136.00,517859.00,277.00
"","","","",""
117,426510,474044.00,474022.00,22.00
"","","","",""
"","","","",""
343,426573,"",49347.00,-49347.00
54,426592,"",60327.00,-60327.00
