Truck,Date,Income,Contribution,Kms,Blackout Status
10,2014-06-30,"R7,137.06",R806.15,417,No
100,2014-06-30,"R6,652.60",R567.57,419,No
101,2014-06-30,"R6,652.60",R567.57,419,No
102,2014-06-30,"R6,652.60",R567.57,419,No
103,2014-06-30,"R9,282.65","R2,839.58",481,No
104,2014-06-30,"R9,282.65","R2,839.58",481,Yes
105,2014-06-30,"R10,247.13","R2,146.87",583,No
106,2014-06-30,"R9,282.65","R2,839.58",481,No
107,2014-06-30,"R10,247.13","R2,146.87",583,No
108,2014-06-30,"R10,247.13","R2,146.87",583,No
110,2014-06-30,"R9,282.65","R2,839.58",481,Yes
111,2014-06-30,"R10,247.13","R2,146.87",583,Yes
112,2014-06-30,"R6,652.60",R567.57,419,No
113,2014-06-30,"R7,210.63",R868.64,359,No
114,2014-06-30,"R6,652.60",R567.57,419,No
115,2014-06-30,"R6,652.60",R567.57,419,No
116,2014-06-30,"R7,137.06",R806.15,417,No
117,2014-06-30,"R10,247.13","R2,146.87",583,No
119,2014-06-30,"R7,137.06",R806.15,417,No
120,2014-06-30,"R7,137.06",R806.15,417,Yes
121,2014-06-30,"R7,137.06",R806.15,417,No
122,2014-06-30,"R10,247.13","R2,146.87",583,No
123,2014-06-30,"R10,247.13","R2,146.87",583,Yes
124,2014-06-30,"R10,247.13","R2,146.87",583,No
125,2014-06-30,"R7,210.63",R868.64,359,No
126,2014-06-30,"R7,210.63",R868.64,359,No
127,2014-06-30,"R6,652.60",R567.57,419,Yes
128,2014-06-30,"R10,247.13","R2,146.87",583,Yes
129,2014-06-30,"R9,282.65","R2,839.58",481,Yes
130,2014-06-30,"R7,210.63",R868.64,359,No
131,2014-06-30,"R10,247.13","R2,146.87",583,No
132,2014-06-30,"R10,247.13","R2,146.87",583,Yes
133,2014-06-30,"R9,282.65","R2,839.58",481,No
134,2014-06-30,"R9,282.65","R2,839.58",481,Yes
135,2014-06-30,"R7,210.63",R868.64,359,No
136,2014-06-30,"R7,210.63",R868.64,359,No
137,2014-06-30,"R7,210.63",R868.64,359,No
138,2014-06-30,"R10,247.13","R2,146.87",583,No
139,2014-06-30,"R10,247.13","R2,146.87",583,No
14,2014-06-30,"R9,344.06","R2,141.83",383,No
140,2014-06-30,"R10,247.13","R2,146.87",583,No
141,2014-06-30,"R10,247.13","R2,146.87",583,No
142,2014-06-30,"R10,247.13","R2,146.87",583,No
143,2014-06-30,"R7,137.06",R806.15,417,Yes
144,2014-06-30,"R7,137.06",R806.15,417,No
145,2014-06-30,"R7,137.06",R806.15,417,No
146,2014-06-30,"R7,137.06",R806.15,417,Yes
15,2014-06-30,"R9,344.06","R2,141.83",383,No
156,2014-06-30,"R11,732.36","R4,485.09",104,Yes
169,2014-06-30,"R7,210.63",R868.64,359,No
17,2014-06-30,"R9,344.06","R2,141.83",383,No
170,2014-06-30,"R7,210.63",R868.64,359,No
171,2014-06-30,"R7,210.63",R868.64,359,No
173,2014-06-30,"R7,210.63",R868.64,359,No
174,2014-06-30,"R7,210.63",R868.64,359,No
175,2014-06-30,"R7,210.63",R868.64,359,No
177,2014-06-30,"R7,697.86",R841.84,358,No
178,2014-06-30,"R7,697.86",R841.84,358,No
18,2014-06-30,"R9,344.06","R2,141.83",383,No
180,2014-06-30,"R7,697.86",R841.84,358,No
181,2014-06-30,"R7,697.86",R841.84,358,Yes
182,2014-06-30,"R7,697.86",R841.84,358,No
183,2014-06-30,"R7,697.86",R841.84,358,No
185,2014-06-30,"R7,697.86",R841.84,358,No
186,2014-06-30,"R7,697.86",R841.84,358,No
187,2014-06-30,"R7,697.86",R841.84,358,No
188,2014-06-30,"R7,697.86",R841.84,358,No
19,2014-06-30,"R9,344.06","R2,141.83",383,No
190,2014-06-30,"R7,697.86",R841.84,358,No
191,2014-06-30,"R7,697.86",R841.84,358,No
192,2014-06-30,"R7,697.86",R841.84,358,No
193,2014-06-30,"R7,697.86",R841.84,358,No
194,2014-06-30,"R7,697.86",R841.84,358,No
195,2014-06-30,"R7,697.86",R841.84,358,Yes
196,2014-06-30,"R7,697.86",R841.84,358,Yes
198,2014-06-30,"R7,697.86",R841.84,358,No
20,2014-06-30,"R9,344.06","R2,141.83",383,No
202,2014-06-30,"R9,344.06","R2,141.83",383,No
203,2014-06-30,"R9,344.06","R2,141.83",383,No
204,2014-06-30,"R9,344.06","R2,141.83",383,No
205,2014-06-30,"R9,344.06","R2,141.83",383,No
206,2014-06-30,"R9,344.06","R2,141.83",383,No
207,2014-06-30,"R9,344.06","R2,141.83",383,Yes
209,2014-06-30,"R9,344.06","R2,141.83",383,No
21,2014-06-30,"R9,344.06","R2,141.83",383,No
210,2014-06-30,"R9,344.06","R2,141.83",383,No
212,2014-06-30,"R6,652.60",R567.57,419,No
213,2014-06-30,"R6,652.60",R567.57,419,Yes
214,2014-06-30,"R6,652.60",R567.57,419,No
215,2014-06-30,"R6,652.60",R567.57,419,No
216,2014-06-30,"R7,137.06",R806.15,417,No
217,2014-06-30,"R6,652.60",R567.57,419,No
218,2014-06-30,"R6,652.60",R567.57,419,No
219,2014-06-30,"R7,137.06",R806.15,417,No
22,2014-06-30,"R9,344.06","R2,141.83",383,No
220,2014-06-30,"R7,137.06",R806.15,417,No
221,2014-06-30,"R6,652.60",R567.57,419,No
222,2014-06-30,"R10,247.13","R2,146.87",583,No
223,2014-06-30,"R6,652.60",R567.57,419,No
224,2014-06-30,"R7,137.06",R806.15,417,Yes
225,2014-06-30,"R7,137.06",R806.15,417,No
226,2014-06-30,"R9,344.06","R2,141.83",383,No
227,2014-06-30,"R6,652.60",R567.57,419,Yes
228,2014-06-30,"R7,137.06",R806.15,417,No
229,2014-06-30,"R6,652.60",R567.57,419,No
23,2014-06-30,"R9,344.06","R2,141.83",383,No
230,2014-06-30,"R6,652.60",R567.57,419,No
231,2014-06-30,"R6,652.60",R567.57,419,Yes
232,2014-06-30,"R7,137.06",R806.15,417,No
233,2014-06-30,"R6,652.60",R567.57,419,No
234,2014-06-30,"R6,652.60",R567.57,419,No
235,2014-06-30,"R6,652.60",R567.57,419,No
236,2014-06-30,"R8,411.62","R1,306.96",467,Yes
237,2014-06-30,"R8,411.62","R1,306.96",467,Yes
238,2014-06-30,"R8,411.62","R1,306.96",467,No
239,2014-06-30,"R6,652.60",R567.57,419,No
24,2014-06-30,"R9,344.06","R2,141.83",383,No
240,2014-06-30,"R6,652.60",R567.57,419,No
241,2014-06-30,"R6,652.60",R567.57,419,No
242,2014-06-30,"R6,652.60",R567.57,419,No
243,2014-06-30,"R6,652.60",R567.57,419,No
244,2014-06-30,"R9,282.65","R2,839.58",481,Yes
245,2014-06-30,"R10,247.13","R2,146.87",583,No
246,2014-06-30,"R10,247.13","R2,146.87",583,No
247,2014-06-30,"R10,247.13","R2,146.87",583,No
248,2014-06-30,"R10,247.13","R2,146.87",583,No
249,2014-06-30,"R9,344.06","R2,141.83",383,No
25,2014-06-30,"R9,344.06","R2,141.83",383,No
250,2014-06-30,"R7,035.22","R2,150.90",333,Yes
251,2014-06-30,"R7,035.22","R2,150.90",333,Yes
252,2014-06-30,"R7,035.22","R2,150.90",333,Yes
253,2014-06-30,"R7,035.22","R2,150.90",333,Yes
254,2014-06-30,"R7,035.22","R2,150.90",333,Yes
255,2014-06-30,"R7,035.22","R2,150.90",333,Yes
256,2014-06-30,"R7,035.22","R2,150.90",333,Yes
257,2014-06-30,"R7,035.22","R2,150.90",333,Yes
258,2014-06-30,"R7,035.22","R2,150.90",333,Yes
259,2014-06-30,"R7,035.22","R2,150.90",333,Yes
26,2014-06-30,"R6,652.60",R567.57,419,No
260,2014-06-30,"R7,035.22","R2,150.90",333,Yes
261,2014-06-30,"R10,247.13","R2,146.87",583,No
262,2014-06-30,"R10,247.13","R2,146.87",583,No
263,2014-06-30,"R10,247.13","R2,146.87",583,No
264,2014-06-30,"R10,247.13","R2,146.87",583,No
265,2014-06-30,"R10,247.13","R2,146.87",583,No
266,2014-06-30,"R10,247.13","R2,146.87",583,No
267,2014-06-30,"R7,137.06",R806.15,417,No
268,2014-06-30,"R10,247.13","R2,146.87",583,No
269,2014-06-30,"R9,344.06","R2,141.83",383,No
27,2014-06-30,"R9,344.06","R2,141.83",383,No
270,2014-06-30,"R9,344.06","R2,141.83",383,Yes
271,2014-06-30,"R7,599.11",R627.87,383,No
272,2014-06-30,"R7,599.11",R627.87,383,Yes
273,2014-06-30,"R7,599.11",R627.87,383,No
276,2014-06-30,"R7,599.11",R627.87,383,No
278,2014-06-30,"R7,599.11",R627.87,383,No
28,2014-06-30,"R6,652.60",R567.57,419,No
280,2014-06-30,"R7,599.11",R627.87,383,No
