Truck,Date,Income,Contribution,Kms,Blackout Status
644254,2015-02-23,"R7,328.85","R1,347.42",205,Yes
644255,2015-02-23,"R7,328.85","R1,347.42",205,Yes
644256,2015-02-23,"R7,328.85","R1,347.42",205,Yes
644257,2015-02-23,"R7,328.85","R1,347.42",205,Yes
644260,2015-02-23,"R7,328.85","R1,347.42",205,Yes
644261,2015-02-23,"R7,328.85","R1,347.42",205,Yes
644262,2015-02-23,"R7,328.85","R1,347.42",205,Yes
644264,2015-02-23,"R7,328.85","R1,347.42",205,Yes
644265,2015-02-23,"R7,328.85","R1,347.42",205,Yes
644266,2015-02-23,"R7,328.85","R1,347.42",205,Yes
corobrick-subbies,2015-02-23,"R9,052.40","R2,172.58",0,Yes
