Truck,Date,Income,Contribution,Kms,Blackout Status
104,2015-05-23,R0.00,R0.00,0,No
105,2015-05-23,"R7,922.91","R1,817.35",440,Yes
106,2015-05-23,R0.00,R0.00,0,No
107,2015-05-23,"R7,922.91","R1,817.35",440,No
108,2015-05-23,"R7,922.91","R1,817.35",440,No
111,2015-05-23,"R7,922.91","R1,817.35",440,Yes
116,2015-05-23,"R8,117.06",R983.33,398,No
117,2015-05-23,"R6,898.82",R754.97,412,Yes
119,2015-05-23,"R6,898.82",R754.97,412,No
120,2015-05-23,"R8,117.06",R983.33,398,Yes
121,2015-05-23,"R8,117.06",R983.33,398,No
122,2015-05-23,"R6,898.82",R754.97,412,Yes
123,2015-05-23,"R6,898.82",R754.97,412,No
124,2015-05-23,"R6,898.82",R754.97,412,No
125,2015-05-23,"R6,613.19",R647.52,301,No
126,2015-05-23,"R6,613.19",R647.52,301,No
127,2015-05-23,"R6,898.82",R754.97,412,No
128,2015-05-23,"R7,922.91","R1,817.35",440,Yes
129,2015-05-23,R0.00,R0.00,0,No
131,2015-05-23,"R7,922.91","R1,817.35",440,Yes
132,2015-05-23,"R7,922.91","R1,817.35",440,Yes
133,2015-05-23,R0.00,R0.00,0,No
134,2015-05-23,R0.00,R0.00,0,Yes
135,2015-05-23,"R6,613.19",R647.52,301,No
136,2015-05-23,"R6,613.19",R647.52,301,No
137,2015-05-23,"R6,613.19",R647.52,301,Yes
138,2015-05-23,"R6,898.82",R754.97,412,No
139,2015-05-23,"R6,898.82",R754.97,412,Yes
140,2015-05-23,"R7,922.91","R1,817.35",440,No
141,2015-05-23,"R7,922.91","R1,817.35",440,Yes
142,2015-05-23,"R7,922.91","R1,817.35",440,No
143,2015-05-23,"R6,898.82",R754.97,412,No
144,2015-05-23,"R8,117.06",R983.33,398,No
145,2015-05-23,"R6,898.82",R754.97,412,Yes
146,2015-05-23,"R8,117.06",R983.33,398,No
156,2015-05-23,"R11,160.00","R4,224.31",100,Yes
2,2015-05-23,"R2,525.30",R501.50,139,Yes
236,2015-05-23,"R6,845.54","R1,359.45",369,Yes
237,2015-05-23,"R6,845.54","R1,359.45",369,Yes
238,2015-05-23,"R6,845.54","R1,359.45",369,Yes
244,2015-05-23,R0.00,R0.00,0,Yes
245,2015-05-23,"R7,922.91","R1,817.35",440,No
246,2015-05-23,"R7,159.95",R929.83,449,Yes
247,2015-05-23,"R7,159.95",R929.83,449,No
248,2015-05-23,"R7,159.95",R929.83,449,Yes
249,2015-05-23,"R11,191.52","R1,633.63",508,Yes
25,2015-05-23,"R11,191.52","R1,633.63",508,No
250,2015-05-23,R0.00,R0.00,0,Yes
252,2015-05-23,R0.00,R0.00,0,Yes
253,2015-05-23,R0.00,R0.00,0,Yes
254,2015-05-23,R0.00,R0.00,0,Yes
255,2015-05-23,R0.00,R0.00,0,Yes
256,2015-05-23,R0.00,R0.00,0,Yes
257,2015-05-23,R0.00,R0.00,0,Yes
258,2015-05-23,R0.00,R0.00,0,Yes
259,2015-05-23,R0.00,R0.00,0,Yes
260,2015-05-23,R0.00,R0.00,0,Yes
261,2015-05-23,"R7,159.95",R929.83,449,Yes
262,2015-05-23,"R7,159.95",R929.83,449,No
263,2015-05-23,"R7,159.95",R929.83,449,Yes
264,2015-05-23,"R7,159.95",R929.83,449,Yes
265,2015-05-23,"R7,159.95",R929.83,449,Yes
266,2015-05-23,"R6,898.82",R754.97,412,Yes
267,2015-05-23,"R8,117.06",R983.33,398,No
268,2015-05-23,"R7,159.95",R929.83,449,Yes
269,2015-05-23,"R11,191.52","R1,633.63",508,No
270,2015-05-23,"R11,191.52","R1,633.63",508,No
298,2015-05-23,"R11,191.52","R1,633.63",508,Yes
299,2015-05-23,"R7,922.91","R1,817.35",440,Yes
300,2015-05-23,"R11,191.52","R1,633.63",508,No
301,2015-05-23,"R11,191.52","R1,633.63",508,No
302,2015-05-23,"R11,191.52","R1,633.63",508,No
303,2015-05-23,"R7,922.91","R1,817.35",440,Yes
304,2015-05-23,"R7,922.91","R1,817.35",440,No
305,2015-05-23,"R11,191.52","R1,633.63",508,No
306,2015-05-23,"R11,191.52","R1,633.63",508,No
307,2015-05-23,"R11,191.52","R1,633.63",508,Yes
308,2015-05-23,"R11,191.52","R1,633.63",508,No
309,2015-05-23,"R11,191.52","R1,633.63",508,No
310,2015-05-23,"R11,191.52","R1,633.63",508,No
311,2015-05-23,"R11,191.52","R1,633.63",508,No
312,2015-05-23,"R11,191.52","R1,633.63",508,No
313,2015-05-23,"R6,613.19",R647.52,301,No
314,2015-05-23,"R6,613.19",R647.52,301,Yes
315,2015-05-23,"R6,613.19",R647.52,301,No
317,2015-05-23,"R6,613.19",R647.52,301,No
318,2015-05-23,"R6,613.19",R647.52,301,No
318,2015-05-23,"R6,613.19",R647.52,301,No
319,2015-05-23,"R6,613.19",R647.52,301,Yes
320,2015-05-23,"R6,613.19",R647.52,301,Yes
321,2015-05-23,"R6,613.19",R647.52,301,No
322,2015-05-23,"R6,613.19",R647.52,301,No
323,2015-05-23,"R11,191.52","R1,633.63",508,No
324,2015-05-23,"R6,613.19",R647.52,301,No
325,2015-05-23,"R6,613.19",R647.52,301,No
326,2015-05-23,"R6,613.19",R647.52,301,No
327,2015-05-23,"R6,613.19",R647.52,301,No
329,2015-05-23,"R7,159.95",R929.83,449,Yes
330,2015-05-23,"R7,159.95",R929.83,449,Yes
335,2015-05-23,"R7,159.95",R929.83,449,Yes
338,2015-05-23,"R11,191.52","R1,633.63",508,No
339,2015-05-23,"R11,191.52","R1,633.63",508,Yes
340,2015-05-23,"R6,613.19",R647.52,301,No
341,2015-05-23,"R6,613.19",R647.52,301,Yes
342,2015-05-23,"R6,613.19",R647.52,301,Yes
343,2015-05-23,"R6,898.82",R754.97,412,Yes
4,2015-05-23,"R8,180.47","R1,443.81",378,Yes
68,2015-05-23,"R7,159.95",R929.83,449,Yes
83,2015-05-23,"R8,117.06",R983.33,398,No
84,2015-05-23,"R8,117.06",R983.33,398,No
85,2015-05-23,"R8,117.06",R983.33,398,No
86,2015-05-23,"R8,117.06",R983.33,398,No
95,2015-05-23,"R7,159.95",R929.83,449,No
96,2015-05-23,"R7,922.91","R1,817.35",440,Yes
97,2015-05-23,"R8,117.06",R983.33,398,Yes
D-06,2015-05-23,"R1,299.81",R258.13,120,Yes
E21,2015-05-23,"R9,572.16","R2,422.60",520,Yes
E22,2015-05-23,"R9,572.16","R2,422.60",520,Yes
E23,2015-05-23,"R9,572.16","R2,422.60",520,Yes
