Truck,Date,Income,Contribution,Kms,Blackout Status
156,2015-02-23,"R11,625.00","R4,637.19",104,Yes
2,2015-02-23,"R2,992.15",R38.21,250,Yes
236,2015-02-23,"R7,200.00",R640.62,400,Yes
237,2015-02-23,"R7,200.00",R640.62,400,No
238,2015-02-23,"R7,200.00",R640.62,400,Yes
4,2015-02-23,"R8,594.21","R1,087.44",356,Yes
E100,2015-02-23,"R7,375.00","R1,387.58",417,No
E101,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E103,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E104,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E105,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E106,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E107,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E108,2015-02-23,"R9,072.92","R1,892.94",542,No
E109,2015-02-23,"R9,072.92","R1,892.94",542,No
E110,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E111,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E112,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E113,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E114,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E115,2015-02-23,"R9,072.92","R1,892.94",542,No
E116,2015-02-23,"R9,072.92","R1,892.94",542,No
E117,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E21,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E22,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E23,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E24,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E25,2015-02-23,"R7,375.00","R1,387.58",417,No
E27,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E28,2015-02-23,"R7,375.00","R1,387.58",417,No
E29,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E30,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E31,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E32,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E33,2015-02-23,"R7,375.00","R1,387.58",417,No
E34,2015-02-23,R0.01,R0.01,0,No
E35,2015-02-23,R0.01,R0.01,0,No
E36,2015-02-23,"R7,375.00","R1,387.58",417,No
E37,2015-02-23,"R7,375.00","R1,387.58",417,No
E38,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E44,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E45,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E46,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E47,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E48,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E49,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E50,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E51,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E52,2015-02-23,"R7,375.00","R1,387.58",417,No
E53,2015-02-23,"R7,375.00","R1,387.58",417,Yes
