Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T042,404782,590949.00,590946.00,3.00
T111,404968,731244.00,730973.00,271.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T109,405579,789856.00,789856.00,0.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T042,406927,593705.00,593704.00,1.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T116,408529,734668.00,735256.00,-588.00
"","","","",""
"","","","",""
"","","","",""
T039,408701,634607.00,634607.00,0.00
"","","","",""
"","","","",""
T039,408704,638196.00,637917.00,279.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T039,408716,661133.00,661136.00,-3.00
T039,408717,663103.00,663954.00,-851.00
"","","","",""
T039,408719,666564.00,666846.00,-282.00
"","","","",""
T039,408721,670172.00,670470.00,-298.00
T039,408722,672098.00,672650.00,-552.00
"","","","",""
T039,408724,674810.00,673930.00,880.00
T039,408725,675496.00,675787.00,-291.00
"","","","",""
"","","","",""
T039,408728,679596.00,679025.00,571.00
T039,408729,682318.00,682606.00,-288.00
T039,408730,685011.00,684751.00,260.00
T024,408734,563547.00,560317.00,3230.00
"","","","",""
"","","","",""
T109,408740,791767.00,791761.00,6.00
T024,408743,564813.00,564727.00,86.00
T037,408785,677912.00,674996.00,2916.00
"","","","",""
T037,408788,680271.00,689095.00,-8824.00
"","","","",""
T037,408797,685015.00,686816.00,-1801.00
T037,408798,687952.00,687455.00,497.00
"","","","",""
"","","","",""
T109,408816,792612.00,792508.00,104.00
"","","","",""
"","","","",""
T024,409121,565213.00,565207.00,6.00
"","","","",""
"","","","",""
"","","","",""
T116,409174,738900.00,744256.00,-5356.00
"","","","",""
"","","","",""
"","","","",""
T116,409178,747538.00,747197.00,341.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T116,409187,755830.00,755199.00,631.00
"","","","",""
"","","","",""
T116,409191,759155.00,759874.00,-719.00
T116,409192,761783.00,761892.00,-109.00
"","","","",""
T116,409194,765470.00,765836.00,-366.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T109,409347,793036.00,793384.00,-348.00
T037,409354,689489.00,689482.00,7.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T024,409486,565712.00,565706.00,6.00
"","","","",""
T038,409611,540453.00,550366.00,-9913.00
T038,409612,542005.00,542003.00,2.00
"","","","",""
T038,409614,544273.00,573218.00,-28945.00
"","","","",""
"","","","",""
T038,409617,547564.00,547519.00,45.00
T038,409618,549039.00,548690.00,349.00
T038,409619,549811.00,550366.00,-555.00
T038,409620,550372.00,550366.00,6.00
T038,409621,551535.00,551067.00,468.00
T038,409622,552632.00,552625.00,7.00
"","","","",""
"","","","",""
T038,409625,556705.00,555977.00,728.00
"","","","",""
T038,409627,559618.00,559910.00,-292.00
T038,409628,561205.00,561958.00,-753.00
T038,409629,562056.00,561958.00,98.00
"","","","",""
T038,409632,563969.00,562833.00,1136.00
