Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
E76,404451,267895.00,268248.00,-353.00
"","","","",""
E59,404472,66229.00,66312.00,-83.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
E116,404576,36456.00,36540.00,-84.00
E113,404577,46860.00,46941.00,-81.00
"","","","",""
"","","","",""
E36,404600,67820.00,69008.00,-1188.00
E117,404662,47856.00,47939.00,-83.00
E32,404663,108690.00,108772.00,-82.00
E33,404664,105999.00,106081.00,-82.00
"","","","",""
"","","","",""
E50,404721,536305.00,537420.00,-1115.00
"","","","",""
E49,404985,582418.00,582418.00,0.00
E44,405019,539435.00,542001.00,-2566.00
E21,405023,137928.00,138009.00,-81.00
E114,405077,36132.00,36221.00,-89.00
"","","","",""
E28,405088,157558.00,157656.00,-98.00
"","","","",""
E30,405111,63260.00,63341.00,-81.00
"","","","",""
E31,405128,104482.00,104563.00,-81.00
E51,405158,527927.00,528050.00,-123.00
E29,405197,89913.00,90000.00,-87.00
E24,405200,112374.00,112455.00,-81.00
"","","","",""
"","","","",""
E33,405212,106175.00,109526.00,-3351.00
E107,405223,52240.00,53245.00,-1005.00
E103,405240,57002.00,58032.00,-1030.00
E106,405256,52219.00,53386.00,-1167.00
"","","","",""
E64,405276,339726.00,342309.00,-2583.00
E93,405282,58567.00,58649.00,-82.00
"","","","",""
"","","","",""
E73,405329,270902.00,271024.00,-122.00
E25,405366,126305.00,126387.00,-82.00
"","","","",""
E101,405416,60523.00,60604.00,-81.00
"","","","",""
"","","","",""
E95,405507,41980.00,42068.00,-88.00
E98,405509,58992.00,59074.00,-82.00
E114,405537,36308.00,37542.00,-1234.00
E117,405549,48021.00,49366.00,-1345.00
"","","","",""
E70,405569,268077.00,269244.00,-1167.00
"","","","",""
E109,405640,54029.00,54151.00,-122.00
E67,405642,352824.00,352951.00,-127.00
"","","","",""
E104,405668,56360.00,56461.00,-101.00
E28,405684,158077.00,158159.00,-82.00
E75,405690,273784.00,274792.00,-1008.00
E71,405694,257460.00,257745.00,-285.00
E33,405760,106950.00,109526.00,-2576.00
E47,405838,559318.00,559098.00,220.00
"","","","",""
E113,406012,48132.00,48218.00,-86.00
"","","","",""
"","","","",""
E21,406037,139208.00,139326.00,-118.00
E32,406048,109997.00,110078.00,-81.00
E102,406103,57037.00,57122.00,-85.00
E110,406109,52758.00,53730.00,-972.00
E49,406110,583694.00,583776.00,-82.00
E108,406111,57722.00,57844.00,-122.00
E25,406135,127533.00,127616.00,-83.00
"","","","",""
E38,406209,68784.00,68866.00,-82.00
"","","","",""
E74,406254,275464.00,275587.00,-123.00
E99,406266,57268.00,57350.00,-82.00
"","","","",""
"","","","",""
E23,406336,117108.00,117190.00,-82.00
"","","","",""
E52,406406,546050.00,546133.00,-83.00
"","","","",""
E24,406458,113707.00,113789.00,-82.00
"","","","",""
E114,406482,37454.00,37542.00,-88.00
E106,406498,53513.00,54720.00,-1207.00
E36,406501,69821.00,70987.00,-1166.00
E30,406502,64514.00,65686.00,-1172.00
"","","","",""
"","","","",""
"","","","",""
E59,406532,67666.00,67764.00,-98.00
"","","","",""
"","","","",""
E98,406581,60412.00,60414.00,-2.00
"","","","",""
"","","","",""
"","","","",""
E101,406763,62360.00,62442.00,-82.00
"","","","",""
E31,406777,107133.00,107215.00,-82.00
"","","","",""
E102,406801,58115.00,58197.00,-82.00
E21,406802,140518.00,140600.00,-82.00
E107,406808,54389.00,54511.00,-122.00
E38,406811,69589.00,69677.00,-88.00
"","","","",""
"","","","",""
E27,406830,136886.00,136969.00,-83.00
"","","","",""
"","","","",""
E66,406866,350780.00,351571.00,-791.00
E65,406871,333459.00,333543.00,-84.00
"","","","",""
E68,406891,270373.00,271537.00,-1164.00
E115,406897,39997.00,40078.00,-81.00
E29,406898,91059.00,91144.00,-85.00
"","","","",""
E99,406946,58344.00,58426.00,-82.00
"","","","",""
"","","","",""
E48,406975,532076.00,532359.00,-283.00
E36,406978,70866.00,70987.00,-121.00
E75,406988,274923.00,276099.00,-1176.00
E76,406992,269710.00,270741.00,-1031.00
E23,406997,118081.00,118815.00,-734.00
E59,407006,68672.00,68892.00,-220.00
E24,407007,114707.00,114929.00,-222.00
"","","","",""
E145,407011,25207.00,26248.00,-1041.00
E95,407018,42996.00,43997.00,-1001.00
E52,407022,547367.00,547454.00,-87.00
E74,407025,276763.00,276982.00,-219.00
"","","","",""
E98,407090,61561.00,61623.00,-62.00
E73,407093,273505.00,273628.00,-123.00
"","","","",""
"","","","",""
"","","","",""
E51,407109,530573.00,530649.00,-76.00
"","","","",""
E114,407266,38709.00,38812.00,-103.00
"","","","",""
"","","","",""
"","","","",""
E28,407396,159378.00,159460.00,-82.00
E50,407399,538707.00,539891.00,-1184.00
"","","","",""
E44,407429,541150.00,542001.00,-851.00
"","","","",""
E113,407448,50637.00,50719.00,-82.00
"","","","",""
E38,407452,70403.00,70484.00,-81.00
E101,407483,63607.00,63525.00,82.00
E108,407487,60054.00,60175.00,-121.00
E107,407513,55676.00,55798.00,-122.00
E71,407524,260076.00,260199.00,-123.00
E104,407552,58792.00,58913.00,-121.00
E117,407567,50369.00,50450.00,-81.00
E93,407576,61446.00,61526.00,-80.00
E21,407631,141497.00,142864.00,-1367.00
E31,407712,108482.00,108564.00,-82.00
E99,407735,59674.00,59756.00,-82.00
E110,407740,55095.00,56090.00,-995.00
E49,407801,585045.00,585133.00,-88.00
E117,407813,50532.00,51883.00,-1351.00
"","","","",""
"","","","",""
"","","","",""
E93,407890,61608.00,61690.00,-82.00
E70,407893,271520.00,272937.00,-1417.00
"","","","",""
E105,407964,57528.00,57654.00,-126.00
"","","","",""
"","","","",""
E52,407987,548321.00,548401.00,-80.00
E23,407989,118944.00,119980.00,-1036.00
E45,407990,543612.00,543734.00,-122.00
E29,407994,92494.00,92580.00,-86.00
E53,408000,573572.00,573655.00,-83.00
E102,408028,60109.00,61330.00,-1221.00
E111,408036,42384.00,41831.00,553.00
E36,408086,72480.00,73258.00,-778.00
E47,408106,562814.00,562948.00,-134.00
E25,408138,129065.00,130422.00,-1357.00
E100,408232,55839.00,55374.00,465.00
"","","","",""
E111,408285,42551.00,43948.00,-1397.00
E30,408319,66949.00,67957.00,-1008.00
E28,408338,160467.00,160550.00,-83.00
E66,408342,353152.00,357576.00,-4424.00
"","","","",""
E51,408377,531830.00,531954.00,-124.00
"","","","",""
E44,408401,542096.00,543335.00,-1239.00
E76,408407,271748.00,271876.00,-128.00
"","","","",""
E50,408449,540014.00,539891.00,123.00
E99,408510,60811.00,60892.00,-81.00
E23,408550,119896.00,119980.00,-84.00
E113,408589,52059.00,52144.00,-85.00
E93,408611,62414.00,62495.00,-81.00
E114,408614,39748.00,39830.00,-82.00
E68,408619,272522.00,271665.00,857.00
E33,408637,108684.00,109526.00,-842.00
E38,408659,71739.00,71823.00,-84.00
E109,408759,57756.00,57878.00,-122.00
E102,408826,61248.00,61330.00,-82.00
E31,408944,109632.00,109713.00,-81.00
E70,409023,272818.00,272937.00,-119.00
"","","","",""
E117,409042,51800.00,51883.00,-83.00
E49,409049,586196.00,586278.00,-82.00
E29,409061,93694.00,93779.00,-85.00
E22,409064,115868.00,116725.00,-857.00
"","","","",""
E33,409086,109445.00,109526.00,-81.00
"","","","",""
E103,409104,61480.00,61602.00,-122.00
E37,409112,67975.00,69037.00,-1062.00
"","","","",""
E53,409147,574907.00,574990.00,-83.00
"","","","",""
E105,409169,58658.00,58785.00,-127.00
E21,409188,142782.00,142864.00,-82.00
E48,409207,533607.00,533733.00,-126.00
E59,409229,70270.00,70351.00,-81.00
E24,409236,116313.00,116395.00,-82.00
"","","","",""
E69,409241,268423.00,268546.00,-123.00
E45,409243,544910.00,545032.00,-122.00
E50,409244,540909.00,539891.00,1018.00
E116,409246,40689.00,40771.00,-82.00
E44,409249,543255.00,543335.00,-80.00
"","","","",""
"","","","",""
"","","","",""
E72,409286,267956.00,269127.00,-1171.00
"","","","",""
"","","","",""
"","","","",""
E71,409383,262375.00,262498.00,-123.00
E66,409389,354300.00,354413.00,-113.00
E115,409399,42437.00,42518.00,-81.00
"","","","",""
E30,409406,68087.00,69253.00,-1166.00
"","","","",""
E25,409424,130505.00,131258.00,-753.00
"","","","",""
"","","","",""
E29,409466,94034.00,95322.00,-1288.00
"","","","",""
E76,409473,273046.00,273167.00,-121.00
"","","","",""
"","","","",""
"","","","",""
E102,409553,62393.00,62480.00,-87.00
E32,409564,115095.00,115177.00,-82.00
E64,409565,343656.00,343737.00,-81.00
E27,409569,140278.00,140362.00,-84.00
"","","","",""
"","","","",""
E36,409600,74646.00,75704.00,-1058.00
E109,409706,59152.00,60320.00,-1168.00
E37,409833,68955.00,69037.00,-82.00
"","","","",""
"","","","",""
E104,409914,61763.00,62623.00,-860.00
E69,409915,269724.00,269846.00,-122.00
E114,409929,42049.00,42130.00,-81.00
"","","","",""
E79,409936,150982.00,151872.00,-890.00
E59,409944,71566.00,71648.00,-82.00
E103,409964,62772.00,62894.00,-122.00
E98,409967,64327.00,64410.00,-83.00
"","","","",""
E102,409970,62562.00,62644.00,-82.00
E25,409971,131161.00,131258.00,-97.00
E73,409982,277090.00,277212.00,-122.00
