Cargo,Trip Number,Truck,Planned Loading Arrival,Loading Arrival,Planned Offloading Arrival,Offloading Arrival,Loading Difference (hrs),Offloading Difference (hrs),Planning Difference(hrs),Time Created,Created by,Customer
234058,187108,43,2011-07-30 07:00:00,2011-08-01 12:25:00,2011-08-05 10:00:00,2011-08-06 19:30:00,53,34,88,26 July,Jacques Redgard,Tradewind Logistics
234059,185788,46,2011-07-29 14:00:00,2011-08-02 12:06:00,2011-08-05 14:00:00,2011-08-07 13:53:00,94,48,71,26 July,Jacques Redgard,Tradewind Logistics
234060,186500,47,2011-07-29 14:00:00,2011-08-01 12:40:00,2011-08-05 14:00:00,2011-08-07 13:50:00,71,48,71,26 July,Jacques Redgard,Tradewind Logistics
234062,189677,54,2011-07-29 15:00:00,2011-08-01 12:18:00,2011-08-05 14:00:00,2011-08-07 17:00:00,69,51,72,26 July,Jacques Redgard,Tradewind Logistics
234064,189562,57,2011-07-29 14:00:00,2011-08-01 12:50:00,2011-08-05 14:00:00,2011-08-27 09:30:00,71,524,72,26 July,Jacques Redgard,Tradewind Logistics
234065,185733,60,2011-07-29 14:00:00,2011-08-01 12:46:00,2011-08-05 14:00:00,2011-08-07 15:30:00,71,50,72,26 July,Jacques Redgard,Tradewind Logistics
234067,173890.,61,2011-07-29 14:00:00,2011-08-01 12:30:00,2011-08-05 14:00:00,2011-08-10 07:11:00,71,113,72,26 July,Jacques Redgard,Tradewind Logistics
234422,F3449,E44,2011-07-31 12:00:00,2011-08-02 12:47:00,2011-08-01 12:00:00,2011-08-04 11:07:00,49,71,49,29 July,Cameron Singh,Total SA
234426,F11320,E45,2011-07-30 12:00:00,2011-08-01 08:00:00,2011-07-31 12:00:00,2011-08-03 06:00:00,44,66,25,29 July,Cameron Singh,Engen
234428,F3796,E46,2011-07-30 12:00:00,2011-08-01 06:55:00,2011-07-31 12:00:00,2011-08-02 18:30:00,43,55,25,29 July,Cameron Singh,Engen
234480,180805,200,2011-07-31 16:00:00,2011-08-01 14:25:00,2011-08-06 12:00:00,2011-08-07 18:45:00,22,31,51,29 July,Zac Bolton,Tradewind Logistics
234523,F7631,E39,2011-07-31 13:00:00,2011-08-02 12:55:00,2011-08-01 12:00:00,2011-08-03 15:15:00,48,51,45,29 July,Cameron Singh,Engen
234526,F10689,E42,2011-07-31 14:00:00,2011-08-01 13:50:00,2011-08-01 15:00:00,2011-08-02 17:50:00,24,27,46,29 July,Cameron Singh,Engen
234527,F10703,E43,2011-07-31 14:00:00,2011-08-01 08:15:00,2011-08-01 12:00:00,2011-08-02 09:00:00,18,21,46,29 July,Cameron Singh,Engen
234531,F3437,E48,2011-07-31 15:00:00,2011-08-02 13:10:00,2011-08-01 13:00:00,2011-08-03 16:15:00,46,51,47,29 July,Cameron Singh,Engen
234532,F11326,E50,2011-07-31 13:00:00,2011-08-01 13:28:00,2011-08-01 12:00:00,2011-08-02 13:55:00,24,26,46,29 July,Cameron Singh,Engen
234538,F10696,E51,2011-07-31 15:00:00,2011-08-01 13:00:00,2011-08-01 15:00:00,2011-08-02 13:55:00,22,23,48,29 July,Cameron Singh,Engen
234546,F3535,E01,2011-07-31 20:00:00,2011-08-01 10:00:00,2011-08-01 09:00:00,2011-08-02 09:10:00,14,24,53,29 July,Cameron Singh,Engen
234609,187828,80,2011-07-30 20:00:00,2011-08-01 09:50:00,2011-07-31 08:00:00,2011-08-01 14:50:00,38,31,9,30 July,Melanie Wilson,Omnia Fertiliser
234673,192693,179,2011-07-31 22:00:00,2011-08-01 06:00:00,2011-08-01 02:00:00,2011-08-01 07:38:00,8,6,0,31 July,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
234633,192688,182,2011-07-30 23:00:00,2011-08-01 00:09:00,2011-07-31 03:00:00,2011-08-01 03:11:00,25,24,0,31 July,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
234633,192688,182,2011-07-30 23:00:00,2011-08-01 03:36:00,2011-07-31 03:00:00,2011-08-01 05:38:00,29,27,0,31 July,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
234674,192690,187,2011-08-01 00:00:00,2011-08-01 05:00:00,2011-08-01 03:30:00,2011-08-01 06:08:00,5,3,3,31 July,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
234675,192519,180,2011-08-01 06:00:00,2011-08-01 06:22:00,2011-08-01 09:00:00,2011-08-01 11:33:00,0,3,1,1 August,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
234676,192686,189,2011-08-01 01:00:00,2011-08-01 01:20:00,2011-08-01 04:00:00,2011-08-01 04:00:00,0,0,2,1 August,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
234677,192521,181,2011-08-01 06:00:00,2011-08-01 06:00:00,2011-08-01 10:00:00,2011-08-01 10:18:00,0,0,1,1 August,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
234678,192523,183,2011-08-01 06:00:00,2011-08-01 05:30:00,2011-08-01 10:00:00,2011-08-01 09:00:00,1,-1,1,1 August,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
234679,192525,188,2011-08-01 06:30:00,2011-08-01 05:40:00,2011-08-01 10:00:00,2011-08-01 09:44:00,1,0,3,1 August,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
234680,192540,182,2011-08-01 09:00:00,2011-08-01 06:29:00,2011-08-01 13:00:00,2011-08-01 08:28:00,-1,-3,2,1 August,Xolani Buthelezi,Barloworld Logistics  (Illovo)
234681,192529,187,2011-08-01 09:00:00,2011-08-01 07:30:00,2011-08-01 13:00:00,2011-08-01 08:48:00,0,-4,2,1 August,Xolani Buthelezi,Barloworld Logistics  (Illovo)
234508,197123,29,2011-08-01 10:00:00,2011-08-01 11:20:00,2011-08-02 10:00:00,2011-08-02 06:35:00,1,-3,68,1 August,Shaun du Preez,Monteagle Africa Limited
234040,186453,82,2011-08-01 10:00:00,2011-08-01 14:10:00,2011-08-02 08:00:00,2011-08-02 10:45:00,4,3,142,1 August,Shaun du Preez,E & C Charcoal (PTY)LTD
234682,190147,6,2011-08-01 10:00:00,2011-08-01 12:21:00,2011-08-02 07:00:00,2011-08-02 08:36:00,2,2,2,1 August,Shaun du Preez,Premier Trunking - Isando
234683,190149,6,2011-08-02 09:00:00,2011-08-02 10:30:00,2011-08-02 20:00:00,2011-08-02 21:31:00,2,2,25,1 August,Shaun du Preez,Premier Trunking - Isando
234676,192686,189,2011-08-01 01:00:00,2011-08-01 05:00:00,2011-08-01 04:00:00,2011-08-01 07:12:00,4,3,2,1 August,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
234686,192124,69,2011-08-01 10:00:00,2011-08-01 10:40:00,2011-08-02 10:00:00,2011-08-02 10:00:00,1,0,2,1 August,Shaun du Preez,Sugar on Tap
234564,191760,109,2011-08-01 12:00:00,2011-08-01 13:07:00,2011-08-02 10:00:00,2011-08-02 09:00:00,1,-1,66,1 August,Mario Dorlly,Rohm & Haas
234689,180173,213,2011-08-01 12:00:00,2011-08-01 13:25:00,2011-08-03 10:00:00,2011-08-03 11:48:00,1,2,4,1 August,Mario Dorlly,E & C Charcoal (PTY)LTD
234693,184426,197,2011-08-01 16:00:00,2011-08-01 16:49:00,2011-08-02 10:00:00,2011-08-02 09:20:00,1,1,6,1 August,Jacques Maartens,Illovo Sugar Speed Fleet Noodesburg
234698,189164,196,2011-08-01 16:00:00,2011-08-01 13:13:00,2011-08-02 10:00:00,2011-08-02 07:33:00,-1,-2,6,1 August,Jacques Maartens,Illovo Sugar Speed Fleet Noodesburg
234699,192202,192,2011-08-01 16:00:00,2011-08-01 15:50:00,2011-08-02 10:00:00,2011-08-02 09:17:00,0,1,6,1 August,Jacques Maartens,Illovo Sugar Speed Fleet Noodesburg
233904,186916,140,2011-07-26 10:00:00,2011-08-01 07:00:00,2011-08-01 09:00:00,2011-08-01 13:30:00,141,5,21,1 August,Jaap Saayman,Tradewind Logistics
234702,189966,227,2011-08-01 10:00:00,2011-08-01 10:20:00,2011-08-03 08:00:00,2011-08-03 06:35:00,0,-1,0,1 August,Devon Bezuidenhout,Monteagle Africa Limited
234692,197158,100,2011-08-01 11:00:00,2011-08-01 12:10:00,2011-08-02 10:00:00,2011-08-02 12:30:00,1,3,1,1 August,Shaun du Preez,Sugar on Tap
234711,187037,14,2011-08-01 11:00:00,2011-08-01 09:00:00,2011-08-03 10:00:00,2011-08-03 09:40:00,-2,0,1,1 August,Shaun du Preez,Borbet SA (Pty) Ltd
234690,189918,226,2011-08-01 12:00:00,2011-08-01 11:30:00,2011-08-02 12:00:00,2011-08-02 09:10:00,1,-1,2,1 August,Shaun du Preez,Sugar on Tap
233883,192120,106,2011-07-25 13:00:00,2011-08-01 07:00:00,2011-07-31 12:00:00,2011-08-01 16:30:00,162,29,2,1 August,Jaap Saayman,Tradewind Logistics
234733,192530,189,2011-08-01 11:00:00,2011-08-01 10:10:00,2011-08-01 15:00:00,2011-08-01 13:44:00,1,-1,2,1 August,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
234734,186414,68,2011-08-01 16:00:00,2011-08-01 12:57:00,2011-08-02 10:00:00,2011-08-02 05:44:00,-3,-4,7,1 August,Jacques Maartens,Illovo Sugar Speed Fleet Noodesburg
234700,192251,18,2011-08-01 14:00:00,2011-08-01 13:33:00,2011-08-02 14:00:00,2011-08-02 12:15:00,0,0,4,1 August,Shaun du Preez,Comtecs Composites
234739,192527,179,2011-08-01 11:00:00,2011-08-01 11:20:00,2011-08-01 15:00:00,2011-08-01 14:54:00,0,0,2,1 August,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
234720,186267,234,2011-08-01 11:00:00,2011-08-01 12:30:00,2011-08-02 10:00:00,2011-08-02 06:30:00,2,-2,1,1 August,Shaun du Preez,Tastic Rice
234707,187947,214,2011-08-01 12:00:00,2011-08-02 06:09:00,2011-08-03 08:00:00,2011-08-03 16:00:00,18,8,2,1 August,Shaun du Preez,AE Consultants
234722,187797,26,2011-08-01 12:00:00,2011-08-01 14:00:00,2011-08-02 10:00:00,2011-08-02 10:00:00,2,0,2,1 August,Mario Dorlly,Tastic Rice
234691,176953,76,2011-08-01 14:00:00,2011-08-01 14:00:00,2011-08-02 10:00:00,2011-08-03 07:30:00,0,22,4,1 August,Mario Dorlly,Promac Paints
234719,187058,67,2011-08-01 10:00:00,2011-08-01 09:10:00,2011-08-02 08:00:00,2011-08-02 08:30:00,1,1,0,1 August,Shaun du Preez,Premier Trunking - Isando
234718,187811,193,2011-08-01 15:00:00,2011-08-01 12:10:00,2011-08-02 11:00:00,2011-08-03 05:41:00,-1,19,5,1 August,Jacques Maartens,Premier Trunking - Isando
234687,192337,56,2011-08-01 13:00:00,2011-08-01 13:00:00,2011-08-02 10:00:00,2011-08-02 15:55:00,0,6,5,1 August,Mario Dorlly,Conrite Walls
234746,191665,98,2011-08-01 14:00:00,2011-08-01 18:35:00,2011-08-02 12:00:00,2011-08-03 08:20:00,5,20,5,1 August,Jacques Maartens,Barloworld Logistics  (Illovo)
234581,191610,254,2011-07-29 20:00:00,2011-08-01 10:00:00,2011-07-30 11:00:00,2011-08-01 17:20:00,62,54,0,1 August,Chantal van der Merwe,Pride Milling - Nigel
234583,189953,256,2011-07-29 20:00:00,2011-08-02 07:00:00,2011-07-30 13:00:00,2011-08-02 11:04:00,83,70,0,1 August,Chantal van der Merwe,Pride Milling - Nigel
234463,191691,253,2011-07-29 13:00:00,2011-08-01 12:26:00,2011-08-01 07:00:00,2011-08-02 11:00:00,71,28,1,1 August,Chantal van der Merwe,Pride Milling - Nigel
234320,184496,81,2011-08-01 16:00:00,2011-08-01 16:05:00,2011-08-03 12:00:00,2011-08-03 13:50:00,0,2,101,1 August,Shaun du Preez,Floorworx Africa(PTY) LTD
234748,B20128,1,2011-08-01 09:00:00,2011-08-01 07:43:00,2011-08-01 17:00:00,2011-08-01 11:20:00,-1,-4,0,1 August,Andre Honsh-Raj,Buckman New
234717,187044,216,2011-08-01 10:00:00,2011-08-01 09:10:00,2011-08-02 10:00:00,2011-08-02 06:30:00,1,-2,0,1 August,Mario Dorlly,Premier Trunking - Isando
234740,176904,224,2011-08-01 16:00:00,2011-08-01 17:25:00,2011-08-02 08:00:00,2011-08-02 07:09:00,1,1,7,1 August,Devon Bezuidenhout,Manline Depot - East London
234706,184369,217,2011-08-01 12:00:00,2011-08-02 07:30:00,2011-08-03 07:00:00,2011-08-03 15:06:00,20,8,2,1 August,Devon Bezuidenhout,AE Consultants
234712,185936,220,2011-08-01 12:00:00,2011-08-01 14:02:00,2011-08-03 08:00:00,2011-08-03 14:08:00,2,6,2,1 August,Devon Bezuidenhout,AE Consultants
234749,192419,231,2011-08-01 15:00:00,2011-08-01 16:00:00,2011-08-02 08:00:00,2011-08-02 13:59:00,1,6,4,1 August,Devon Bezuidenhout,Kempston Logistics East London
234754,189243,50,2011-08-01 14:00:00,2011-08-01 07:30:00,2011-08-08 17:00:00,2011-08-06 15:25:00,-5,-48,3,1 August,Jacques Redgard,Tradewind Logistics
234721,192082,65,2011-08-01 12:00:00,2011-08-01 11:00:00,2011-08-02 10:00:00,2011-08-02 06:00:00,-1,-4,2,1 August,Mario Dorlly,Tastic Rice
234697,191722,25,2011-08-01 14:00:00,2011-08-01 13:33:00,2011-08-02 13:00:00,2011-08-02 12:35:00,0,0,4,1 August,Shaun du Preez,Omnia Fertiliser
234769,192524,183,2011-08-01 12:00:00,2011-08-01 12:00:00,2011-08-01 14:00:00,2011-08-01 14:15:00,0,0,0,1 August,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
234768,187199,110,2011-08-01 13:00:00,2011-08-01 12:28:00,2011-08-02 15:00:00,2011-08-03 08:27:00,1,17,1,1 August,Mario Dorlly,Sasko
234771,192528,182,2011-08-01 12:00:00,2011-08-01 09:57:00,2011-08-01 14:00:00,2011-08-01 12:49:00,-2,-1,0,1 August,Xolani Buthelezi,Barloworld Logistics  (Illovo)
234756,189907,89,2011-08-01 15:00:00,2011-08-01 13:46:00,2011-08-02 12:00:00,2011-08-02 13:35:00,-1,2,5,1 August,Mario Dorlly,Premier Trunking - Isando
234772,192541,187,2011-08-01 12:00:00,2011-08-01 10:46:00,2011-08-01 14:00:00,2011-08-01 13:15:00,-1,1,0,1 August,Xolani Buthelezi,Barloworld Logistics  (Illovo)
234764,187755,86,2011-08-01 15:00:00,2011-08-01 14:31:00,2011-08-02 11:00:00,2011-08-02 12:00:00,0,1,5,1 August,Jacques Maartens,Premier Trunking - Isando
234762,187210,225,2011-08-01 17:00:00,2011-08-01 16:00:00,2011-08-02 15:00:00,2011-08-02 12:10:00,-1,-1,7,1 August,Mario Dorlly,Sasko
234766,197133,101,2011-08-01 14:00:00,2011-08-01 18:20:00,2011-08-02 11:00:00,2011-08-02 16:36:00,4,6,4,1 August,Mario Dorlly,Sasko
233295,188529,E40,2011-07-21 06:00:00,2011-08-01 10:00:00,2011-07-27 08:00:00,2011-08-01 16:30:00,268,129,2,1 August,Vimal Ganesh,NCP Alcohols
234797,186374,DM4,2011-07-31 23:59:00,2011-08-01 03:00:00,2011-08-01 09:00:00,2011-08-01 09:00:00,3,0,11,1 August,Shaun du Preez,Barloworld Logistics (Illovo) FandV
234047,187957,66,2011-07-29 11:00:00,2011-08-01 10:30:00,2011-07-30 10:00:00,2011-08-01 14:00:00,72,52,71,1 August,Shaun du Preez,Tastic Rice
234798,191748,184,2011-08-01 18:00:00,2011-08-01 14:24:00,2011-08-01 12:00:00,2011-08-02 07:50:00,-2,20,7,1 August,Jacques Maartens,Illovo Sugar Speed Fleet Noodesburg
234392,187954,77,2011-08-01 13:00:00,2011-08-01 14:07:00,2011-08-02 07:00:00,2011-08-02 14:33:00,1,8,75,1 August,Shaun du Preez,Pannar Seeds
234799,184486,85,2011-08-01 18:00:00,2011-08-01 13:13:00,2011-08-02 12:00:00,2011-08-02 05:55:00,-3,-6,7,1 August,Jacques Maartens,Illovo Sugar Speed Fleet Noodesburg
234776,187244,30,2011-08-01 15:00:00,2011-08-01 16:00:00,2011-08-02 12:00:00,2011-08-02 11:00:00,1,-1,3,1 August,Mario Dorlly,South Bakels
234765,187842,222,2011-08-01 14:00:00,2011-08-01 13:17:00,2011-08-02 07:00:00,2011-08-01 19:30:00,1,-10,4,1 August,Devon Bezuidenhout,Carisbrooke Valley Citrus
234407,192422,105,2011-08-01 15:00:00,2011-08-01 13:35:00,2011-08-02 08:00:00,2011-08-02 07:20:00,-1,1,78,1 August,Mario Dorlly,Pannar Seeds
234695,187189,42,2011-08-01 15:00:00,2011-08-01 13:50:00,2011-08-02 15:00:00,2011-08-02 17:30:00,-1,3,5,1 August,Shaun du Preez,Omnia Fertiliser
234803,191583,103,2011-08-01 16:00:00,2011-08-01 17:31:00,2011-08-02 12:00:00,2011-08-02 17:42:00,2,6,3,1 August,Devon Bezuidenhout,Quality Sugars(PTY)Ltd
234408,181329,186,2011-08-01 15:00:00,2011-08-01 14:45:00,2011-08-02 10:00:00,2011-08-02 07:00:00,0,-3,78,1 August,Jacques Maartens,Pannar Seeds
234716,191754,84,2011-08-01 17:00:00,2011-08-01 15:50:00,2011-08-02 12:00:00,2011-08-02 14:00:00,-1,2,7,1 August,Jacques Maartens,Premier Trunking - Isando
234807,186961,11,2011-08-02 07:00:00,2011-08-02 11:20:00,2011-08-09 13:00:00,2011-08-17 07:45:00,4,187,18,1 August,Jacques Redgard,Puma Energy Zambia
234808,192522,181,2011-08-01 12:00:00,2011-08-01 13:42:00,2011-08-01 15:00:00,2011-08-01 15:00:00,2,0,1,1 August,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
234809,192520,180,2011-08-01 12:00:00,2011-08-01 14:00:00,2011-08-01 15:00:00,2011-08-01 15:00:00,2,0,1,1 August,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
234812,198031,106,2011-08-01 12:00:00,2011-08-02 08:40:00,2011-08-08 10:00:00,2011-08-10 14:30:00,21,53,0,1 August,Jaap Saayman,Puma Energy Zambia
234715,181086,223,2011-08-01 14:00:00,2011-08-01 16:20:00,2011-08-02 12:00:00,2011-08-03 20:00:00,2,32,4,1 August,Devon Bezuidenhout,Tastic Rice
234817,F3455,E04,2011-08-01 12:00:00,2011-08-01 14:00:00,2011-08-02 13:00:00,2011-08-02 21:35:00,2,9,0,1 August,Cameron Singh,Engen
234688,176890,240,2011-08-01 14:00:00,2011-08-01 15:00:00,2011-08-02 12:00:00,2011-08-03 07:50:00,1,20,6,1 August,Shaun du Preez,Conrite Walls
234819,F3500,E05,2011-08-01 20:00:00,2011-08-02 18:30:00,2011-08-02 16:00:00,2011-08-03 18:34:00,23,27,8,1 August,Cameron Singh,Engen
234823,192497,140,2011-08-01 16:00:00,2011-08-01 18:40:00,2011-08-02 14:00:00,2011-08-03 09:45:00,3,20,4,1 August,Jaap Saayman,Omnia Fertiliser
234824,186308,221,2011-08-01 16:00:00,2011-08-01 15:00:00,2011-08-02 10:00:00,2011-08-02 13:00:00,-1,3,4,1 August,Mario Dorlly,Premier Trunking - Isando
234828,189471,202,2011-08-01 16:00:00,2011-08-01 14:10:00,2011-08-08 10:00:00,2011-08-02 07:00:00,0,-147,4,1 August,Jaap Saayman,Bridge Shipping
234694,186427,212,2011-08-01 15:00:00,2011-08-01 15:10:00,2011-08-02 13:00:00,2011-08-02 20:06:00,0,7,5,1 August,Devon Bezuidenhout,Omnia Fertiliser
234779,185536,95,2011-08-01 15:00:00,2011-08-01 14:45:00,2011-08-03 13:00:00,2011-08-04 07:55:00,0,19,3,1 August,Devon Bezuidenhout,Dekro Paints
234820,189778,DM1,2011-08-01 14:00:00,2011-08-01 14:25:00,2011-08-02 08:00:00,2011-08-02 06:35:00,0,-1,2,1 August,Shaun du Preez,E & C Charcoal (PTY)LTD
234775,192283,78,2011-08-01 16:00:00,2011-08-01 16:45:00,2011-08-02 13:00:00,2011-08-02 17:00:00,1,4,4,1 August,Devon Bezuidenhout,Mylaw Chemicals
234813,191791,70,2011-08-01 14:00:00,2011-08-01 17:00:00,2011-08-03 08:00:00,2011-08-03 08:50:00,3,1,2,1 August,Devon Bezuidenhout,Transit Freight Co-ordinators
234829,192146,206,2011-08-01 18:00:00,2011-08-02 12:50:00,2011-08-08 11:00:00,2011-08-03 15:30:00,19,-114,4,1 August,Jaap Saayman,Omnia Fertiliser
234780,185677,21,2011-08-01 15:00:00,2011-08-01 15:13:00,2011-08-02 12:00:00,2011-08-02 10:00:00,0,-2,3,1 August,Mario Dorlly,Universal Paints
234329,185678,21,2011-08-02 13:00:00,2011-08-02 16:40:00,2011-08-03 12:00:00,2011-08-03 15:59:00,4,4,122,1 August,Mario Dorlly,Pannar Seeds
234835,190124,28,2011-08-01 14:00:00,2011-08-01 15:10:00,2011-08-02 10:00:00,2011-08-04 09:55:00,1,48,0,1 August,Devon Bezuidenhout,Transrail
234825,191628,19,2011-08-01 15:00:00,2011-08-01 15:33:00,2011-08-02 13:00:00,2011-08-02 13:55:00,1,1,3,1 August,Mario Dorlly,Barloworld Logistics  (Illovo)
234836,187232,99,2011-08-01 14:00:00,2011-08-01 14:35:00,2011-08-02 12:00:00,2011-08-02 10:30:00,1,0,0,1 August,Devon Bezuidenhout,Transrail
234839,A15915,159,2011-08-01 13:00:00,2011-08-01 13:30:00,2011-08-01 18:00:00,2011-08-01 16:10:00,1,0,0,1 August,Kenny Hiscock,Arcelor Mittal
234842,A15925,166,2011-08-01 13:00:00,2011-08-01 15:05:00,2011-08-02 13:00:00,2011-08-02 12:00:00,2,-1,0,1 August,Kenny Hiscock,Arcelor Mittal
234846,A15921,163,2011-08-01 13:00:00,2011-08-01 14:30:00,2011-08-02 13:00:00,2011-08-02 11:20:00,2,0,0,1 August,Kenny Hiscock,Arcelor Mittal
233055,184256,115,2011-08-01 17:00:00,2011-08-01 17:47:00,2011-08-03 10:00:00,2011-08-03 13:43:00,1,4,316,1 August,Shaun du Preez,Floorworx Africa(PTY) LTD
234809,192520,180,2011-08-01 12:00:00,2011-08-01 17:00:00,2011-08-01 15:00:00,2011-08-01 20:18:00,5,5,1,1 August,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
234847,192526,188,2011-08-01 13:00:00,2011-08-01 13:04:00,2011-08-01 15:00:00,2011-08-01 15:38:00,0,1,0,1 August,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
234781,176932,102,2011-08-01 15:00:00,2011-08-01 15:53:00,2011-08-02 15:00:00,2011-08-03 06:10:00,1,15,3,1 August,Shaun du Preez,Alphaplast (Pty) LTD
234847,192526,188,2011-08-01 13:00:00,2011-08-01 16:35:00,2011-08-01 15:00:00,2011-08-01 18:00:00,4,3,0,1 August,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
234808,192522,181,2011-08-01 12:00:00,2011-08-01 17:00:00,2011-08-01 15:00:00,2011-08-01 19:00:00,5,4,1,1 August,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
234848,A15917,165,2011-08-01 14:00:00,2011-08-01 14:30:00,2011-08-02 14:00:00,2011-08-02 08:55:00,1,-5,1,1 August,Kenny Hiscock,Arcelor Mittal
234696,191528,242,2011-08-01 18:00:00,2011-08-01 16:27:00,2011-08-02 17:00:00,2011-08-02 19:00:00,0,2,8,1 August,Shaun du Preez,Omnia Fertiliser
234321,187118,229,2011-08-01 17:00:00,2011-08-01 18:00:00,2011-08-03 10:00:00,2011-08-03 13:45:00,1,4,102,1 August,Mario Dorlly,Floorworx Africa(PTY) LTD
234758,191560,191,2011-08-01 18:00:00,2011-08-01 18:42:00,2011-08-02 12:00:00,2011-08-02 14:42:00,1,3,8,1 August,Jacques Maartens,Premier Trunking - Isando
234750,189725,83,2011-08-01 18:00:00,2011-08-01 19:29:00,2011-08-02 12:00:00,2011-08-02 19:47:00,1,8,7,1 August,Jacques Maartens,Premier Trunking - Isando
234767,184439,114,2011-08-01 15:00:00,2011-08-01 19:30:00,2011-08-02 13:00:00,2011-08-02 16:50:00,5,4,5,1 August,Devon Bezuidenhout,Sasko
234849,A15871,157,2011-08-01 16:00:00,2011-08-01 16:55:00,2011-08-02 16:00:00,2011-08-02 16:00:00,1,0,2,1 August,Kenny Hiscock,Arcelor Mittal
234777,192317,241,2011-08-01 17:00:00,2011-08-01 16:00:00,2011-08-02 15:00:00,2011-08-03 06:40:00,-1,16,5,1 August,Mario Dorlly,Libra Bathroom
234774,176940,233,2011-08-01 18:00:00,2011-08-01 19:34:00,2011-08-02 15:00:00,2011-08-03 13:31:00,2,23,6,1 August,Mario Dorlly,Chemetall Pty Ltd
234763,197054.,88,2011-08-01 18:00:00,2011-08-01 17:45:00,2011-08-02 13:00:00,2011-08-02 14:34:00,0,2,8,1 August,Mario Dorlly,Premier Trunking - Isando
234791,197077,23,2011-08-01 18:00:00,2011-08-01 22:49:00,2011-08-02 12:00:00,2011-08-03 07:45:00,5,20,7,1 August,Mario Dorlly,Sasko
234855,A15904,151,2011-08-01 16:00:00,2011-08-01 15:00:00,2011-08-02 16:00:00,2011-08-02 08:55:00,-1,-7,2,1 August,Kenny Hiscock,Arcelor Mittal
234857,A15908,168,2011-08-01 18:00:00,2011-08-01 16:20:00,2011-08-02 10:00:00,2011-08-02 08:00:00,0,-2,2,1 August,Kenny Hiscock,Arcelor Mittal
234850,191796,112,2011-08-01 13:00:00,2011-08-01 12:31:00,2011-08-02 15:00:00,2011-08-02 10:31:00,0,-4,1,1 August,Mario Dorlly,Cubiscore (Pty) Ltd
234859,A15896,162,2011-08-01 08:00:00,2011-08-01 06:00:00,2011-08-01 16:00:00,2011-08-01 12:10:00,-2,-2,6,1 August,Kenny Hiscock,Arcelor Mittal
234865,BB7186,D09,2011-08-01 07:00:00,2011-08-01 07:00:00,2011-08-01 22:00:00,2011-08-01 18:30:00,0,-2,8,1 August,Kevin Fourie,Premier Foods - BB Bakery
234866,BB7738,D77,2011-08-01 15:00:00,2011-08-01 15:00:00,2011-08-01 19:30:00,2011-08-01 23:41:00,0,4,0,1 August,Kevin Fourie,Premier Foods - BB Bakery
234867,BB7137,D78,2011-08-01 07:00:00,2011-08-01 06:10:00,2011-08-01 16:00:00,2011-08-01 20:56:00,1,5,8,1 August,Kevin Fourie,Premier Foods - BB Bakery
234868,BB7256,D79,2011-08-01 12:00:00,2011-08-01 12:00:00,2011-08-01 18:30:00,2011-08-01 21:18:00,0,3,3,1 August,Kevin Fourie,Premier Foods - BB Bakery
234869,A15901,161,2011-08-01 11:00:00,2011-08-01 11:30:00,2011-08-02 11:00:00,2011-08-02 10:00:00,1,-1,4,1 August,Kenny Hiscock,Arcelor Mittal
234870,A15929,160,2011-08-01 16:00:00,2011-08-01 15:40:00,2011-08-02 08:00:00,2011-08-02 07:05:00,0,1,1,1 August,Kenny Hiscock,Arcelor Mittal
234495,175742,228,2011-08-01 17:00:00,2011-08-01 15:50:00,2011-08-04 10:00:00,2011-08-03 07:00:00,-1,-27,75,1 August,Mario Dorlly,Monteagle Africa Limited
234875,197143,E40,2011-08-01 15:00:00,2011-08-02 20:50:00,2011-08-03 12:00:00,2011-08-05 10:40:00,30,47,0,1 August,Vimal Ganesh,BP Southern Africa (PTY) Ltd
234876,185298,215,2011-08-01 20:00:00,2011-08-01 18:30:00,2011-08-02 17:00:00,2011-08-03 07:45:00,0,15,3,1 August,Shaun du Preez,Premier Trunking - Isando
234877,184411,185,2011-08-01 20:00:00,2011-08-02 06:00:00,2011-08-02 14:00:00,2011-08-02 23:00:00,10,9,3,1 August,Jacques Maartens,Premier Trunking - Isando
234701,187827,80,2011-08-01 16:30:00,2011-08-01 16:14:00,2011-08-02 00:00:00,2011-08-02 07:30:00,0,8,8,1 August,Shaun du Preez,Pannar Seeds
