Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
144,411356,395191.00,395272.00,-81.00
332,411459,29134.00,29609.00,-475.00
86,411461,496571.00,496315.00,256.00
83,411463,487116.00,485521.00,1595.00
116,411590,460940.00,459710.00,1230.00
85,411592,461050.00,460828.00,222.00
"","","","",""
346,411836,32083.00,31545.00,538.00
97,411859,448868.00,449340.00,-472.00
"","","","",""
43,411886,49794.00,50215.00,-421.00
348,411991,42815.00,44652.00,-1837.00
"","","","",""
"","","","",""
348,412490,43085.00,44652.00,-1567.00
"","","","",""
43,412527,50876.00,51153.00,-277.00
85,412528,462692.00,462950.00,-258.00
116,412546,462341.00,462770.00,-429.00
144,412592,396046.00,396485.00,-439.00
"","","","",""
38,412652,44377.00,45685.00,-1308.00
86,412774,498037.00,498870.00,-833.00
346,412776,32999.00,33465.00,-466.00
83,413049,488412.00,489890.00,-1478.00
332,413093,30111.00,31260.00,-1149.00
332,413094,31270.00,31260.00,10.00
337,413108,41333.00,41333.00,0.00
337,413112,43084.00,43868.00,-784.00
337,413113,43629.00,43868.00,-239.00
"","","","",""
146,413652,360082.00,361706.00,-1624.00
"","","","",""
120,413792,439004.00,439825.00,-821.00
86,414071,499603.00,498870.00,733.00
"","","","",""
85,414115,463903.00,465198.00,-1295.00
"","","","",""
"","","","",""
"","","","",""
38,414606,45670.00,45685.00,-15.00
38,414607,47317.00,47814.00,-497.00
337,414742,45635.00,47101.00,-1466.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
97,415040,450013.00,451149.00,-1136.00
38,415162,48813.00,47965.00,848.00
120,415173,440642.00,439825.00,817.00
43,415193,52901.00,54361.00,-1460.00
346,415343,35507.00,35939.00,-432.00
"","","","",""
83,415656,491527.00,492025.00,-498.00
267,415743,461094.00,462465.00,-1371.00
84,415950,498633.00,498601.00,32.00
149,416214,50265.00,50742.00,-477.00
"","","","",""
151,416456,52467.00,53053.00,-586.00
346,416511,36585.00,36511.00,74.00
144,416512,398371.00,398350.00,21.00
347,416556,36864.00,38108.00,-1244.00
337,416650,47120.00,47101.00,19.00
347,416652,38132.00,38108.00,24.00
43,416666,54373.00,54361.00,12.00
"","","","",""
151,416700,53053.00,53053.00,0.00
"","","","",""
116,416793,465484.00,465952.00,-468.00
86,416827,500907.00,500651.00,256.00
144,416923,399329.00,399071.00,258.00
"","","","",""
149,417197,51357.00,52600.00,-1243.00
"","","","",""
"","","","",""
346,417315,37635.00,37610.00,25.00
97,417536,451224.00,452679.00,-1455.00
267,417604,461985.00,462465.00,-480.00
337,417606,49889.00,50174.00,-285.00
"","","","",""
"","","","",""
"","","","",""
146,417697,361692.00,361706.00,-14.00
146,417698,363351.00,364815.00,-1464.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
84,417917,502280.00,502334.00,-54.00
120,418136,443395.00,442692.00,703.00
"","","","",""
337,418196,50192.00,50174.00,18.00
151,418539,54231.00,54956.00,-725.00
97,418680,452695.00,452679.00,16.00
149,418860,53802.00,54752.00,-950.00
84,419016,502851.00,502769.00,82.00
347,419039,39180.00,39095.00,85.00
97,419166,454284.00,454959.00,-675.00
332,419381,34808.00,34795.00,13.00
332,419382,36403.00,37079.00,-676.00
86,419392,502892.00,504292.00,-1400.00
97,419429,454849.00,454959.00,-110.00
"","","","",""
43,419556,58433.00,58817.00,-384.00
151,419700,55436.00,54956.00,480.00
116,419762,466267.00,467790.00,-1523.00
116,419764,466600.00,467790.00,-1190.00
332,419788,37046.00,37079.00,-33.00
348,419906,44165.00,47558.00,-3393.00
346,419952,39487.00,38753.00,734.00
328,419977,39580.00,40090.00,-510.00
85,420026,466723.00,467028.00,-305.00
144,420151,400482.00,400954.00,-472.00
83,420260,494892.00,496311.00,-1419.00
"","","","",""
"","","","",""
43,420661,59445.00,60920.00,-1475.00
348,420681,45460.00,46280.00,-820.00
348,420686,46603.00,46280.00,323.00
"","","","",""
348,420691,48600.00,48585.00,15.00
346,420759,40167.00,40601.00,-434.00
"","","","",""
"","","","",""
86,420874,503805.00,504292.00,-487.00
151,420876,57020.00,58276.00,-1256.00
"","","","",""
116,421114,467795.00,467790.00,5.00
"","","","",""
"","","","",""
43,421369,60907.00,60920.00,-13.00
"","","","",""
85,421583,468507.00,468494.00,13.00
121,421849,413148.00,414347.00,-1199.00
121,421850,413452.00,414347.00,-895.00
"","","","",""
"","","","",""
38,421865,49701.00,47965.00,1736.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
328,422016,41190.00,42565.00,-1375.00
347,422018,40942.00,42307.00,-1365.00
"","","","",""
"","","","",""
"","","","",""
151,422117,58998.00,58276.00,722.00
"","","","",""
267,422262,464262.00,464341.00,-79.00
83,422290,497945.00,498469.00,-524.00
"","","","",""
116,422635,468517.00,439458.00,29059.00
332,422646,39212.00,39245.00,-33.00
121,422772,414615.00,414351.00,264.00
337,422796,53927.00,53678.00,249.00
116,422886,469024.00,439458.00,29566.00
348,422918,51082.00,50922.00,160.00
"","","","",""
"","","","",""
151,423626,60522.00,61956.00,-1434.00
"","","","",""
"","","","",""
85,423783,470128.00,470086.00,42.00
116,423882,469636.00,470390.00,-754.00
83,423899,498890.00,499478.00,-588.00
"","","","",""
267,424062,465017.00,464935.00,82.00
151,424374,62016.00,61956.00,60.00
116,424569,470712.00,470390.00,322.00
97,424604,458392.00,458379.00,13.00
43,424617,64700.00,64442.00,258.00
"","","","",""
"","","","",""
86,424697,504789.00,505984.00,-1195.00
348,424740,52110.00,52702.00,-592.00
144,424802,401631.00,402835.00,-1204.00
120,424819,446824.00,447295.00,-471.00
38,424870,55172.00,55677.00,-505.00
85,425010,470394.00,470133.00,261.00
"","","","",""
337,425022,57058.00,57553.00,-495.00
84,425130,504367.00,504146.00,221.00
"","","","",""
43,425154,65212.00,64442.00,770.00
346,425160,44045.00,44233.00,-188.00
86,425389,505995.00,505984.00,11.00
116,425541,470901.00,470825.00,76.00
146,425560,369049.00,370139.00,-1090.00
"","","","",""
"","","","",""
"","","","",""
144,425945,402844.00,402841.00,3.00
38,425985,55942.00,55878.00,64.00
"","","","",""
43,426006,65917.00,65292.00,625.00
"","","","",""
347,426314,41833.00,42307.00,-474.00
332,426316,"",49970.00,-49970.00
"","","","",""
146,426542,"",(n/a),0.00
