Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
145001,Meadow Feeds-Standerton F & V,"",2015-08-03 09:00:00,2015-08-03 09:15:00,"4,597.82",179,2015-08-03 09:30:00,0
145003,Meadow Feeds-Standerton F & V,"",2015-08-03 13:00:00,2015-08-03 13:15:00,"3,083.62",45,2015-08-03 13:30:00,0
145004,Meadow Feeds-Standerton F & V,"",2015-08-03 12:45:00,2015-08-03 13:00:00,"3,479.12",80,2015-08-03 13:15:00,0
145005,Meadow Feeds-Standerton F & V,"",2015-08-03 02:30:00,2015-08-03 02:45:00,"2,971.04",111,2015-08-03 03:00:00,0
145005,Meadow Feeds-Standerton F & V,"",2015-08-03 22:15:00,2015-08-03 22:30:00,"2,236.54",46,2015-08-03 22:45:00,0
145005,Meadow Feeds-Standerton F & V,"",2015-08-03 12:00:00,2015-08-03 12:15:00,"4,055.84",207,2015-08-03 12:30:00,0
145006,Meadow Feeds-Standerton F & V,"",2015-08-03 15:00:00,2015-08-03 15:15:00,"2,168.96",78,2015-08-03 15:30:00,0
145006,Meadow Feeds-Standerton F & V,"",2015-08-03 09:00:00,2015-08-03 09:15:00,"1,502.26",19,2015-08-03 09:30:00,0
145006,Meadow Feeds-Standerton F & V,"",2015-08-03 20:45:00,2015-08-03 21:00:00,"1,502.26",19,2015-08-03 21:15:00,0
145007,Meadow Feeds-Standerton F & V,"",2015-08-03 12:45:00,2015-08-03 13:00:00,"3,094.92",46,2015-08-03 13:15:00,0
545248,Meadow Feeds-Standerton F & V,"",2015-08-03 21:30:00,2015-08-03 21:45:00,"1,987.94",24,2015-08-03 22:00:00,0
545248,Meadow Feeds-Standerton F & V,"",2015-08-03 17:00:00,2015-08-03 17:15:00,"2,112.24",35,2015-08-03 17:30:00,0
545248,Meadow Feeds-Standerton F & V,"",2015-08-02 23:45:00,2015-08-03 00:00:00,"4,168.84",217,2015-08-03 00:15:00,0
545247,Meadow Feeds-Standerton F & V,"",2015-08-03 10:30:00,2015-08-03 10:45:00,"1,942.74",21,2015-08-03 11:00:00,0
545247,Meadow Feeds-Standerton F & V,"",2015-08-03 13:45:00,2015-08-03 14:00:00,"2,168.74",40,2015-08-03 14:15:00,0
545247,Meadow Feeds-Standerton F & V,"",2015-08-03 00:45:00,2015-08-03 01:00:00,"2,993.64",113,2015-08-03 01:15:00,0
541002,Meadow Feeds-Standerton F & V,"",2015-08-03 13:15:00,2015-08-03 13:30:00,"2,519.04",72,2015-08-03 13:45:00,0
541002,Meadow Feeds-Standerton F & V,"",2015-08-03 18:45:00,2015-08-03 19:00:00,"2,247.84",47,2015-08-03 19:15:00,0
145002,Meadow Feeds-Standerton F & V,"",(none),(none),"5,150.23",0,2015-08-03 00:00:00,0
545245,Meadow Feeds-Standerton F & V,"",(none),(none),"5,150.23",0,2015-08-03 00:00:00,0
