Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
D615,RE,"",2015-08-20 07:05:00,2015-08-20 16:15:00,"3,301.97",259,2015-08-20 16:20:00,0
D585,RE,"",2015-08-20 07:00:00,2015-08-20 07:00:00,"3,569.02",308,2015-08-20 07:00:05,15
D586,RE,"",2015-08-20 06:00:00,(none),"3,104.16",0,(none),0
D587,RE,"",2015-08-20 06:00:00,(none),"3,104.16",0,(none),0
D588,RE,"",2015-08-20 07:05:00,2015-08-20 16:15:00,"4,237.85",441,2015-08-20 16:20:00,0
D28,RE,"",2015-08-20 07:00:00,2015-08-20 07:00:00,"1,878.77",12,2015-08-20 07:00:05,15
D25,RE,"",(none),(none),"1,174.73",0,2015-08-20 00:00:00,0
D26,RE,"",(none),(none),"1,910.11",0,2015-08-20 00:00:00,0
D589,RE,"",(none),(none),"2,590.13",0,2015-08-20 00:00:00,0
D591,RE,"",(none),(none),"2,590.13",0,2015-08-20 00:00:00,0
D25,RE,"",(none),(none),"1,174.73",0,2015-08-21 00:00:00,0
D26,RE,"",(none),(none),"1,910.11",0,2015-08-21 00:00:00,0
D589,RE,"",(none),(none),"2,590.13",0,2015-08-21 00:00:00,0
D591,RE,"",(none),(none),"2,590.13",0,2015-08-21 00:00:00,0
