Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
541007,Meadow Feeds-Delmas F & V,"",2015-09-29 01:00:00,2015-09-29 01:00:00,"2,826.37",83,2015-09-29 01:05:00,80
541007,Meadow Feeds-Delmas F & V,"",2015-09-29 14:00:00,2015-09-29 14:00:00,"4,015.53",207,2015-09-29 14:05:00,234
541016,Meadow Feeds-Delmas F & V,"",2015-09-29 06:00:00,2015-09-29 06:00:00,"5,863.72",188,2015-09-29 06:05:00,178
541017,Meadow Feeds-Delmas F & V,"",2015-09-29 05:10:00,2015-09-29 05:10:00,"3,760.69",251,2015-09-29 05:15:00,232
541017,Meadow Feeds-Delmas F & V,"",2015-09-29 16:00:00,2015-09-29 16:00:00,"3,827.82",258,2015-09-29 16:05:00,263.5
541013,Meadow Feeds-Delmas F & V,"",2015-09-29 07:00:00,2015-09-29 07:00:00,"4,753.96",284,2015-09-29 07:05:00,232
541014,Meadow Feeds-Delmas F & V,"",2015-09-29 08:00:00,2015-09-29 08:00:00,"2,513.99",123,2015-09-29 08:05:00,125
541014,Meadow Feeds-Delmas F & V,"",2015-09-29 14:30:00,2015-09-29 14:30:00,"3,942.90",271,2015-09-29 14:35:00,245
541014,Meadow Feeds-Delmas F & V,"",2015-09-29 23:30:00,2015-09-29 23:30:00,"8,061.24",276,2015-09-29 23:35:00,263.5
541021,Meadow Feeds-Delmas F & V,"",2015-09-29 03:00:00,2015-09-29 03:00:00,"7,065.15",525,2015-09-29 03:05:00,266
541021,Meadow Feeds-Delmas F & V,"",2015-09-29 21:00:00,2015-09-29 21:00:00,"5,973.30",270,2015-09-29 21:05:00,263.5
541019,Meadow Feeds-Delmas F & V,"",2015-09-29 00:15:00,2015-09-29 00:15:00,"4,763.55",285,2015-09-29 00:20:00,245
541019,Meadow Feeds-Delmas F & V,"",2015-09-29 18:00:00,2015-09-29 17:00:00,"4,399.13",247,2015-09-29 17:10:00,216
