Truck,Date,Income,Contribution,Kms,Blackout Status
163,2015-05-31,R0.00,R0.00,0,No
164,2015-05-31,R0.00,R0.00,0,No
165,2015-05-31,R0.00,R0.00,0,No
166,2015-05-31,R0.00,R0.00,0,No
167,2015-05-31,R0.00,R0.00,0,No
318,2015-05-31,R0.00,R0.00,0,No
319,2015-05-31,R0.00,R0.00,0,Yes
320,2015-05-31,R0.00,R0.00,0,Yes
321,2015-05-31,R0.00,R0.00,0,No
322,2015-05-31,R0.00,R0.00,0,No
326,2015-05-31,R0.00,R0.00,0,No
327,2015-05-31,R0.00,R0.00,0,No
57,2015-05-31,R0.00,R0.00,0,Yes
58,2015-05-31,R0.00,R0.00,0,No
