Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
323,404416,73234.00,71603.00,1631.00
363,404421,28652.00,29153.00,-501.00
310,404425,82302.00,80365.00,1937.00
310,404426,82652.00,80365.00,2287.00
242,404427,582162.00,583181.00,-1019.00
338,404431,25099.00,26186.00,-1087.00
336,404443,28694.00,28665.00,29.00
"","","","",""
"","","","",""
307,404470,83283.00,84028.00,-745.00
107,404471,429552.00,429463.00,89.00
"","","","",""
332,404478,27238.00,27316.00,-78.00
390,404479,11656.00,12941.00,-1285.00
146,404481,350687.00,351718.00,-1031.00
327,404482,53654.00,53118.00,536.00
341,404489,22359.00,21826.00,533.00
"","","","",""
120,404509,434196.00,434998.00,-802.00
300,404511,75755.00,76869.00,-1114.00
117,404558,463471.00,463440.00,31.00
342,404578,21584.00,22925.00,-1341.00
397,404580,8510.00,7585.00,925.00
405,404583,6690.00,4767.00,1923.00
116,404585,455097.00,455588.00,-491.00
DM5,404594,22258.00,22858.00,-600.00
"","","","",""
"","","","",""
"","","","",""
377,404604,10614.00,11883.00,-1269.00
"","","","",""
137,404606,359949.00,361303.00,-1354.00
"","","","",""
"","","","",""
12,404621,56020.00,55996.00,24.00
108,404624,459226.00,458962.00,264.00
"","","","",""
"","","","",""
DM10,404638,4514.00,4495.00,19.00
150,404646,55217.00,55191.00,26.00
245,404647,451473.00,451450.00,23.00
"","","","",""
61,404649,51838.00,51814.00,24.00
40,404650,49810.00,50919.00,-1109.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
167,404656,32240.00,30617.00,1623.00
45,404657,43566.00,44667.00,-1101.00
404,404658,6743.00,6121.00,622.00
"","","","",""
"","","","",""
"","","","",""
84,404674,488774.00,488936.00,-162.00
364,404676,12966.00,12976.00,-10.00
"","","","",""
"","","","",""
305,404682,90311.00,91404.00,-1093.00
301,404684,70648.00,68767.00,1881.00
303,404686,86395.00,86400.00,-5.00
131,404692,430471.00,430976.00,-505.00
7,404693,51266.00,51325.00,-59.00
49,404701,56547.00,56468.00,79.00
375,404703,12723.00,12335.00,388.00
13,404704,41255.00,41559.00,-304.00
13,404705,41606.00,41559.00,47.00
"","","","",""
408,404714,2326.00,(n/a),0.00
38,404716,38558.00,38715.00,-157.00
337,404718,36956.00,37592.00,-636.00
347,404719,30680.00,30837.00,-157.00
345,404757,23480.00,23465.00,15.00
"","","","",""
331,404848,36554.00,36552.00,2.00
"","","","",""
361,404877,14614.00,14592.00,22.00
"","","","",""
"","","","",""
"","","","",""
242,404969,583228.00,583181.00,47.00
5,404982,46665.00,47400.00,-735.00
"","","","",""
"","","","",""
DM11,405008,8693.00,8686.00,7.00
379,405013,11919.00,12150.00,-231.00
"","","","",""
"","","","",""
352,405045,16738.00,16000.00,738.00
"","","","",""
264,405049,486752.00,487306.00,-554.00
"","","","",""
"","","","",""
"","","","",""
139,405081,490102.00,490079.00,23.00
247,405084,475734.00,476204.00,-470.00
163,405085,24100.00,25206.00,-1106.00
57,405096,39611.00,39528.00,83.00
"","","","",""
395,405101,7941.00,10546.00,-2605.00
248,405103,449684.00,449690.00,-6.00
336,405104,29288.00,29680.00,-392.00
85,405108,452706.00,452794.00,-88.00
"","","","",""
"","","","",""
40,405113,50148.00,50919.00,-771.00
"","","","",""
"","","","",""
306,405116,89030.00,90148.00,-1118.00
"","","","",""
147,405120,57100.00,58122.00,-1022.00
"","","","",""
48,405123,55755.00,55806.00,-51.00
152,405124,52986.00,52728.00,258.00
"","","","",""
45,405131,43904.00,44667.00,-763.00
DM09,405132,6034.00,5690.00,344.00
107,405133,430507.00,430597.00,-90.00
54,405137,39885.00,40199.00,-314.00
"","","","",""
246,405153,488484.00,489062.00,-578.00
367,405154,8377.00,7405.00,972.00
402,405157,6925.00,9590.00,-2665.00
"","","","",""
"","","","",""
"","","","",""
141,405180,438883.00,438935.00,-52.00
"","","","",""
"","","","",""
383,405208,4530.00,5032.00,-502.00
104,405211,412140.00,412107.00,33.00
348,405308,35730.00,35258.00,472.00
343,405310,28296.00,28292.00,4.00
383,405351,5432.00,5402.00,30.00
157,405417,49509.00,50016.00,-507.00
47,405425,41323.00,42807.00,-1484.00
47,405428,41583.00,42807.00,-1224.00
"","","","",""
270,405438,348998.00,349990.00,-992.00
"","","","",""
50,405468,49507.00,50017.00,-510.00
"","","","",""
"","","","",""
"","","","",""
134,405482,355829.00,355983.00,-154.00
"","","","",""
85,405488,452886.00,454338.00,-1452.00
154,405491,48731.00,49228.00,-497.00
97,405494,442113.00,444059.00,-1946.00
"","","","",""
"","","","",""
144,405498,392331.00,392805.00,-474.00
144,405499,393472.00,395272.00,-1800.00
"","","","",""
"","","","",""
378,405503,9003.00,11234.00,-2231.00
365,405510,30322.00,30857.00,-535.00
120,405511,435397.00,436324.00,-927.00
330,405514,36178.00,36242.00,-64.00
364,405527,13696.00,13652.00,44.00
"","","","",""
360,405533,21293.00,21854.00,-561.00
360,405534,22568.00,24621.00,-2053.00
360,405535,22905.00,24621.00,-1716.00
322,405536,65277.00,66185.00,-908.00
"","","","",""
322,405540,65625.00,66185.00,-560.00
"","","","",""
"","","","",""
322,405544,67260.00,68988.00,-1728.00
"","","","",""
"","","","",""
"","","","",""
142,405558,467545.00,468054.00,-509.00
308,405559,83950.00,86065.00,-2115.00
334,405560,35975.00,36563.00,-588.00
62,405562,41662.00,42246.00,-584.00
"","","","",""
168,405566,35550.00,35816.00,-266.00
360,405573,23790.00,24621.00,-831.00
322,405574,68152.00,68988.00,-836.00
"","","","",""
"","","","",""
"","","","",""
262,405590,514445.00,514779.00,-334.00
264,405592,487742.00,487306.00,436.00
117,405594,464649.00,465495.00,-846.00
97,405608,442618.00,444059.00,-1441.00
DM10,405610,5511.00,5848.00,-337.00
158,405617,45606.00,45656.00,-50.00
383,405621,5939.00,5402.00,537.00
53,405629,51930.00,52390.00,-460.00
"","","","",""
266,405633,498101.00,497645.00,456.00
361,405638,15120.00,14592.00,528.00
357,405643,18670.00,21285.00,-2615.00
46,405646,43548.00,44669.00,-1121.00
46,405648,43893.00,44669.00,-776.00
327,405650,54295.00,53118.00,1177.00
341,405651,22974.00,21826.00,1148.00
329,405665,29172.00,29763.00,-591.00
"","","","",""
"","","","",""
375,405758,13875.00,14250.00,-375.00
"","","","",""
154,405773,49266.00,49228.00,38.00
262,405785,514802.00,514779.00,23.00
370,405793,24552.00,26101.00,-1549.00
"","","","",""
"","","","",""
333,405834,35636.00,35824.00,-188.00
"","","","",""
145,405837,423969.00,423937.00,32.00
106,405846,405901.00,405868.00,33.00
153,405871,47340.00,47328.00,12.00
"","","","",""
"","","","",""
129,405915,362294.00,362262.00,32.00
241,405934,562025.00,561479.00,546.00
131,405953,431781.00,432313.00,-532.00
"","","","",""
"","","","",""
324,405965,57709.00,57951.00,-242.00
"","","","",""
127,405984,463994.00,463957.00,37.00
"","","","",""
263,405988,473765.00,474205.00,-440.00
303,405990,87725.00,87703.00,22.00
128,405995,451420.00,451924.00,-504.00
84,406001,489475.00,489575.00,-100.00
299,406005,113854.00,114372.00,-518.00
"","","","",""
111,406007,454898.00,454871.00,27.00
343,406018,28858.00,29296.00,-438.00
132,406021,439868.00,439313.00,555.00
DM09,406022,7063.00,7081.00,-18.00
398,406025,7514.00,4015.00,3499.00
"","","","",""
"","","","",""
331,406031,37623.00,37556.00,67.00
369,406039,22720.00,24146.00,-1426.00
"","","","",""
168,406043,36076.00,35816.00,260.00
347,406044,31474.00,31451.00,23.00
400,406045,6707.00,6534.00,173.00
141,406046,441489.00,439308.00,2181.00
"","","","",""
"","","","",""
"","","","",""
50,406075,50736.00,50732.00,4.00
304,406076,110170.00,110486.00,-316.00
264,406077,488401.00,489397.00,-996.00
140,406088,413678.00,413974.00,-296.00
"","","","",""
62,406118,42833.00,43422.00,-589.00
95,406150,490856.00,490833.00,23.00
365,406164,30867.00,30857.00,10.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
383,406203,6586.00,6577.00,9.00
"","","","",""
247,406224,476998.00,477931.00,-933.00
"","","","",""
124,406228,464980.00,465477.00,-497.00
159,406229,52482.00,53019.00,-537.00
245,406236,454136.00,452969.00,1167.00
401,406239,7178.00,9328.00,-2150.00
410,406242,3759.00,5891.00,-2132.00
409,406243,3369.00,5498.00,-2129.00
123,406250,539923.00,539914.00,9.00
"","","","",""
337,406282,38238.00,38206.00,32.00
"","","","",""
DM11,406296,11003.00,11003.00,0.00
"","","","",""
335,406330,33552.00,33531.00,21.00
"","","","",""
248,406334,450714.00,450689.00,25.00
"","","","",""
395,406340,8711.00,10546.00,-1835.00
"","","","",""
298,406345,74497.00,76661.00,-2164.00
49,406347,58929.00,59425.00,-496.00
"","","","",""
261,406355,542264.00,541497.00,767.00
139,406358,491241.00,491769.00,-528.00
"","","","",""
361,406362,16010.00,15977.00,33.00
242,406363,585348.00,584759.00,589.00
370,406364,26060.00,26101.00,-41.00
158,406365,46014.00,46523.00,-509.00
DM10,406367,6374.00,6338.00,36.00
96,406374,465958.00,465958.00,0.00
"","","","",""
"","","","",""
86,406377,487667.00,487645.00,22.00
364,406382,14743.00,14693.00,50.00
119,406383,420421.00,420268.00,153.00
"","","","",""
367,406387,8392.00,8323.00,69.00
84,406388,489711.00,489575.00,136.00
85,406394,454350.00,454338.00,12.00
150,406400,57526.00,57237.00,289.00
168,406405,36744.00,36749.00,-5.00
9,406407,51576.00,51300.00,276.00
117,406409,465730.00,466437.00,-707.00
"","","","",""
"","","","",""
95,406421,491218.00,492032.00,-814.00
368,406438,29672.00,30190.00,-518.00
372,406441,17830.00,17394.00,436.00
"","","","",""
350,406444,31323.00,30928.00,395.00
"","","","",""
375,406488,14862.00,15517.00,-655.00
246,406515,489682.00,490020.00,-338.00
"","","","",""
363,406576,30817.00,31719.00,-902.00
38,406578,39947.00,40674.00,-727.00
50,406583,51079.00,51079.00,0.00
"","","","",""
"","","","",""
104,406607,413505.00,413536.00,-31.00
136,406655,329336.00,329103.00,233.00
48,406662,56513.00,56502.00,11.00
152,406667,54563.00,55076.00,-513.00
"","","","",""
"","","","",""
7,406688,53966.00,54479.00,-513.00
333,406700,36795.00,37318.00,-523.00
304,406707,110930.00,111429.00,-499.00
267,406714,450563.00,450939.00,-376.00
266,406725,499251.00,498933.00,318.00
265,406730,466269.00,466725.00,-456.00
53,406734,53134.00,52947.00,187.00
"","","","",""
51,406738,54564.00,55075.00,-511.00
"","","","",""
263,406741,475047.00,475358.00,-311.00
"","","","",""
"","","","",""
62,406746,43538.00,43538.00,0.00
349,406748,40181.00,39813.00,368.00
84,406750,490193.00,490915.00,-722.00
"","","","",""
242,406755,585512.00,586012.00,-500.00
140,406759,414391.00,415043.00,-652.00
128,406761,452830.00,452331.00,499.00
"","","","",""
369,406766,24353.00,24146.00,207.00
"","","","",""
"","","","",""
"","","","",""
12,406805,59121.00,59203.00,-82.00
"","","","",""
