Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
390,404479,11656.00,12941.00,-1285.00
399,404504,5499.00,7578.00,-2079.00
"","","","",""
405,404583,6690.00,4767.00,1923.00
406,404651,4108.00,3521.00,587.00
"","","","",""
404,404658,6743.00,6121.00,622.00
408,404714,2326.00,(n/a),0.00
400,405099,6541.00,6534.00,7.00
"","","","",""
402,405157,6925.00,9590.00,-2665.00
405,405159,7681.00,10327.00,-2646.00
"","","","",""
"","","","",""
398,406027,8691.00,10373.00,-1682.00
"","","","",""
"","","","",""
401,406239,7178.00,9328.00,-2150.00
410,406242,3759.00,5891.00,-2132.00
409,406243,3369.00,5498.00,-2129.00
407,406256,3439.00,5587.00,-2148.00
406,406339,5078.00,7181.00,-2103.00
395,406340,8711.00,10546.00,-1835.00
"","","","",""
"","","","",""
402,407605,7470.00,9590.00,-2120.00
"","","","",""
408,408246,2531.00,(n/a),0.00
399,408256,6042.00,7578.00,-1536.00
397,408633,10244.00,12357.00,-2113.00
406,408638,5932.00,7181.00,-1249.00
403,409150,7079.00,9388.00,-2309.00
402,409525,8430.00,9590.00,-1160.00
405,409526,9083.00,10327.00,-1244.00
400,409683,8108.00,7505.00,603.00
408,409684,3910.00,6250.00,-2340.00
400,409835,8343.00,7505.00,838.00
408,409836,4148.00,6250.00,-2102.00
403,409910,7849.00,9388.00,-1539.00
404,409911,8589.00,10891.00,-2302.00
"","","","",""
400,410069,8887.00,7505.00,1382.00
"","","","",""
388,410988,12306.00,12762.00,-456.00
"","","","",""
"","","","",""
393,411439,13502.00,15163.00,-1661.00
"","","","",""
402,411589,9830.00,12463.00,-2633.00
"","","","",""
"","","","",""
393,413328,14886.00,15163.00,-277.00
"","","","",""
411,413359,3971.00,5617.00,-1646.00
411,413361,4456.00,5617.00,-1161.00
411,413363,5339.00,5617.00,-278.00
398,413376,12953.00,12910.00,43.00
398,413377,13708.00,12910.00,798.00
398,413379,14249.00,15410.00,-1161.00
"","","","",""
"","","","",""
402,413563,10378.00,12463.00,-2085.00
402,413565,10745.00,12463.00,-1718.00
"","","","",""
405,413573,11092.00,13184.00,-2092.00
405,413575,11471.00,13184.00,-1713.00
405,413577,12356.00,13184.00,-828.00
"","","","",""
"","","","",""
387,413880,15317.00,16617.00,-1300.00
"","","","",""
387,413934,16206.00,16617.00,-411.00
395,413958,9566.00,10546.00,-980.00
"","","","",""
"","","","",""
402,414075,12500.00,12463.00,37.00
"","","","",""
399,414501,6889.00,7578.00,-689.00
399,414503,7843.00,9569.00,-1726.00
399,414504,8338.00,9569.00,-1231.00
399,414505,9219.00,9569.00,-350.00
"","","","",""
"","","","",""
394,414543,12791.00,13066.00,-275.00
394,414582,13650.00,13066.00,584.00
"","","","",""
407,414765,4301.00,5587.00,-1286.00
412,414965,4126.00,6288.00,-2162.00
"","","","",""
401,415138,9589.00,12211.00,-2622.00
401,415139,10369.00,12211.00,-1842.00
401,415144,10499.00,12211.00,-1712.00
401,415147,11385.00,12211.00,-826.00
"","","","",""
401,415149,13055.00,14881.00,-1826.00
"","","","",""
398,415505,16980.00,18571.00,-1591.00
387,415509,16206.00,16617.00,-411.00
389,415512,9583.00,10079.00,-496.00
"","","","",""
391,415515,11792.00,12204.00,-412.00
391,415520,12852.00,14179.00,-1327.00
"","","","",""
"","","","",""
"","","","",""
389,415843,11574.00,11910.00,-336.00
"","","","",""
"","","","",""
397,415893,11288.00,12357.00,-1069.00
400,415895,9964.00,7505.00,2459.00
"","","","",""
404,415901,10527.00,10891.00,-364.00
410,415917,"",8743.00,-8743.00
402,416001,13575.00,15077.00,-1502.00
"","","","",""
403,416024,10074.00,11256.00,-1182.00
"","","","",""
"","","","",""
404,416068,11918.00,11243.00,675.00
389,416361,12470.00,11910.00,560.00
"","","","",""
"","","","",""
404,416585,12564.00,11243.00,1321.00
398,416609,17843.00,18571.00,-728.00
392,416621,10792.00,12334.00,-1542.00
390,416622,13354.00,14893.00,-1539.00
409,416644,5673.00,8358.00,-2685.00
409,416645,6167.00,8358.00,-2191.00
409,416646,6644.00,8358.00,-1714.00
"","","","",""
"","","","",""
409,416649,8761.00,11100.00,-2339.00
407,416653,6237.00,8441.00,-2204.00
407,416655,6728.00,8441.00,-1713.00
"","","","",""
407,416657,8466.00,8441.00,25.00
412,416662,4477.00,6288.00,-1811.00
"","","","",""
"","","","",""
"","","","",""
409,416849,9520.00,11100.00,-1580.00
403,416902,11766.00,11256.00,510.00
"","","","",""
391,417141,14704.00,14179.00,525.00
412,417180,"",8049.00,-8049.00
396,417222,"",8246.00,-8246.00
"","","","",""
404,417404,"",11243.00,-11243.00
390,417478,14574.00,14893.00,-319.00
392,417496,11130.00,12334.00,-1204.00
392,417498,12015.00,12334.00,-319.00
