Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
250,1187,Wilmar Bulk Fleet,324,2015-08-23,"R5,687.36","R1,259.73",25,Yes
251,1191,Wilmar Bulk Fleet,324,2015-08-23,"R5,687.36","R1,259.73",25,Yes
252,1192,Wilmar Bulk Fleet,324,2015-08-23,"R5,687.36","R1,259.73",25,Yes
253,1193,Wilmar Bulk Fleet,324,2015-08-23,"R5,687.36","R1,259.73",25,Yes
254,1204,Wilmar Bulk Fleet,324,2015-08-23,"R5,687.36","R1,259.73",25,No
255,1205,Wilmar Bulk Fleet,324,2015-08-23,"R5,687.36","R1,259.73",25,Yes
256,1196,Wilmar Bulk Fleet,324,2015-08-23,"R5,687.36","R1,259.73",25,Yes
257,1197,Wilmar Bulk Fleet,324,2015-08-23,"R5,687.36","R1,259.73",25,No
258,1198,Wilmar Bulk Fleet,324,2015-08-23,"R5,687.36","R1,259.73",25,Yes
259,1200,Wilmar Bulk Fleet,324,2015-08-23,"R5,687.36","R1,259.73",25,Yes
260,1201,Wilmar Bulk Fleet,324,2015-08-23,"R5,687.36","R1,259.73",25,Yes
