Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
T058,1023,T24 - Revenue - Mondi KZN,"",2015-08-02,"R10,796.10","R1,943.30",600,No
T059,1026,T24 - Revenue - Mondi KZN,"",2015-08-02,"R10,796.10","R1,943.30",600,No
T060,2006,T24 - Revenue - Mondi KZN,"",2015-08-02,"R10,796.10","R1,943.30",600,No
T061,1025,T24 - Revenue - Mondi KZN,"",2015-08-02,"R10,796.10","R1,943.30",600,No
T062,2007,T24 - Revenue - Mondi KZN,"",2015-08-02,"R10,796.10","R1,943.30",600,No
T063,2008,T24 - Revenue - Mondi KZN,"",2015-08-02,"R10,796.10","R1,943.30",600,No
T064,"",T24 - Howick,"",2015-08-02,"R10,796.10","R1,943.30",600,No
T065,30028,T24 - Howick,"",2015-08-02,"R10,796.10","R1,943.30",600,No
T066,30013,T24 - Howick,"",2015-08-02,"R10,796.10","R1,943.30",600,Yes
T067,30014,T24 - Howick,"",2015-08-02,"R10,796.10","R1,943.30",600,Yes
