startDate,stopDate,Truck
2014-06-11 00:00:00,2014-06-12 00:00:00,140259
2014-06-11 00:00:00,2014-06-12 00:00:00,140260
2014-06-11 00:00:00,2014-06-12 00:00:00,140261
2014-06-11 00:00:00,2014-06-12 00:00:00,140262
2014-06-11 00:00:00,2014-06-12 00:00:00,140263
2014-06-11 00:00:00,2014-06-12 00:00:00,140264
2014-06-11 00:00:00,2014-06-12 00:00:00,140265
2014-06-11 00:00:00,2014-06-12 00:00:00,140266
2014-06-11 00:00:00,2014-06-12 00:00:00,140272
2014-06-11 00:00:00,2014-06-12 00:00:00,140273
2014-06-11 00:00:00,2014-06-12 00:00:00,140274
2014-06-11 00:00:00,2014-06-12 00:00:00,140275
2014-06-11 00:00:00,2014-06-12 00:00:00,140276
2014-06-11 00:00:00,2014-06-12 00:00:00,141006
2014-06-11 00:00:00,2014-06-12 00:00:00,141007
2014-06-11 00:00:00,2014-06-12 00:00:00,135003
2014-06-11 00:00:00,2014-06-12 00:00:00,140258
2014-06-11 00:00:00,2014-06-12 00:00:00,140278
2014-06-11 00:00:00,2014-06-12 00:00:00,141001
2014-06-11 00:00:00,2014-06-12 00:00:00,MFPRL-AUX
