Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
143001,5261,Premier Durban,"","",2015-10-06,"R7,852.05","R1,413.37",516,Yes
143002,5262,Premier Durban,"","",2015-10-06,"R7,852.05","R1,413.37",516,Yes
143003,5263,EHL - P.E,40.000,336,2015-10-06,"R3,612.12",R650.18,176,No
143004,5264,Premier Durban,"","",2015-10-06,"R7,852.05","R1,413.37",516,Yes
444005,9013,Illovo - Germiston F&V,"",334,2015-10-06,"R7,818.26",R931.16,412,Yes
444006,9014,Illovo - Germiston F&V,"",334,2015-10-06,"R7,818.26",R931.16,412,Yes
444054,5435,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444055,5429,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444056,5433,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444057,5431,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444058,5432,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444059,5434,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444060,5437,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444061,5438,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444062,5439,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444063,5440,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444064,1386,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444065,1392,Tongaat Hulletts,40.000,"",2015-10-06,"R8,280.45","R1,490.48",346,Yes
444069,5553,Illovo - Germiston F&V,"",334,2015-10-06,"R7,027.74","R1,054.16",205,Yes
444070,9143,Illovo - Germiston F&V,"",334,2015-10-06,"R7,027.74","R1,054.16",205,Yes
444071,9146,Illovo - Germiston F&V,"",334,2015-10-06,"R7,027.74","R1,054.16",205,Yes
444072,9159,Illovo - Germiston F&V,"",334,2015-10-06,"R7,027.74","R1,054.16",205,Yes
444073,9144,Illovo - Germiston F&V,"",334,2015-10-06,"R7,027.74","R1,054.16",205,Yes
525201,5205,Toyota - X Dock,40.000,327,2015-10-06,"R2,872.37",R517.03,176,No
538253,5192,Toyota - X Dock,40.000,327,2015-10-06,"R3,612.12",R650.18,176,Yes
538254,5193,Toyota - X Dock,40.000,327,2015-10-06,"R3,612.12",R650.18,176,No
538255,5194,Toyota - X Dock,40.000,327,2015-10-06,"R3,612.12",R650.18,176,No
538256,5195,Toyota - X Dock,40.000,327,2015-10-06,"R3,612.12",R650.18,176,Yes
538257,5196,Toyota - X Dock,40.000,327,2015-10-06,"R2,830.40",R509.47,169,No
545236,5069,Toyota Tsusho,"",329,2015-10-06,"R13,070.32","R3,902.29",771,Yes
545249,9722,Toyota - X Dock,40.000,327,2015-10-06,"R13,477.55","R2,425.96",853,Yes
545250,"",Toyota - X Dock,40.000,327,2015-10-06,"R13,477.55","R2,425.96",853,Yes
545251,9723,Toyota - X Dock,40.000,327,2015-10-06,"R13,477.55","R2,425.96",853,Yes
545252,9724,Toyota - X Dock,40.000,327,2015-10-06,"R13,477.55","R2,425.96",853,Yes
545253,9720,Toyota - X Dock,40.000,327,2015-10-06,"R13,477.55","R2,425.96",853,Yes
545254,"",Toyota - X Dock,40.000,327,2015-10-06,"R13,477.55","R2,425.96",853,Yes
644250,5094,Pen Bev,"","",2015-10-06,"R4,071.08","R1,145.50",95,Yes
644251,5267,Illovo - Avoca,40.000,330,2015-10-06,"R5,541.92",R543.92,225,Yes
C1,5125,Toyota Tsusho,"",329,2015-10-06,"R1,046.73",R312.51,54,Yes
C2,5126,Toyota - X Dock,40.000,327,2015-10-06,"R1,922.57",R346.06,161,Yes
C3,5127,Toyota Tsusho,"",329,2015-10-06,"R1,046.73",R312.51,54,Yes
D550,9719,Illovo - Germiston F&V,"",334,2015-10-06,"R7,027.74","R1,054.16",205,Yes
D551,9718,Illovo - Avoca,40.000,330,2015-10-06,"R5,541.92",R543.92,225,Yes
D552,9717,Illovo - Avoca,40.000,330,2015-10-06,"R5,541.92",R543.92,225,Yes
D616,9175,Illovo - Germiston CCC,40.000,333,2015-10-06,"R18,325.60","R2,748.84",1024,Yes
D617,9176,Illovo - Germiston CCC,40.000,333,2015-10-06,"R18,325.60","R2,748.84",1024,Yes
D618,30478,Illovo - Germiston CCC,40.000,333,2015-10-06,"R18,325.60","R2,748.84",1024,Yes
D640,30586,Illovo - Avoca,40.000,330,2015-10-06,"R11,629.63","R3,604.37",630,Yes
D641,30606,Illovo - Avoca,40.000,330,2015-10-06,"R11,629.63","R3,604.37",630,Yes
D642,30587,Illovo - Avoca,40.000,330,2015-10-06,"R11,629.63","R3,604.37",630,Yes
D643,30572,Illovo - Avoca,40.000,330,2015-10-06,"R14,183.67","R4,395.95",677,Yes
D644,30573,Illovo - Avoca,40.000,330,2015-10-06,"R14,183.67","R4,395.95",677,Yes
D645,"",Illovo - Avoca,40.000,330,2015-10-06,"R14,183.67","R4,395.95",677,Yes
D646,30575,Illovo - Avoca,40.000,330,2015-10-06,"R14,183.67","R4,395.95",677,Yes
D647,30576,Illovo - Avoca,40.000,330,2015-10-06,"R14,183.67","R4,395.95",677,Yes
D648,30577,Illovo - Avoca,40.000,330,2015-10-06,"R14,183.67","R4,395.95",677,Yes
D649,30578,Illovo - Avoca,40.000,330,2015-10-06,"R14,183.67","R4,395.95",677,Yes
D650,30579,Illovo - Avoca,40.000,330,2015-10-06,"R14,183.67","R4,395.95",677,Yes
D651,30580,Illovo - Avoca,40.000,330,2015-10-06,"R14,183.67","R4,395.95",677,Yes
D652,30581,Illovo - Avoca,40.000,330,2015-10-06,"R11,629.63","R3,604.37",630,Yes
D653,30585,Illovo - Avoca,40.000,330,2015-10-06,"R11,629.63","R3,604.37",630,Yes
D654,30607,Illovo - Avoca,40.000,330,2015-10-06,"R11,629.63","R3,604.37",630,Yes
DS12,1060,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS13,1053,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS14,1058,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS15,1061,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS16,1054,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS21,1207,Premier Durban,"","",2015-10-06,"R1,728.72",R311.17,64,Yes
DS23,1208,Premier Durban,"","",2015-10-06,"R1,728.72",R311.17,64,Yes
DS25,1206,Premier Durban,"","",2015-10-06,"R1,728.72",R311.17,64,Yes
DS37,230,Premier Newcastle,"","",2015-10-06,"R3,134.56",R564.22,232,Yes
DS39,208,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS41,209,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS43,210,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS44,217,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS45,214,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS579,"",Premier Durban,"","",2015-10-06,"R1,728.75",R311.18,64,Yes
DS65,232Z,Premier Empangeni,"","",2015-10-06,"R3,097.44",R557.54,225,Yes
DS66,233,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS67,215I,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS68,234,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS70,216K,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS71,218L,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS72,229,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS73,235N,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS74,211ZA,Premier Empangeni,"","",2015-10-06,"R3,097.44",R557.54,225,Yes
DS75,236IJ,Premier Durban,"","",2015-10-06,"R2,641.28",R475.43,94,Yes
DS76,237GH,Premier Newcastle,"","",2015-10-06,"R3,134.56",R564.22,232,Yes
ILLOVO SUB  23283,"",Illovo Refined-Noodesburg,"",332,2015-10-06,"R15,036.55","R2,255.48",781,Yes
ILLOVO SUB 23257,"",Illovo - Avoca,40.000,330,2015-10-06,R0.01,R0.01,0,Yes
ILLOVO SUB 23259,"",Illovo - Avoca,40.000,330,2015-10-06,R0.01,R0.01,0,Yes
ILLOVO SUB 23263,"",Illovo Refined-Noodesburg,"",332,2015-10-06,"R15,036.55","R2,255.48",781,Yes
ILLOVO SUB 23265,"",Illovo Refined-Noodesburg,"",332,2015-10-06,"R15,036.55","R2,255.48",781,Yes
Illovo Sub 23271/2,"",Illovo Refined-Noodesburg,"",332,2015-10-06,"R15,036.55","R2,255.48",781,Yes
ILLOVO SUB 23289,"",Illovo Refined-Noodesburg,"",332,2015-10-06,"R15,036.55","R2,255.48",781,Yes
ILLOVO SUB 23299,"",Illovo - Avoca,40.000,330,2015-10-06,R0.01,R0.01,0,Yes
ILLOVO SUB 23301,"",Illovo - Avoca,40.000,330,2015-10-06,R0.01,R0.01,0,Yes
IMV1,5128,Toyota Tsusho,"",329,2015-10-06,"R1,046.73",R312.51,54,Yes
IMV2,5129,Toyota Tsusho,"",329,2015-10-06,"R1,046.73",R312.51,54,Yes
IMV3,5068,Toyota Tsusho,"",329,2015-10-06,"R1,046.73",R312.51,54,Yes
XDock Warehouse,"",Warehousing Dedicated,40.000,"",2015-10-06,"R16,895.85","R3,041.25",0,Yes
