Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
444054,5435,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
444055,5429,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
444056,5433,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
444057,5431,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
444058,5432,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
444059,5434,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
444060,5437,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
444061,5438,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
444062,5439,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
444063,5440,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
444064,1386,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
444065,1392,Tongaat Hulletts,"",2015-08-17,"R7,771.53","R1,398.88",294,Yes
