startDate,stopDate,Truck
2014-06-11 00:00:00,2014-06-12 00:00:00,D08
2014-06-11 00:00:00,2014-06-12 00:00:00,D10
2014-06-11 00:00:00,2014-06-12 00:00:00,D09
2014-06-11 00:00:00,2014-06-12 00:00:00,D18
2014-06-11 00:00:00,2014-06-12 00:00:00,D20
2014-06-11 00:00:00,2014-06-12 00:00:00,D23
2014-06-11 00:00:00,2014-06-12 00:00:00,D01
2014-06-11 00:00:00,2014-06-12 00:00:00,D11
2014-06-11 00:00:00,2014-06-12 00:00:00,D12
2014-06-11 00:00:00,2014-06-12 00:00:00,D17
2014-06-11 00:00:00,2014-06-12 00:00:00,D25
