Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
M007,5099,Manline Mega,"",2015-08-09,"R6,645.97",R866.87,99,Yes
M024,5098,Manline Mega,"",2015-08-09,"R6,645.97",R866.87,99,Yes
M031,5049,Manline Mega,"",2015-08-09,"R6,645.97",R866.87,99,Yes
M032,5050,Manline Mega,"",2015-08-09,"R6,645.97",R866.87,99,Yes
M033,5097,Manline Mega,"",2015-08-09,"R6,645.97",R866.87,99,Yes
M034,6001,Manline Mega,"",2015-08-09,"R6,645.97",R866.87,99,Yes
M036,6004,Manline Mega,"",2015-08-09,"R5,787.10",R754.84,116,No
M037,4054,Manline Mega,"",2015-08-09,"R5,787.10",R754.84,116,Yes
M038,4055,Manline Mega,"",2015-08-09,"R5,787.10",R754.84,116,Yes
M040,4088,Manline Mega,"",2015-08-09,"R5,554.84",R724.54,198,No
M041,4089,Manline Mega,"",2015-08-09,"R5,554.84",R724.54,198,No
M043,4091,Manline Mega,"",2015-08-09,"R5,554.84",R724.54,198,No
M046,4094,Manline Mega,"",2015-08-09,"R5,554.84",R724.54,198,No
M047,4095,Manline Mega,"",2015-08-09,"R5,554.84",R724.54,198,No
M048,4096,Manline Mega,"",2015-08-09,"R5,554.84",R724.54,198,No
M049,4086,Manline Mega,"",2015-08-09,"R5,554.84",R724.54,198,No
M050,4097,Manline Mega,"",2015-08-09,"R5,554.84",R724.54,198,No
M053,4083,Manline Mega,"",2015-08-09,"R5,554.84",R724.54,198,No
M057,"",Manline Mega,"",2015-08-09,"R5,554.84",R724.54,198,No
M058,"",Manline Mega,"",2015-08-09,"R5,554.84",R724.54,198,No
M061,4080,Manline Mega,"",2015-08-09,"R6,645.97",R866.87,99,Yes
M062,4081,Manline Mega,"",2015-08-09,"R6,645.97",R866.87,99,Yes
M073,"",Manline Mega,"",2015-08-09,"R5,787.10",R754.84,116,No
M074,"",Manline Mega,"",2015-08-09,"R5,787.10",R754.84,116,No
M075,"",Manline Mega,"",2015-08-09,"R5,787.10",R754.84,116,No
