Truck,Loading ETA,Loading Arrival,Tripleg Income,Total Kms
204,2014-01-25 08:00:00,2014-01-25 04:00:00,"51,801.60",2855
206,2014-01-25 08:00:00,2014-01-25 07:00:00,"52,896.00",2855
270,2014-01-25 08:00:00,2014-01-25 04:30:00,"52,668.00",2855
281,2014-01-26 08:00:00,2014-01-24 15:31:00,"95,000.00",2720
