Truck,Date,Income,Contribution,Kms,Blackout Status
125,2015-05-16,"R6,613.19",R647.52,301,No
126,2015-05-16,"R6,613.19",R647.52,301,No
135,2015-05-16,"R6,613.19",R647.52,301,No
136,2015-05-16,"R6,613.19",R647.52,301,No
137,2015-05-16,"R6,613.19",R647.52,301,Yes
313,2015-05-16,"R6,613.19",R647.52,301,No
314,2015-05-16,"R6,613.19",R647.52,301,Yes
315,2015-05-16,"R6,613.19",R647.52,301,No
317,2015-05-16,"R6,613.19",R647.52,301,No
324,2015-05-16,"R6,613.19",R647.52,301,No
325,2015-05-16,"R6,613.19",R647.52,301,No
