Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
140258,5257,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140259,5241,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140260,5242,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140261,5243,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140262,5244,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140263,5245,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140264,5246,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140265,5247,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R5,888.40",R883.26,223,Yes
140266,5248,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R5,594.79",R839.22,297,Yes
140272,5249,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140273,5250,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140274,5251,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140275,5252,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140276,5253,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
140278,5258,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R5,594.79",R839.22,297,Yes
141001,5143,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,274.32",R941.15,331,Yes
141003,5145,Meadow Feeds - Delmas,40.000,320,2015-10-03,"R4,484.67",R672.70,174,Yes
141006,5254,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
141007,5255,Meadow Feeds - Paarl and Ladismith,40.000,317,2015-10-03,"R6,037.64",R905.65,223,Yes
