Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
PO2,PPC-PE F & V,"",2015-08-03 07:00:00,2015-08-03 07:00:00,"4,902.70",240,2015-08-03 08:00:00,74.6
PO2,PPC-PE F & V,"",2015-08-03 13:00:00,2015-08-03 13:30:00,"2,299.45",15,2015-08-03 13:30:00,0
B40-1,PPC-PE F & V,"",2015-08-03 08:00:00,2015-08-03 08:00:00,"5,585.66",141,2015-08-03 08:00:00,141
B40-4,PPC-PE F & V,"",2015-08-03 08:00:00,2015-08-03 08:00:00,"5,247.70",330,2015-08-03 08:00:00,0
444074,PPC-PE F & V,"",2015-08-03 08:00:00,2015-08-03 08:00:00,"8,069.90",330,2015-08-03 08:00:00,290
444075,PPC - PE,"",2015-08-03 12:00:00,(none),"22,654.40",1120,(none),1120
444076,PPC-PE F & V,"",2015-08-03 08:00:00,(none),"11,677.08",486,(none),486
444077,PPC-PE F & V,"",2015-08-03 08:00:00,2015-08-03 10:30:00,"4,000.24",162,2015-08-03 10:30:00,74.6
444077,PPC-PE F & V,"",2015-08-03 17:00:00,(none),"8,897.17",74.6,(none),74.6
D553,PPC-PE F & V,"",2015-08-03 11:00:00,2015-08-03 10:30:00,"1,398.13",6,2015-08-03 10:30:00,0
D553,PPC-PE F & V,"",2015-08-03 07:00:00,2015-08-03 07:00:00,"2,017.12",53,2015-08-03 07:00:00,93
D553,PPC-PE F & V,"",2015-08-03 15:30:00,2015-08-03 15:30:00,"2,069.80",57,2015-08-03 15:30:00,0
D553,PPC-PE F & V,"",2015-08-03 13:00:00,2015-08-03 13:00:00,"1,608.85",22,2015-08-03 13:00:00,74.3
D554,PPC-PE F & V,"",2015-08-03 15:30:00,2015-08-03 15:30:00,"13,204.80",602,2015-08-03 15:30:00,301
D555,PPC-PE F & V,"",2015-08-03 17:00:00,(none),"10,153.58",170,(none),170
D555,PPC-PE F & V,"",2015-08-03 08:00:00,2015-08-03 10:30:00,"3,428.43",60,2015-08-03 10:30:00,0
D556,PPC-PE F & V,"",2015-08-03 17:00:00,(none),"15,684.98",590,(none),590
D557,PPC-PE F & V,"",2015-08-03 16:00:00,(none),"11,531.44",74.3,(none),74.3
D572,PPC-PE F & V,"",2015-08-03 17:00:00,(none),"11,777.72",93,(none),93
D571,PPC-PE F & V,"",2015-08-03 13:00:00,2015-08-03 13:30:00,"3,033.33",30,2015-08-03 13:30:00,74.3
D571,PPC-PE F & V,"",2015-08-03 17:00:00,2015-08-03 17:00:00,"2,980.65",26,2015-08-03 17:00:00,0
D573,PPC-PE F & V,"",2015-08-03 16:00:00,(none),"11,777.72",93,(none),93
D558,PPC-PE F & V,"",2015-08-03 18:00:00,2015-08-03 18:00:00,"13,086.27",593,2015-08-03 18:00:00,301
444075,PPC-PE F & V,"",(none),(none),"5,276.46",0,2015-08-03 00:00:00,0
D559,PPC-PE F & V,"",(none),(none),"5,276.46",0,2015-08-03 00:00:00,0
140271,PPC-PE F & V,"",(none),(none),"5,276.46",0,2015-08-03 00:00:00,0
