Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
343090,5079,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
343091,1375,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
343092,1376,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
444078,9164,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
444079,9165,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
444080,9166,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
444081,9167,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
D563,9714,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
D564,9730,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,No
D565,9732,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
D566,9731,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
D567,9735,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
D568,9737,PPC - Kraaifontein,309,2015-08-07,"R9,025.84","R1,844.14",421,Yes
Z06,"",PPC - Kraaifontein,309,2015-08-07,R0.01,R0.01,0,Yes
Z08A,5080,PPC - Kraaifontein,309,2015-08-07,"R9,502.69","R1,941.57",406,Yes
Z08B,5081,PPC - Kraaifontein,309,2015-08-07,"R9,502.69","R1,941.57",406,Yes
Z09A,5082,PPC - Kraaifontein,309,2015-08-07,"R9,502.69","R1,941.57",406,Yes
Z09B,"",PPC - Kraaifontein,309,2015-08-07,"R9,502.69","R1,941.57",406,Yes
Z11A,5084,PPC - Kraaifontein,309,2015-08-07,"R9,502.69","R1,941.57",406,Yes
Z11B,5085,PPC - Kraaifontein,309,2015-08-07,"R9,502.69","R1,941.57",406,Yes
Z13A,5086,PPC - Kraaifontein,309,2015-08-07,"R9,502.69","R1,941.57",406,Yes
Z32,"",PPC - Kraaifontein,309,2015-08-07,"R9,502.69","R1,941.57",406,Yes
Z34,5088,PPC - Kraaifontein,309,2015-08-07,"R9,502.69","R1,941.57",406,Yes
Z35,5089,PPC - Kraaifontein,309,2015-08-07,"R9,502.69","R1,941.57",406,Yes
Z36,5090,PPC - Kraaifontein,309,2015-08-07,"R9,502.69","R1,941.57",406,Yes
