Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
M031,5049,Manline Mega,50.000,"",2015-10-03,"R7,606.45",R992.15,203,No
M032,5050,Manline Mega,50.000,"",2015-10-03,"R7,606.45",R992.15,203,Yes
M033,5097,Manline Mega,50.000,"",2015-10-03,"R7,606.45",R992.15,203,Yes
M034,6001,Manline Mega,50.000,"",2015-10-03,"R7,606.45",R992.15,203,Yes
M036,6004,Manline Mega,50.000,"",2015-10-03,"R4,583.87",R597.90,135,No
M037,4054,Manline Mega,50.000,"",2015-10-03,"R4,583.87",R597.90,135,No
M038,6005,Manline Mega,50.000,"",2015-10-03,"R6,303.23",R822.16,219,Yes
M039,4087,Manline Mega,50.000,"",2015-10-03,"R4,954.84",R646.28,177,Yes
M040,4088,Manline Mega,50.000,"",2015-10-03,"R4,645.16",R605.89,232,No
M041,4089,Manline Mega,50.000,"",2015-10-03,"R4,645.16",R605.89,232,No
M043,4091,Manline Mega,50.000,"",2015-10-03,"R4,645.16",R605.89,232,No
M046,4094,Manline Mega,50.000,"",2015-10-03,"R5,744.52",R749.28,205,No
M047,4095,Manline Mega,50.000,"",2015-10-03,"R4,645.16",R605.89,232,No
M048,4096,Manline Mega,50.000,"",2015-10-03,"R4,645.16",R605.89,232,No
M049,4086,Manline Mega,50.000,"",2015-10-03,"R6,612.90",R862.55,323,Yes
M050,4097,Manline Mega,50.000,"",2015-10-03,"R4,645.16",R605.89,232,No
M054,4084,Manline Mega,50.000,"",2015-10-03,"R5,032.26",R656.38,168,Yes
M056,4099,Manline Mega,50.000,"",2015-10-03,"R4,645.16",R605.89,232,No
M060,4078,Manline Mega,50.000,"",2015-10-03,"R5,032.26",R656.38,168,No
M061,4080,Manline Mega,50.000,"",2015-10-03,"R7,606.45",R992.15,203,No
M062,4081,Manline Mega,50.000,"",2015-10-03,"R7,606.45",R992.15,203,No
M063,4079,Manline Mega,50.000,"",2015-10-03,"R4,645.16",R605.89,232,No
M064,5001,Manline Mega,50.000,"",2015-10-03,"R4,954.84",R646.28,177,Yes
M065,5003,Manline Mega,50.000,"",2015-10-03,"R4,954.84",R646.28,177,No
M066,5000,Manline Mega,50.000,"",2015-10-03,"R4,954.84",R646.28,177,Yes
M067,6010,Manline Mega,50.000,"",2015-10-03,"R4,645.16",R605.89,232,No
M068,6011,Manline Mega,50.000,"",2015-10-03,"R4,645.16",R605.89,232,No
M069,30193,Manline Mega,50.000,"",2015-10-03,"R5,032.26",R656.38,168,No
M070,30186,Manline Mega,50.000,"",2015-10-03,"R4,954.84",R646.28,177,No
M071,30189,Manline Mega,50.000,"",2015-10-03,"R5,032.26",R656.38,168,Yes
M072,30185,Manline Mega,50.000,"",2015-10-03,"R4,954.84",R646.28,177,Yes
M073,30187,Manline Mega,50.000,"",2015-10-03,"R6,303.23",R822.16,219,No
M074,30192,Manline Mega,50.000,"",2015-10-03,"R6,303.23",R822.16,219,No
M075,30190,Manline Mega,50.000,"",2015-10-03,"R6,303.23",R822.16,219,No
M076,30188,Manline Mega,50.000,"",2015-10-03,"R4,954.84",R646.28,177,Yes
M077,30191,Manline Mega,50.000,"",2015-10-03,"R4,954.84",R646.28,177,Yes
T002,4046,T24 - Revenue - Merensky,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T003,4047,T24 - Revenue - Merensky,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T004,4048,T24 - Revenue - Merensky,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T005,4049,T24 - Revenue - Merensky,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T007,4051,T24 - Revenue - Merensky,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T008,4034,T24 - Revenue - Merensky,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T009,4035,T24 - Revenue - Merensky,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T021,4001,T24 - Revenue - Howick Adhoc,40.000,"",2015-10-03,"R7,278.99","R1,091.85",426,Yes
T022,4002,T24 - Revenue - Howick Adhoc,40.000,"",2015-10-03,"R7,278.99","R1,091.85",426,Yes
T023,4032,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R8,827.53","R1,324.13",426,Yes
T024,4033,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R8,827.53","R1,324.13",426,Yes
T025,4003,T24 - Revenue - Howick Adhoc,40.000,"",2015-10-03,"R7,278.99","R1,091.85",426,Yes
T037,4004,T24 - Revenue - Howick Adhoc,40.000,"",2015-10-03,"R7,278.99","R1,091.85",426,Yes
T038,4021,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R7,294.15","R1,094.12",426,Yes
T039,4036,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R7,278.99","R1,091.85",426,Yes
T040,4040,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R7,278.99","R1,091.85",426,Yes
T041,4041,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R7,278.99","R1,091.85",426,Yes
T042,4042,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R7,278.99","R1,091.85",426,Yes
T043,4043,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T044,4022,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R8,350.34","R1,252.55",500,Yes
T045,4023,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R8,350.34","R1,252.55",500,Yes
T046,4024,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R8,350.34","R1,252.55",500,Yes
T047,4005,T24 - Revenue - Howick Adhoc,40.000,"",2015-10-03,"R7,278.99","R1,091.85",426,Yes
T049,4045,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R7,294.15","R1,094.12",426,Yes
T050,4007,T24 - Revenue - Hfts AdHoc,40.000,"",2015-10-03,"R7,703.04","R1,155.46",400,Yes
T052,4013,T24 - Revenue - Hfts AdHoc,40.000,"",2015-10-03,"R7,703.04","R1,155.46",400,Yes
T053,4016,T24 - Revenue - Hfts AdHoc,40.000,"",2015-10-03,"R7,703.04","R1,155.46",400,Yes
T054,4025,T24 - Revenue - Hfts AdHoc,40.000,"",2015-10-03,"R7,703.04","R1,155.46",400,Yes
T055,4014,T24 - Revenue - Hfts AdHoc,40.000,"",2015-10-03,"R7,703.04","R1,155.46",400,Yes
T056,4008,T24 - Revenue - Hfts AdHoc,40.000,"",2015-10-03,"R7,703.04","R1,155.46",400,Yes
T057,4017,T24 - Revenue - Hfts AdHoc,40.000,"",2015-10-03,"R7,703.04","R1,155.46",400,Yes
T058,1023,T24 - Revenue - Mondi KZN,40.000,"",2015-10-03,"R11,107.99","R1,666.20",600,Yes
T059,1026,T24 - Revenue - Mondi KZN,40.000,"",2015-10-03,"R11,107.99","R1,666.20",600,Yes
T060,2006,T24 - Revenue - Mondi KZN,40.000,"",2015-10-03,"R11,107.99","R1,666.20",600,No
T061,1025,T24 - Revenue - Mondi KZN,40.000,"",2015-10-03,"R11,107.99","R1,666.20",600,Yes
T062,2007,T24 - Revenue - Mondi KZN,40.000,"",2015-10-03,"R11,107.99","R1,666.20",600,Yes
T063,2008,T24 - Revenue - Mondi KZN,40.000,"",2015-10-03,"R11,107.99","R1,666.20",600,Yes
T064,6018,T24 - Revenue - Mondi KZN,40.000,"",2015-10-03,"R11,107.99","R1,666.20",600,No
T065,30028,T24 - Revenue - Mondi KZN,40.000,"",2015-10-03,"R11,107.99","R1,666.20",600,Yes
T066,30013,T24 - Revenue - Mondi KZN,40.000,"",2015-10-03,"R11,107.99","R1,666.20",600,Yes
T067,30014,T24 - Revenue - Mondi KZN,40.000,"",2015-10-03,"R11,107.99","R1,666.20",600,Yes
T117,4009,T24 - Revenue - Merensky,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T118,4012,T24 - Revenue - Merensky,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T120,4031,T24 - Revenue - Merensky,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T128,2052,T24 - Highflats,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T129,2051,T24 - Highflats,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T130,2053,T24 - Highflats,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T131,2050,T24 - Highflats,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T132,1027,T24 - Highflats,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T133,1028,T24 - Highflats,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T134,1036,T24 - Revenue - Hfts AdHoc,40.000,"",2015-10-03,"R7,783.28","R1,167.49",400,Yes
T135,1037,T24 - Revenue - Hfts AdHoc,40.000,"",2015-10-03,"R7,783.28","R1,167.49",400,Yes
T136,2059,T24 - Highflats,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T137,2056,T24 - Highflats,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T138,2057,T24 - Highflats,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T140,2060,T24 - Highflats,40.000,"",2015-10-03,R0.00,R0.00,0,Yes
T141,4103,T24 - Revenue - Sappi KZN,"","",2015-10-03,"R6,186.38",R927.96,500,No
T142,4105,T24 - Revenue - Sappi KZN,"","",2015-10-03,"R6,186.38",R927.96,500,Yes
T143,4104,T24 - Revenue - Sappi KZN,"","",2015-10-03,"R6,186.38",R927.96,500,Yes
T144,1024,T24 - Revenue - Sappi KZN,"","",2015-10-03,"R6,186.38",R927.96,500,Yes
T145,6020,T24 - Revenue - Sappi KZN,"","",2015-10-03,"R6,186.38",R927.96,500,Yes
T146,6021,T24 - Revenue - Sappi KZN,"","",2015-10-03,"R6,186.38",R927.96,500,Yes
T147,146,T24 - Revenue - Sappi KZN,"","",2015-10-03,"R6,186.38",R927.96,500,Yes
T148,6002,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R7,512.97","R1,126.95",426,Yes
T149,"",T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R7,512.97","R1,126.95",426,Yes
T150,"",T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R7,294.15","R1,094.12",426,Yes
T151,5557,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R7,512.97","R1,126.95",426,Yes
T152,5560,T24 - Revenue MPU Adhoc,40.000,"",2015-10-03,"R7,512.97","R1,126.95",426,Yes
T153,5561,T24 - Revenue - Howick Adhoc,40.000,"",2015-10-03,"R7,294.15","R1,094.12",426,Yes
