Truck,Date,Income,Contribution,Kms,Blackout Status
10,2014-04-29,"R7,359.49","R1,350.90",430,No
100,2014-04-29,"R6,894.87","R1,350.90",434,Yes
101,2014-04-29,"R6,894.87","R1,350.90",434,No
102,2014-04-29,"R6,894.87","R1,350.90",434,Yes
103,2014-04-29,"R6,894.87","R1,350.90",434,No
104,2014-04-29,"R8,569.90","R1,635.30",431,No
105,2014-04-29,"R10,158.02","R1,350.90",578,No
106,2014-04-29,"R8,569.90","R1,635.30",431,No
107,2014-04-29,"R10,158.02","R1,350.90",578,No
108,2014-04-29,"R10,158.02","R1,350.90",578,No
109,2014-04-29,"R6,894.87","R1,350.90",434,Yes
11,2014-04-29,"R9,750.32","R1,350.90",399,No
110,2014-04-29,"R6,894.87","R1,350.90",434,No
111,2014-04-29,"R10,158.02","R1,350.90",578,No
112,2014-04-29,"R6,894.87","R1,350.90",434,No
113,2014-04-29,"R7,524.13","R1,350.90",375,No
114,2014-04-29,"R6,894.87","R1,350.90",434,No
115,2014-04-29,"R6,894.87","R1,350.90",434,No
116,2014-04-29,"R7,359.49","R1,350.90",430,No
117,2014-04-29,"R10,158.02","R1,350.90",578,No
119,2014-04-29,"R7,359.49","R1,350.90",430,No
120,2014-04-29,"R7,359.49","R1,350.90",430,Yes
121,2014-04-29,"R7,359.49","R1,350.90",430,No
122,2014-04-29,"R10,158.02","R1,350.90",578,No
123,2014-04-29,"R10,158.02","R1,350.90",578,No
124,2014-04-29,"R10,158.02","R1,350.90",578,No
125,2014-04-29,"R7,524.13","R1,350.90",375,Yes
126,2014-04-29,"R7,524.13","R1,350.90",375,Yes
127,2014-04-29,"R6,894.87","R1,350.90",434,No
128,2014-04-29,"R10,158.02","R1,350.90",578,No
129,2014-04-29,"R8,569.90","R1,635.30",431,No
130,2014-04-29,"R7,524.13","R1,350.90",375,Yes
131,2014-04-29,"R10,158.02","R1,350.90",578,No
132,2014-04-29,"R10,158.02","R1,350.90",578,Yes
133,2014-04-29,"R8,569.90","R1,635.30",431,No
134,2014-04-29,"R8,569.90","R1,635.30",431,No
135,2014-04-29,"R7,524.13","R1,350.90",375,No
136,2014-04-29,"R7,524.13","R1,350.90",375,Yes
137,2014-04-29,"R7,524.13","R1,350.90",375,Yes
138,2014-04-29,"R10,158.02","R1,350.90",578,No
139,2014-04-29,"R10,158.02","R1,350.90",578,No
14,2014-04-29,"R9,750.32","R1,350.90",399,No
140,2014-04-29,"R10,158.02","R1,350.90",578,Yes
141,2014-04-29,"R10,158.02","R1,350.90",578,No
142,2014-04-29,"R10,158.02","R1,350.90",578,No
143,2014-04-29,"R7,359.49","R1,350.90",430,Yes
144,2014-04-29,"R7,359.49","R1,350.90",430,No
145,2014-04-29,"R7,359.49","R1,350.90",430,Yes
146,2014-04-29,"R7,359.49","R1,350.90",430,No
15,2014-04-29,"R9,750.32","R1,350.90",399,No
156,2014-04-29,"R12,242.47","R1,350.90",109,Yes
16,2014-04-29,"R9,750.32","R1,350.90",399,No
169,2014-04-29,"R7,524.13","R1,350.90",375,No
17,2014-04-29,"R9,750.32","R1,350.90",399,Yes
170,2014-04-29,"R7,524.13","R1,350.90",375,No
171,2014-04-29,"R7,524.13","R1,350.90",375,No
172,2014-04-29,"R7,524.13","R1,350.90",375,Yes
173,2014-04-29,"R7,524.13","R1,350.90",375,Yes
174,2014-04-29,"R7,524.13","R1,350.90",375,No
175,2014-04-29,"R7,524.13","R1,350.90",375,Yes
177,2014-04-29,"R8,032.54","R1,350.90",374,No
178,2014-04-29,"R8,032.54","R1,350.90",374,No
179,2014-04-29,"R8,032.54","R1,350.90",374,No
18,2014-04-29,"R9,750.32","R1,350.90",399,No
180,2014-04-29,"R8,032.54","R1,350.90",374,No
181,2014-04-29,"R8,032.54","R1,350.90",374,No
182,2014-04-29,"R8,032.54","R1,350.90",374,Yes
183,2014-04-29,"R8,032.54","R1,350.90",374,No
184,2014-04-29,"R8,032.54","R1,350.90",374,No
185,2014-04-29,"R8,032.54","R1,350.90",374,No
186,2014-04-29,"R8,032.54","R1,350.90",374,Yes
187,2014-04-29,"R8,032.54","R1,350.90",374,No
188,2014-04-29,"R8,032.54","R1,350.90",374,No
189,2014-04-29,"R8,032.54","R1,350.90",374,No
19,2014-04-29,"R9,750.32","R1,350.90",399,Yes
190,2014-04-29,"R8,032.54","R1,350.90",374,No
191,2014-04-29,"R8,032.54","R1,350.90",374,No
192,2014-04-29,"R8,032.54","R1,350.90",374,Yes
193,2014-04-29,"R8,032.54","R1,350.90",374,Yes
194,2014-04-29,"R8,032.54","R1,350.90",374,No
195,2014-04-29,"R8,032.54","R1,350.90",374,No
196,2014-04-29,"R8,032.54","R1,350.90",374,No
198,2014-04-29,"R8,032.54","R1,350.90",374,No
199,2014-04-29,"R9,750.32","R1,350.90",399,No
2,2014-04-29,"R7,451.69","R1,109.56",398,Yes
20,2014-04-29,"R9,750.32","R1,350.90",399,No
200,2014-04-29,"R9,750.32","R1,350.90",399,No
201,2014-04-29,"R9,750.32","R1,350.90",399,No
202,2014-04-29,"R9,750.32","R1,350.90",399,Yes
203,2014-04-29,"R9,750.32","R1,350.90",399,Yes
204,2014-04-29,"R9,750.32","R1,350.90",399,Yes
205,2014-04-29,"R9,750.32","R1,350.90",399,No
206,2014-04-29,"R9,750.32","R1,350.90",399,No
207,2014-04-29,"R9,750.32","R1,350.90",399,No
208,2014-04-29,"R9,750.32","R1,350.90",399,No
209,2014-04-29,"R9,750.32","R1,350.90",399,Yes
21,2014-04-29,"R9,750.32","R1,350.90",399,Yes
210,2014-04-29,"R9,750.32","R1,350.90",399,Yes
211,2014-04-29,"R6,894.87","R1,350.90",434,Yes
212,2014-04-29,"R6,894.87","R1,350.90",434,No
213,2014-04-29,"R6,894.87","R1,350.90",434,No
214,2014-04-29,"R6,894.87","R1,350.90",434,Yes
215,2014-04-29,"R6,894.87","R1,350.90",434,No
216,2014-04-29,"R7,359.49","R1,350.90",430,No
217,2014-04-29,"R6,894.87","R1,350.90",434,No
218,2014-04-29,"R6,894.87","R1,350.90",434,Yes
219,2014-04-29,"R7,359.49","R1,350.90",430,No
22,2014-04-29,"R9,750.32","R1,350.90",399,Yes
220,2014-04-29,"R7,359.49","R1,350.90",430,No
221,2014-04-29,"R6,894.87","R1,350.90",434,Yes
222,2014-04-29,"R10,158.02","R1,350.90",578,No
223,2014-04-29,"R6,894.87","R1,350.90",434,No
224,2014-04-29,"R7,359.49","R1,350.90",430,Yes
225,2014-04-29,"R7,359.49","R1,350.90",430,Yes
