Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
D01,1272,RE - Denver,34.000,"",2015-09-21,"R2,440.43",R200.49,125,No
D02,1273,RE - Cape,34.000,"",2015-09-21,"R2,204.75",R200.49,77,Yes
D03,1274,RE - KZN,34.000,"",2015-09-21,"R2,400.14",R200.49,152,No
D04,1275,RE - KZN,34.000,"",2015-09-21,"R2,124.29",R176.52,98,No
D05,1276,RE - KZN,34.000,"",2015-09-21,"R2,060.87",R176.52,81,No
D06,1278,RE - KZN,34.000,"",2015-09-21,"R2,847.47",R287.02,168,No
D07,1279,RE - Cape,34.000,"",2015-09-21,"R2,781.80",R286.72,141,Yes
D08,1280,RE - Denver,34.000,"",2015-09-21,"R3,088.92",R287.02,189,No
D10,1282,RE - Denver,34.000,"",2015-09-21,"R5,229.67",R401.93,350,No
D11,1283,RE - Denver,34.000,"",2015-09-21,"R2,960.15",R286.81,165,No
D12,1284,RE - KZN,34.000,"",2015-09-21,"R2,375.12",R286.81,67,No
D13,1285,RE - KZN,34.000,"",2015-09-21,"R2,908.58",R286.81,185,No
D14,1286,RE - KZN,34.000,"",2015-09-21,"R2,778.86",R286.81,158,No
D15,1287,RE - KZN,34.000,"",2015-09-21,"R2,683.88",R286.81,125,No
D16,1288,RE - KZN,34.000,"",2015-09-21,"R2,913.93",R267.49,162,No
D17,1277,RE - Denver,34.000,"",2015-09-21,"R4,269.94",R612.14,178,No
D18,1289,RE - Denver,34.000,"",2015-09-21,"R4,555.84",R437.17,303,No
D19,1290,RE - Denver,34.000,"",2015-09-21,"R3,579.14",R436.72,148,No
D20,1291,RE - Denver,34.000,"",2015-09-21,"R4,270.52",R436.72,242,No
D21,1292,RE - KZN,34.000,"",2015-09-21,"R3,768.23",R436.72,185,No
D22,1293,RE - KZN,34.000,"",2015-09-21,"R3,710.90",R425.57,189,No
D23,1294,RE - Denver,34.000,"",2015-09-21,"R4,273.37",R437.17,242,No
D24,1295,RE - KZN,34.000,"",2015-09-21,"R1,633.75",R34.42,22,No
D25,1299,RE - Parked Fleet,"","",2015-09-21,"R2,613.46",R271.57,72,Yes
D26,1296,RE - Parked Fleet,"","",2015-09-21,"R2,460.99",R282.47,72,Yes
D27,64,RE - Cape,34.000,"",2015-09-21,"R2,815.94",R271.74,101,Yes
D28,1298,RE - KZN,34.000,"",2015-09-21,"R2,036.82",R175.41,32,No
D584,30097,RE - Denver,34.000,"",2015-09-21,"R3,006.71",R286.88,141,No
D585,30037,RE - KZN,34.000,"",2015-09-21,"R2,502.95",R286.88,67,No
D586,9168,RE - Denver,34.000,"",2015-09-21,"R4,107.31",R476.80,168,No
D587,9171,RE - Denver,34.000,"",2015-09-21,"R4,273.34",R476.80,189,No
D588,9169,RE - Cape,34.000,"",2015-09-21,"R3,852.03",R591.38,141,Yes
D589,9170,RE - Parked Fleet,"","",2015-09-21,"R3,409.82",R593.37,67,No
D590,9172,RE - KZN,34.000,"",2015-09-21,"R3,688.68",R476.80,168,No
D591,9173,RE - Parked Fleet,"","",2015-09-21,"R3,050.68",R478.79,67,Yes
D615,30038,RE - Cape,34.000,"",2015-09-21,"R2,799.19",R286.88,108,Yes
D634,30712,RE - Denver,34.000,"",2015-09-21,"R4,085.46",R504.23,168,No
D635,30713,RE - Denver,34.000,"",2015-09-21,"R4,085.46",R504.23,168,No
D636,30714,RE - Parked Fleet,"","",2015-09-21,"R3,485.91",R625.49,67,Yes
