startDate,stopDate,Truck
2015-03-19 00:00:00,2015-03-20 00:00:00,644251
2015-03-19 00:00:00,2015-03-20 00:00:00,NPN4751
2015-03-19 00:00:00,2015-03-20 00:00:00,DS08
2015-03-19 00:00:00,2015-03-20 00:00:00,538255
2015-03-19 00:00:00,2015-03-20 00:00:00,DS21
2015-03-19 00:00:00,2015-03-20 00:00:00,DS23
2015-03-19 00:00:00,2015-03-20 00:00:00,DS25
2015-03-19 00:00:00,2015-03-20 00:00:00,DS15
2015-03-19 00:00:00,2015-03-20 00:00:00,DS16
2015-03-19 00:00:00,2015-03-20 00:00:00,DS05
2015-03-19 00:00:00,2015-03-20 00:00:00,DS10
2015-03-19 00:00:00,2015-03-20 00:00:00,DS20
2015-03-19 00:00:00,2015-03-20 00:00:00,DS18
2015-03-19 00:00:00,2015-03-20 00:00:00,DS14
2015-03-19 00:00:00,2015-03-20 00:00:00,DS43
2015-03-19 00:00:00,2015-03-20 00:00:00,DS44
2015-03-19 00:00:00,2015-03-20 00:00:00,DS45
2015-03-19 00:00:00,2015-03-20 00:00:00,DS67
2015-03-19 00:00:00,2015-03-20 00:00:00,DS68
2015-03-19 00:00:00,2015-03-20 00:00:00,DS70
2015-03-19 00:00:00,2015-03-20 00:00:00,DS71
2015-03-19 00:00:00,2015-03-20 00:00:00,DS72
2015-03-19 00:00:00,2015-03-20 00:00:00,DS73
2015-03-19 00:00:00,2015-03-20 00:00:00,DS63
2015-03-19 00:00:00,2015-03-20 00:00:00,DS64
2015-03-19 00:00:00,2015-03-20 00:00:00,DS39
2015-03-19 00:00:00,2015-03-20 00:00:00,DS17
2015-03-19 00:00:00,2015-03-20 00:00:00,DS65
2015-03-19 00:00:00,2015-03-20 00:00:00,DS74
2015-03-19 00:00:00,2015-03-20 00:00:00,DS12
2015-03-19 00:00:00,2015-03-20 00:00:00,DS13
2015-03-19 00:00:00,2015-03-20 00:00:00,DS37
2015-03-19 00:00:00,2015-03-20 00:00:00,DS76
2015-03-19 00:00:00,2015-03-20 00:00:00,DS75
2015-03-19 00:00:00,2015-03-20 00:00:00,DS41
2015-03-19 00:00:00,2015-03-20 00:00:00,DS78
2015-03-19 00:00:00,2015-03-20 00:00:00,DS19
2015-03-19 00:00:00,2015-03-20 00:00:00,DS02
2015-03-19 00:00:00,2015-03-20 00:00:00,DS55
2015-03-19 00:00:00,2015-03-20 00:00:00,DS66
2015-03-19 00:00:00,2015-03-20 00:00:00,538253
2015-03-19 00:00:00,2015-03-20 00:00:00,538254
2015-03-19 00:00:00,2015-03-20 00:00:00,538256
