Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
T023,Sappi ADHOC,"",2015-08-04 06:00:00,2015-08-04 06:06:00,"4,876.82",256,2015-08-04 07:00:00,120
T023,Sappi ADHOC,"",2015-08-04 17:00:00,2015-08-04 17:10:00,"4,618.44",125,2015-08-04 17:36:00,120
T024,Erlo Geevers,"",2015-08-04 06:00:00,2015-08-04 07:40:00,"1,814.31",70,2015-08-04 08:00:00,33
T024,Erlo Geevers,"",2015-08-04 14:00:00,2015-08-04 13:35:00,"8,278.83",246,2015-08-04 13:40:00,56
T037,Hans Merensky,"",2015-08-04 12:00:00,2015-08-04 12:40:00,"3,769.18",133,2015-08-04 12:51:00,90
T038,Erlo Geevers,"",2015-08-04 15:00:00,2015-08-04 15:00:00,"7,903.98",242,2015-08-04 15:35:00,56
T040,Manzini Estate,"",2015-08-04 06:00:00,2015-08-04 05:54:00,"3,532.20",191,2015-08-04 08:50:00,85
T040,Manzini Estate,"",2015-08-04 16:00:00,2015-08-04 16:17:00,"3,780.88",96,2015-08-04 16:40:00,85
T041,Mondi,"",2015-08-04 07:00:00,2015-08-04 07:00:00,"3,276.61",215,2015-08-04 07:54:00,110
T041,Mondi,"",2015-08-04 13:00:00,2015-08-04 13:21:00,"3,460.19",157,2015-08-04 15:00:00,110
T042,Sappi ADHOC,"",2015-08-04 14:00:00,2015-08-04 16:26:00,"4,596.91",125,2015-08-04 16:41:00,120
T047,Sappi,"",2015-08-04 10:00:00,2015-08-04 09:55:00,"3,546.70",187,2015-08-04 10:53:00,150
T049,Erlo Geevers,"",2015-08-04 08:00:00,2015-08-04 09:04:00,"1,841.80",76,2015-08-04 09:07:00,33
T049,Erlo Geevers,"",2015-08-04 15:00:00,2015-08-04 15:28:00,"7,871.85",247,2015-08-04 15:31:00,56
T055,Sappi Project Grow,"",2015-08-04 14:00:00,2015-08-04 13:53:00,"10,710.68",191,2015-08-04 13:56:00,191
T021,Hans Merensky,"",2015-08-04 14:00:00,2015-08-04 09:20:00,"3,316.53",134,2015-08-04 15:00:00,90
T057,Sappi Project Grow,"",2015-08-04 10:30:00,2015-08-04 10:32:00,"10,885.43",186,2015-08-04 10:42:00,191
T132,Sappi Project Grow,"",2015-08-03 23:00:00,2015-08-03 23:45:00,"10,558.48",186,2015-08-04 01:00:00,191
T133,Woodburn Estate,"",2015-08-04 06:30:00,2015-08-04 06:58:00,"4,648.61",163,2015-08-04 07:20:00,107
T133,Illovo Sugar (T24),"",2015-08-04 14:00:00,2015-08-04 14:00:00,"2,503.97",76,2015-08-04 15:42:00,90.6
T133,Illovo Sugar (T24),"",2015-08-04 20:00:00,2015-08-04 20:25:00,"1,898.53",34,2015-08-04 20:27:00,60
T133,Illovo Sugar (T24),"",2015-08-04 23:00:00,2015-08-04 23:30:00,860.50,6.2,2015-08-04 23:32:00,6.4
T134,Mondi,"",2015-08-04 09:00:00,2015-08-04 08:40:00,"4,701.20",150,2015-08-04 09:35:00,115
T135,Mondi,"",2015-08-04 08:30:00,2015-08-04 08:40:00,"4,688.98",99,2015-08-04 08:44:00,115
T128,KA MACKENZIE,"",2015-08-04 08:00:00,2015-08-04 07:53:00,"4,167.11",116,2015-08-04 08:33:00,101
