Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
Z06,PPC-Kraaifontein F & V,"",2015-08-03 06:00:00,2015-08-03 06:00:00,"1,426.51",38,2015-08-03 06:05:00,123.11
Z06,PPC-Kraaifontein F & V,"",2015-08-03 09:30:00,2015-08-03 09:30:00,"1,599.98",57,2015-08-03 09:35:00,32.7
Z06,PPC-Kraaifontein F & V,"",2015-08-03 11:30:00,2015-08-03 11:30:00,"1,326.08",27,2015-08-03 11:35:00,123.11
Z06,PPC-Kraaifontein F & V,"",2015-08-03 14:00:00,(none),"6,521.85",123.11,(none),123.11
Z08A,PPC-Kraaifontein F & V,"",2015-08-03 04:00:00,2015-08-03 04:00:00,"4,768.18",289,2015-08-03 04:05:00,116
Z08A,PPC-Kraaifontein F & V,"",2015-08-03 12:00:00,2015-08-03 12:00:00,"6,214.90",317,2015-08-03 12:10:00,100
Z09B,PPC-Kraaifontein F & V,"",2015-08-03 04:00:00,2015-08-03 04:00:00,"11,585.00",554,2015-08-03 04:05:00,100
Z09B,PPC - Kraaifontein,"",2015-08-03 12:00:00,(none),"2,416.00",232,(none),232
Z09B,PPC - Kraaifontein,"",2015-08-03 17:00:00,(none),"7,759.60",860,(none),860
Z11A,PPC-Kraaifontein F & V,"",2015-08-03 04:00:00,2015-08-03 04:00:00,"9,821.48",387,2015-08-03 04:05:00,23.1
Z11B,PPC-Kraaifontein F & V,"",2015-08-03 04:00:00,2015-08-03 04:00:00,"4,257.07",697,2015-08-03 04:05:00,540
Z11B,PPC - Kraaifontein,"",2015-08-03 12:00:00,(none),"2,416.00",232,(none),232
Z11B,PPC-Kraaifontein F & V,"",2015-08-03 18:00:00,(none),"14,315.09",0,(none),0
Z13A,PPC-Kraaifontein F & V,"",2015-08-03 04:00:00,2015-08-03 04:00:00,"6,843.56",270,2015-08-03 04:05:00,410
Z13A,PPC - Kraaifontein,"",2015-08-03 12:00:00,2015-08-03 12:00:00,"2,416.00",118,2015-08-03 12:10:00,232
Z08B,PPC - Kraaifontein,"",2015-08-03 10:00:00,2015-08-03 10:00:00,"4,288.96",416,2015-08-03 10:10:00,172
Z08B,PPC-Kraaifontein F & V,"",2015-08-03 18:00:00,(none),"13,148.55",318,(none),318
Z34,PPC-Kraaifontein F & V,"",2015-08-03 04:00:00,2015-08-03 04:00:00,"10,043.24",408,2015-08-03 04:05:00,260
Z34,PPC - Kraaifontein,"",2015-08-03 12:00:00,(none),"2,416.00",232,(none),232
Z35,PPC-Kraaifontein F & V,"",2015-08-03 04:00:00,2015-08-03 04:00:00,"10,621.48",387,2015-08-03 04:05:00,653
Z35,PPC - Kraaifontein,"",2015-08-03 12:00:00,(none),"2,416.00",232,(none),232
Z36,PPC-Kraaifontein F & V,"",2015-08-03 04:00:00,2015-08-03 04:00:00,"8,814.05",291.6,2015-08-03 04:05:00,291.6
Z36,PPC - Kraaifontein,"",2015-08-03 12:00:00,(none),"2,416.00",232,(none),232
343091,PPC-Kraaifontein F & V,"",2015-08-03 06:00:00,2015-08-03 06:00:00,"2,473.39",69,2015-08-03 06:05:00,167.5
343091,PPC-Kraaifontein F & V,"",2015-08-03 11:00:00,2015-08-03 11:00:00,"2,387.71",61,2015-08-03 11:10:00,99
343091,PPC-Kraaifontein F & V,"",2015-08-03 15:30:00,(none),"8,594.01",154.66,(none),154.66
343092,PPC - Kraaifontein,"",2015-08-03 04:00:00,2015-08-03 04:00:00,"2,416.00",951,2015-08-03 04:10:00,232
343092,PPC - Kraaifontein,"",2015-08-03 18:00:00,(none),"8,416.00",944,(none),944
444078,PPC-Kraaifontein F & V,"",2015-08-03 06:00:00,2015-08-03 06:00:00,"2,280.61",51,2015-08-03 06:05:00,115.52
444078,PPC-Kraaifontein F & V,"",2015-08-03 11:00:00,2015-08-03 11:00:00,"2,044.99",29,2015-08-03 11:05:00,123.11
444078,PPC-Kraaifontein F & V,"",2015-08-03 15:00:00,2015-08-03 15:00:00,"2,473.39",69,2015-08-03 15:10:00,80
444079,PPC-Kraaifontein F & V,"",2015-08-03 04:00:00,2015-08-03 04:00:00,"6,146.61",331,2015-08-03 04:05:00,397.5
444079,PPC-Kraaifontein F & V,"",2015-08-03 14:00:00,2015-08-03 14:00:00,"3,833.25",115,2015-08-03 14:10:00,216.55
444080,PPC-Kraaifontein F & V,"",2015-08-03 10:00:00,2015-08-03 10:00:00,"6,724.02",142,2015-08-03 10:10:00,216.55
