Truck,Date,Income,Contribution,Kms,Blackout Status
104,2015-05-26,"R9,046.15","R2,280.63",481,No
105,2015-05-26,"R7,922.91","R1,817.35",440,Yes
106,2015-05-26,"R9,046.15","R2,280.63",481,No
107,2015-05-26,"R7,922.91","R1,817.35",440,No
108,2015-05-26,"R7,922.91","R1,817.35",440,No
111,2015-05-26,"R7,922.91","R1,817.35",440,Yes
117,2015-05-26,"R6,898.82",R754.97,412,Yes
119,2015-05-26,"R6,898.82",R754.97,412,No
12,2015-05-26,"R7,922.91","R1,817.35",440,No
122,2015-05-26,"R6,898.82",R754.97,412,Yes
123,2015-05-26,"R6,898.82",R754.97,412,No
124,2015-05-26,"R6,898.82",R754.97,412,No
127,2015-05-26,"R6,898.82",R754.97,412,No
128,2015-05-26,"R7,922.91","R1,817.35",440,Yes
129,2015-05-26,"R9,046.15","R2,280.63",481,No
131,2015-05-26,"R7,922.91","R1,817.35",440,Yes
132,2015-05-26,"R7,922.91","R1,817.35",440,Yes
133,2015-05-26,"R9,046.15","R2,280.63",481,No
134,2015-05-26,"R9,046.15","R2,280.63",481,Yes
138,2015-05-26,"R6,898.82",R754.97,412,No
139,2015-05-26,"R6,898.82",R754.97,412,Yes
140,2015-05-26,"R7,922.91","R1,817.35",440,No
141,2015-05-26,"R7,922.91","R1,817.35",440,Yes
142,2015-05-26,"R7,922.91","R1,817.35",440,No
143,2015-05-26,"R6,898.82",R754.97,412,No
145,2015-05-26,"R6,898.82",R754.97,412,Yes
147,2015-05-26,"R7,922.91","R1,817.35",440,Yes
150,2015-05-26,"R7,922.91","R1,817.35",440,Yes
152,2015-05-26,"R7,922.91","R1,817.35",440,Yes
153,2015-05-26,"R7,922.91","R1,817.35",440,No
154,2015-05-26,"R7,159.95",R929.83,449,Yes
155,2015-05-26,"R7,922.91","R1,817.35",440,Yes
157,2015-05-26,"R7,922.91","R1,817.35",440,No
158,2015-05-26,"R7,922.91","R1,817.35",440,Yes
159,2015-05-26,"R7,922.91","R1,817.35",440,Yes
160,2015-05-26,"R7,922.91","R1,817.35",440,Yes
161,2015-05-26,"R7,922.91","R1,817.35",440,Yes
162,2015-05-26,"R7,159.95",R929.83,449,No
168,2015-05-26,"R6,898.82",R754.97,412,No
244,2015-05-26,"R9,046.15","R2,280.63",481,Yes
