Truck,Date,Income,Contribution,Kms,Blackout Status
T002,2015-03-31,"R4,046.24",R728.32,203,Yes
T003,2015-03-31,"R7,356.79","R1,324.22",369,Yes
T004,2015-03-31,"R4,046.24",R728.32,203,Yes
T005,2015-03-31,"R8,092.47","R1,456.64",406,Yes
T006,2015-03-31,"R8,092.47","R1,456.64",406,Yes
T007,2015-03-31,"R8,092.47","R1,456.64",406,Yes
T008,2015-03-31,"R4,046.24",R728.32,203,Yes
T009,2015-03-31,"R4,046.24",R728.32,203,Yes
T110,2015-03-31,"R7,356.79","R1,324.22",369,Yes
T117,2015-03-31,"R8,092.47","R1,456.64",406,Yes
T118,2015-03-31,"R8,092.47","R1,456.64",406,Yes
T120,2015-03-31,"R7,356.79","R1,324.22",369,Yes
