Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
107,1202,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
111,1218,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
119,1188,Freight - Volumax Fleet,005,2015-08-30,R0.00,R0.00,0,Yes
12,30045,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
120,1189,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
121,1190,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
122,1195,Freight - Volumax Fleet,005,2015-08-30,R0.00,R0.00,0,No
123,1194,Freight - Volumax Fleet,005,2015-08-30,R0.00,R0.00,0,No
124,1203,Freight - Volumax Fleet,005,2015-08-30,R0.00,R0.00,0,No
125,1216,Africa - General Freight,019,2015-08-30,R0.00,R0.00,0,No
126,1219,Africa - General Freight,019,2015-08-30,R0.00,R0.00,0,No
127,5564,Freight - Volumax Fleet,005,2015-08-30,R0.00,R0.00,0,No
128,1231,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
129,1228,Ashton Fleet,004,2015-08-30,R0.00,R0.00,0,No
13,30030,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
131,1229,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,Yes
132,1227,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,Yes
133,1225,Ashton Fleet,004,2015-08-30,R0.00,R0.00,0,Yes
134,1226,Ashton Fleet,004,2015-08-30,R0.00,R0.00,0,Yes
135,1234,Africa - General Freight,019,2015-08-30,R0.00,R0.00,0,No
136,1232,Africa - General Freight,019,2015-08-30,R0.00,R0.00,0,No
138,1139,Freight - Volumax Fleet,005,2015-08-30,R0.00,R0.00,0,No
147,30084,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
148,30086,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
149,30087,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
150,30092,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,Yes
151,3088,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
152,30089,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
153,30117,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
154,30116,LD,001,2015-08-30,R0.00,R0.00,0,No
155,30118,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,Yes
157,30119,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,Yes
158,30120,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
159,30121,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
160,30123,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
161,30122,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,Yes
162,30124,LD,001,2015-08-30,R0.00,R0.00,0,Yes
163,9055a,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
164,9052a,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
165,9050,Africa - General Freight,019,2015-08-30,R0.00,R0.00,0,No
166,9056x,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
167,9053x,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,Yes
168,"",Freight - Volumax Fleet,005,2015-08-30,R0.00,R0.00,0,No
244,1233,Ashton Fleet,004,2015-08-30,R0.00,R0.00,0,No
245,1235,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
246,1178,LD,001,2015-08-30,R0.00,R0.00,0,Yes
247,1179,LD,001,2015-08-30,R0.00,R0.00,0,Yes
248,1186,LD,001,2015-08-30,R0.00,R0.00,0,No
261,1211,LD,001,2015-08-30,R0.00,R0.00,0,Yes
262,1217,LD,001,2015-08-30,R0.00,R0.00,0,No
263,1213,LD,001,2015-08-30,R0.00,R0.00,0,No
264,1212,LD,001,2015-08-30,R0.00,R0.00,0,No
265,1215,LD,001,2015-08-30,R0.00,R0.00,0,Yes
266,1214,Freight - Volumax Fleet,005,2015-08-30,R0.00,R0.00,0,No
267,1221,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,No
268,1223,LD,001,2015-08-30,R0.00,R0.00,0,No
269,1222,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
270,1220,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
298,1341,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
299,1340,LWT Fleet,002,2015-08-30,R0.00,R0.00,0,Yes
300,1357,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
301,1342,Africa - Copperbelt Fleet,010,2015-08-30,R0.00,R0.00,0,No
