Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
306,1350,Africa - Copperbelt Fleet,010,2015-08-06,"R8,711.90",R983.78,373,No
307,1348,Africa - Copperbelt Fleet,010,2015-08-06,"R8,711.90",R983.78,373,Yes
308,1345,Africa - Copperbelt Fleet,010,2015-08-06,"R8,711.90",R983.78,373,No
309,1346,Africa - Copperbelt Fleet,010,2015-08-06,"R8,711.90",R983.78,373,No
310,1347,Africa - Copperbelt Fleet,010,2015-08-06,"R8,711.90",R983.78,373,No
311,1349,Africa - Copperbelt Fleet,010,2015-08-06,"R8,711.90",R983.78,373,No
312,1351,Africa - Copperbelt Fleet,010,2015-08-06,"R8,711.90",R983.78,373,Yes
313,1353,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,Yes
314,1356,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
315,1358,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
317,1369,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
318,1367,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
318,1367,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
319,1374,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,Yes
320,13701,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
321,1371,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
322,1373,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
323,1372,Africa - Copperbelt Fleet,010,2015-08-06,"R8,711.90",R983.78,373,No
324,1388,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
325,1384,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
326,1389,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
327,1390,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,Yes
329,"",LD,001,2015-08-06,"R7,541.75",R758.95,473,No
330,5571,LD,001,2015-08-06,"R7,541.75",R758.95,473,No
335,30184,LD,001,2015-08-06,"R9,724.50","R2,223.85",540,Yes
338,1398,Africa - Copperbelt Fleet,010,2015-08-06,"R8,711.90",R983.78,373,No
339,1396,Africa - Copperbelt Fleet,010,2015-08-06,"R8,711.90",R983.78,373,No
340,1399,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
341,1397,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
342,30208,Africa - General Freight,019,2015-08-06,"R8,709.37",R803.72,374,No
343,30207,Freight - Volumax Fleet,005,2015-08-06,"R6,989.60",R721.45,444,No
4,1109,Energy - NCP Other,206,2015-08-06,"R6,597.15","R1,377.60",305,Yes
68,1133,LD,001,2015-08-06,"R7,541.75",R758.95,473,Yes
95,1143,LD,001,2015-08-06,"R7,541.75",R758.95,473,Yes
D-06,75,Energy - Buckman,204,2015-08-06,"R2,117.99",R454.66,97,Yes
D571,286,PPC - P.E,307,2015-08-06,"R5,326.52",R894.33,212,Yes
DS579,"",Premier Durban,"",2015-08-06,"R1,728.75",R311.18,64,Yes
E02 OLD,275,Energy - Tankers,201,2015-08-06,"R7,895.16","R2,657.34",403,Yes
E03 OLD,276,Energy - Tankers,201,2015-08-06,"R7,895.16","R2,657.34",403,Yes
E04 OLD,277,Energy - Tankers,201,2015-08-06,"R7,895.16","R2,657.34",403,Yes
E05,278,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,Yes
E06,279,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,Yes
E07,280,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,Yes
E08,281,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,Yes
E21,1335,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,No
E22,1337,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,Yes
E23,1332,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,Yes
E24,1334,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,No
E25,1333,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,No
E27,1336,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,Yes
E28,1338,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,No
E29,1359,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,No
E30,1381,Energy - Total Sishen Fleet,202,2015-08-06,"R7,895.16","R2,657.34",403,Yes
E39,291,Idwala,"",2015-08-06,"R6,775.99","R1,935.65",333,Yes
E40,339,Idwala,"",2015-08-06,"R10,772.17","R2,947.54",494,Yes
E44,1131,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
E47,1126,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
E49,1128,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
E54,1120,Energy - Buckman,204,2015-08-06,"R4,959.22","R1,064.58",310,Yes
E55,1246,Energy - Buckman,204,2015-08-06,"R5,741.42","R1,232.49",194,Yes
E57,1245,Energy - Buckman,204,2015-08-06,"R4,959.22","R1,064.58",310,Yes
E64,1251,Energy - Tankers,201,2015-08-06,"R7,508.06","R2,080.20",403,Yes
E65,1252,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,No
E66,1253,Energy - Total SA Bridging Fleet,"",2015-08-06,"R7,508.06","R2,080.20",403,No
E67,1254,Energy - Total Sishen Fleet,202,2015-08-06,"R7,895.16","R2,657.34",403,Yes
E68,1262,Energy - Total Sishen Fleet,202,2015-08-06,"R7,895.16","R2,657.34",403,No
E69,1263,Energy - Total Sishen Fleet,202,2015-08-06,"R7,895.16","R2,657.34",403,Yes
E70,1264,Energy - Total Sishen Fleet,202,2015-08-06,"R7,895.16","R2,657.34",403,Yes
E71,1265,Energy - Total Sishen Fleet,202,2015-08-06,"R7,895.16","R2,657.34",403,No
E72,1266,Energy - Total Sishen Fleet,202,2015-08-06,"R7,895.16","R2,657.34",403,No
E73,1267,Energy - Total Sishen Fleet,202,2015-08-06,"R7,895.16","R2,657.34",403,Yes
E74,1268,Energy - Total Sishen Fleet,202,2015-08-06,"R7,895.16","R2,657.34",403,Yes
E75,1269,Energy - Total Sishen Fleet,202,2015-08-06,"R7,895.16","R2,657.34",403,Yes
E76,1270,Energy - Total Sishen Fleet,202,2015-08-06,"R7,895.16","R2,657.34",403,Yes
E77,1302,Energy - NCP Other,206,2015-08-06,"R6,597.15","R1,377.60",305,Yes
E78,1301,Energy - Buckman,204,2015-08-06,"R4,959.22","R1,064.58",310,Yes
E79,5103,Energy - Easigas,203,2015-08-06,"R7,593.71",R929.39,371,No
E80,5102,Energy - Easigas,203,2015-08-06,"R7,593.71",R929.39,371,No
E81,1313,Energy - NCP Other,206,2015-08-06,"R6,597.15","R1,377.60",305,Yes
E83,1315,Energy - NCP Other,206,2015-08-06,"R6,597.15","R1,377.60",305,Yes
E84,1316,Energy - NCP Other,206,2015-08-06,"R6,597.15","R1,377.60",305,Yes
E85,1308,Energy - NCP Chlorine,206,2015-08-06,"R8,497.50","R1,774.42",500,Yes
E86,1307,Energy - NCP Other,206,2015-08-06,"R6,597.15","R1,377.60",305,Yes
E87,1309,Energy - NCP Other,206,2015-08-06,"R6,597.15","R1,377.60",305,Yes
E88,1310,Energy - NCP Other,206,2015-08-06,"R6,597.15","R1,377.60",305,Yes
E89,1311,Energy - NCP Other,206,2015-08-06,"R6,597.15","R1,377.60",305,Yes
E90,1312,Energy - NCP Other,206,2015-08-06,"R6,597.15","R1,377.60",305,Yes
EC144017,22,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144018,56,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144019,47,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144020,25,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144021,26,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144022,49,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144023,28,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144024,50,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144025,30,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144026,51,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144027,52,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144028,53,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144029,54,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144030,55,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144031,36,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144032,37,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144033,38,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144034,39,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144035,40,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144036,41,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC144037,42,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,No
EC144038,43,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC945017,45,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC945018,19,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC945019,44,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC945020,21,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
EC945021,46,Energy - Ecosse,250,2015-08-06,"R5,545.16","R1,068.99",290,Yes
