Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
T037,Hans Merensky,"",2015-09-22 08:00:00,2015-09-22 08:39:00,"1,459.06",282,2015-09-22 09:12:00,90
T037,Hans Merensky,"",2015-09-22 18:00:00,2015-09-22 18:05:00,"1,578.47",139,2015-09-22 18:11:00,90
T047,Sappi,"",2015-09-22 07:00:00,2015-09-22 04:15:00,207.91,36,2015-09-22 06:34:00,12
T047,Sappi,"",2015-09-22 09:00:00,2015-09-22 09:26:00,"6,229.86",256,2015-09-22 09:36:00,254
T022,Sappi,"",2015-09-22 05:00:00,2015-09-22 05:25:00,"6,229.86",553,2015-09-22 07:36:00,254
T025,Hans Merensky,"",2015-09-22 07:00:00,2015-09-22 07:00:00,"1,418.96",291,2015-09-22 08:00:00,90
T025,Hans Merensky,"",2015-09-22 17:00:00,2015-09-22 17:55:00,"1,481.72",145,2015-09-22 18:30:00,90
T153,Sappi ADHOC,"",2015-09-22 05:00:00,2015-09-22 05:15:00,"5,083.30",144,2015-09-22 07:00:00,120
T153,Sappi ADHOC,"",2015-09-22 17:00:00,(none),"5,334.00",120,(none),120
T154,Mondi,"",2015-09-22 01:00:00,2015-09-22 01:35:00,"6,070.68",313,2015-09-22 02:35:00,164
T154,Mondi,"",2015-09-22 17:00:00,2015-09-22 17:00:00,"5,703.68",150,2015-09-22 18:16:00,164
