Truck,Date,Income,Contribution,Kms,Blackout Status
135003,2015-03-31,"R4,778.60",R860.15,266,Yes
140258,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140259,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140260,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140261,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140262,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140263,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140264,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140265,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140266,2015-03-31,"R6,843.90","R1,231.90",354,Yes
140272,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140273,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140274,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140275,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140276,2015-03-31,"R7,543.99","R1,357.92",266,Yes
140278,2015-03-31,"R6,843.90","R1,231.90",354,Yes
141001,2015-03-31,"R7,800.64","R1,404.12",381,Yes
141006,2015-03-31,"R7,543.99","R1,357.92",266,Yes
141007,2015-03-31,"R7,543.99","R1,357.92",266,Yes
