startDate,stopDate,Truck
2015-03-19 00:00:00,2015-03-20 00:00:00,C1
2015-03-19 00:00:00,2015-03-20 00:00:00,C2
2015-03-19 00:00:00,2015-03-20 00:00:00,C3
2015-03-19 00:00:00,2015-03-20 00:00:00,IMV1
2015-03-19 00:00:00,2015-03-20 00:00:00,IMV2
2015-03-19 00:00:00,2015-03-20 00:00:00,545236
2015-03-19 00:00:00,2015-03-20 00:00:00,525200
2015-03-19 00:00:00,2015-03-20 00:00:00,525201
2015-03-19 00:00:00,2015-03-20 00:00:00,Hire1
2015-03-19 00:00:00,2015-03-20 00:00:00,Hire2
2015-03-19 00:00:00,2015-03-20 00:00:00,Hire3
2015-03-19 00:00:00,2015-03-20 00:00:00,Hire4
2015-03-19 00:00:00,2015-03-20 00:00:00,IMV3
2015-03-19 00:00:00,2015-03-20 00:00:00,Hire5
2015-03-19 00:00:00,2015-03-20 00:00:00,Toyo_spare1
2015-03-19 00:00:00,2015-03-20 00:00:00,Toyo_spare2
2015-03-19 00:00:00,2015-03-20 00:00:00,Toyo_spare3
2015-03-19 00:00:00,2015-03-20 00:00:00,Toyo_spare4
2015-03-19 00:00:00,2015-03-20 00:00:00,Toyo_spare5
2015-03-19 00:00:00,2015-03-20 00:00:00,Hire6
2015-03-19 00:00:00,2015-03-20 00:00:00,Hire7
2015-03-19 00:00:00,2015-03-20 00:00:00,Hire8
2015-03-19 00:00:00,2015-03-20 00:00:00,545249
2015-03-19 00:00:00,2015-03-20 00:00:00,545250
2015-03-19 00:00:00,2015-03-20 00:00:00,545251
2015-03-19 00:00:00,2015-03-20 00:00:00,545252
2015-03-19 00:00:00,2015-03-20 00:00:00,545253
2015-03-19 00:00:00,2015-03-20 00:00:00,545254
2015-03-19 00:00:00,2015-03-20 00:00:00,143001
2015-03-19 00:00:00,2015-03-20 00:00:00,143002
2015-03-19 00:00:00,2015-03-20 00:00:00,143003
2015-03-19 00:00:00,2015-03-20 00:00:00,143004
2015-03-19 00:00:00,2015-03-20 00:00:00,538257
2015-03-19 00:00:00,2015-03-20 00:00:00,545241
