Truck,Date,Income,Contribution,Kms,Blackout Status
538253,2015-03-31,"R9,362.06","R1,685.17",615,Yes
538254,2015-03-31,"R9,362.06","R1,685.17",615,Yes
538256,2015-03-31,"R9,362.06","R1,685.17",615,Yes
DS05,2015-03-31,"R5,431.62",R977.69,300,Yes
DS10,2015-03-31,"R5,431.62",R977.69,300,Yes
DS13,2015-03-31,"R3,149.22",R566.86,112,Yes
DS14,2015-03-31,"R3,149.22",R566.86,112,Yes
DS17,2015-03-31,"R5,431.62",R977.69,300,Yes
DS18,2015-03-31,"R5,431.62",R977.69,300,Yes
DS19,2015-03-31,"R2,491.58",R448.48,185,Yes
DS37,2015-03-31,"R2,491.58",R448.48,185,Yes
DS39,2015-03-31,"R3,149.22",R566.86,112,Yes
DS41,2015-03-31,"R3,149.22",R566.86,112,Yes
DS63,2015-03-31,"R5,431.62",R977.69,300,Yes
DS65,2015-03-31,"R3,693.10",R664.76,268,Yes
DS74,2015-03-31,"R3,693.10",R664.76,268,Yes
DS75,2015-03-31,"R3,149.22",R566.86,112,Yes
DS76,2015-03-31,"R2,491.58",R448.48,185,Yes
