Cargo,Trip Number,Truck,Planned Loading Arrival,Loading Arrival,Planned Offloading Arrival,Offloading Arrival,Loading Difference (hrs),Offloading Difference (hrs),Planning Difference(hrs),Time Created,Created by,Customer
239210,194773,24,2011-09-01 17:00:00,2011-09-01 15:35:00,2011-09-02 15:00:00,2011-09-05 05:00:00,-1,62,7,1 September,Mario Dorlly,Tastic Rice
239145,191969.,87,2011-09-02 06:00:00,2011-09-02 06:45:00,2011-09-02 15:00:00,2011-09-02 16:35:00,1,2,39,1 September,Mario Dorlly,Pannar Seeds
239211,194810,170,2011-09-02 07:00:00,2011-09-02 07:09:00,2011-09-03 10:00:00,2011-09-05 07:22:00,0,45,21,1 September,Mario Dorlly,Tastic Rice
239322,197858,225,2011-09-02 08:00:00,2011-09-02 07:00:00,2011-09-02 15:00:00,2011-09-02 13:25:00,-1,0,15,1 September,Mario Dorlly,Pannar Seeds
239359,193349,179,2011-09-01 19:00:00,2011-09-01 18:56:00,2011-09-01 23:00:00,2011-09-01 22:13:00,0,1,0,1 September,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
239360,193358,182,2011-09-01 19:00:00,2011-09-01 19:33:00,2011-09-01 23:00:00,2011-09-01 23:15:00,1,0,0,1 September,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
239361,188441,193,2011-09-01 19:00:00,2011-09-01 19:49:00,2011-09-01 23:00:00,2011-09-01 22:00:00,1,-1,0,1 September,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
239362,193337,178,2011-09-01 22:00:00,2011-09-01 22:00:00,2011-09-02 02:00:00,2011-09-02 00:47:00,0,-1,2,1 September,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
239365,193324,180,2011-09-01 22:00:00,2011-09-01 22:40:00,2011-09-02 02:00:00,2011-09-02 01:29:00,1,1,2,1 September,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
239366,193354,183,2011-09-01 22:00:00,2011-09-01 21:32:00,2011-09-02 02:00:00,2011-09-02 00:57:00,0,-1,2,1 September,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
239367,188508,139,2011-09-01 20:00:00,2011-09-01 20:16:00,2011-09-08 09:00:00,(none),0,3,1,1 September,Nontobeko Shangase,Tradewind Logistics
239369,181356,179,2011-09-01 00:30:00,2011-09-02 00:59:00,2011-09-01 03:00:00,2011-09-02 02:25:00,24,23,23,1 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239369,181356,179,2011-09-01 00:30:00,2011-09-02 06:13:00,2011-09-01 03:00:00,2011-09-02 09:00:00,30,30,23,1 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239370,193359,182,2011-09-02 00:30:00,2011-09-02 02:20:00,2011-09-02 03:00:00,2011-09-02 04:00:00,2,1,1,1 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239371,193334,181,2011-09-02 18:30:00,2011-09-01 22:00:00,2011-09-02 22:00:00,2011-09-01 23:20:00,-19,-21,18,2 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239372,193368,181,2011-09-02 01:30:00,2011-09-02 06:00:00,2011-09-02 04:00:00,2011-09-02 10:00:00,5,6,1,2 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239374,193345,185,2011-09-02 01:30:00,2011-09-02 01:30:00,2011-09-02 04:00:00,2011-09-02 04:00:00,0,0,1,2 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239374,193345,185,2011-09-02 01:30:00,2011-09-02 05:00:00,2011-09-02 04:00:00,2011-09-02 07:00:00,4,3,1,2 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239375,193362,178,2011-09-02 06:00:00,2011-09-02 06:00:00,2011-09-02 10:00:00,2011-09-02 08:30:00,0,0,0,2 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239376,193364,180,2011-09-02 06:00:00,2011-09-02 06:00:00,2011-09-02 10:00:00,2011-09-02 09:00:00,0,-1,0,2 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239377,193366,183,2011-09-02 06:00:00,2011-09-02 06:13:00,2011-09-02 10:00:00,2011-09-02 10:00:00,0,0,0,2 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239381,F11879,E01,2011-09-02 09:00:00,2011-09-02 10:27:00,2011-09-02 16:00:00,2011-09-03 07:05:00,1,15,1,2 September,Cameron Singh,Engen
239384,F11893,E46,2011-09-02 12:00:00,2011-09-02 07:55:00,2011-09-03 11:00:00,2011-09-03 17:20:00,-4,6,4,2 September,Cameron Singh,Engen
239385,F11859,E49,2011-09-02 10:00:00,2011-09-02 08:08:00,2011-09-03 09:00:00,2011-09-03 17:55:00,0,9,2,2 September,Cameron Singh,Engen
238422,194896,70,2011-09-02 09:00:00,2011-09-02 09:00:00,2011-09-03 08:00:00,2011-09-03 07:30:00,0,1,166,2 September,Devon Bezuidenhout,BSI Steel Limited
239387,F11839,E04,2011-09-02 12:00:00,2011-09-02 15:30:00,2011-09-03 12:00:00,2011-09-04 14:02:00,4,26,4,2 September,Cameron Singh,Engen
239370,193359,182,2011-09-02 00:30:00,2011-09-02 04:30:00,2011-09-02 03:00:00,2011-09-02 06:10:00,4,3,1,2 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
237623,191922,147,2011-09-02 13:00:00,2011-09-02 12:30:00,2011-09-04 12:00:00,2011-09-05 07:12:00,1,19,267,2 September,Devon Bezuidenhout,Floorworx Africa(PTY) LTD
239383,186612,222,2011-09-02 12:00:00,2011-09-02 10:30:00,2011-09-03 08:00:00,2011-09-02 16:50:00,0,-15,4,2 September,Devon Bezuidenhout,Carisbrooke Valley Citrus
239389,F10681,E05,2011-09-02 12:00:00,2011-09-02 17:15:00,2011-09-03 11:00:00,2011-09-04 14:55:00,5,28,2,2 September,Cameron Singh,Engen
239390,198011,72,2011-09-02 10:00:00,2011-09-02 15:30:00,2011-09-09 12:00:00,(none),6,-22,0,2 September,Jacques Redgard,Zambia Sugar
239340,197821,224,2011-09-02 10:00:00,2011-09-02 09:48:00,2011-09-05 08:00:00,2011-09-05 04:50:00,0,-3,16,2 September,Devon Bezuidenhout,Monteagle Africa Limited
239386,194840,227,2011-09-02 10:00:00,2011-09-02 08:50:00,2011-09-05 08:00:00,2011-09-05 05:50:00,-1,-2,2,2 September,Devon Bezuidenhout,Transport 2000
239394,195798,E08,2011-09-02 16:00:00,2011-09-02 21:30:00,2011-09-07 12:00:00,(none),6,24,6,2 September,Vimal Ganesh,Zambia Sugar
239395,186755,E16,2011-09-02 16:00:00,2011-09-02 15:40:00,2011-09-07 12:00:00,(none),0,24,6,2 September,Vimal Ganesh,Zambia Sugar
239396,A16465,162,2011-09-02 08:00:00,2011-09-02 08:20:00,2011-09-02 12:00:00,2011-09-02 10:55:00,0,-1,1,2 September,Kenny Hiscock,Graftech
239397,193371,182,2011-09-02 12:00:00,2011-09-02 09:42:00,2011-09-02 16:00:00,2011-09-02 12:54:00,-2,-3,3,2 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239398,A16400,158,2011-09-01 08:00:00,2011-09-01 08:00:00,2011-09-01 16:00:00,2011-09-01 17:10:00,0,1,25,2 September,Kenny Hiscock,Arcelor Mittal
239382,197990,66,2011-09-02 11:00:00,2011-09-02 09:06:00,2011-09-05 08:00:00,2011-09-02 19:00:00,0,-61,3,2 September,Mario Dorlly,BSI Steel Limited
239341,194026,80,2011-09-02 11:00:00,2011-09-02 10:00:00,2011-09-05 08:00:00,2011-09-05 06:30:00,-1,0,17,2 September,Mario Dorlly,Monteagle Africa Limited
239399,192850,83,2011-09-02 11:00:00,2011-09-02 11:15:00,2011-09-09 11:00:00,(none),0,-21,2,2 September,Jacques Redgard,Omnia Fertiliser
239401,A16466,164,2011-09-02 08:00:00,2011-09-02 09:15:00,2011-09-02 12:00:00,2011-09-02 12:10:00,1,0,1,2 September,Kenny Hiscock,Arcelor Mittal
239405,195290,123,2011-09-02 12:00:00,2011-09-02 16:00:00,2011-09-03 12:00:00,2011-09-03 09:10:00,4,-1,3,2 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239406,194207,188,2011-09-02 18:00:00,2011-09-02 18:00:00,2011-09-05 07:00:00,2011-09-04 18:20:00,0,-11,9,2 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239407,F11851,E41,2011-09-02 14:00:00,2011-09-02 16:50:00,2011-09-03 12:00:00,2011-09-04 18:30:00,3,31,3,2 September,Cameron Singh,Total SA
239409,F11902,E53,2011-09-02 12:00:00,2011-09-02 13:20:00,2011-09-03 12:00:00,2011-09-03 11:10:00,1,1,1,2 September,Cameron Singh,Total SA
239403,196252,196,2011-09-02 10:00:00,2011-09-02 09:25:00,2011-09-05 07:00:00,2011-09-03 09:00:00,1,-46,1,2 September,Kershan Balakistan,Premier Trunking - Isando
239412,198131,58,2011-09-02 11:00:00,2011-09-02 19:30:00,2011-09-09 13:00:00,(none),9,-23,0,2 September,Jacques Redgard,Zambia Sugar
239413,F11834,E43,2011-09-02 12:00:00,2011-09-02 20:35:00,2011-09-03 12:00:00,2011-09-04 10:15:00,9,22,1,2 September,Cameron Singh,Total SA
239414,194075,266,2011-09-02 10:00:00,2011-09-02 10:31:00,2011-09-02 14:00:00,2011-09-02 12:21:00,1,0,1,2 September,Devon Bezuidenhout,Monteagle Africa Limited
239348,194876,234,2011-09-02 12:00:00,2011-09-02 12:10:00,2011-09-05 08:00:00,2011-09-02 17:00:00,0,-63,19,2 September,Mario Dorlly,Spar Group - Build It
239393,195855,19,2011-09-02 12:00:00,2011-09-02 09:51:00,2011-09-05 08:00:00,2011-09-03 07:16:00,-2,-47,2,2 September,Mario Dorlly,Kempston Logistics East London
238070,195391,145,2011-08-25 08:00:00,2011-09-03 19:00:00,2011-09-01 10:00:00,2011-09-06 08:15:00,227,118,18,2 September,Jaap Saayman,Access Freight International - Overborder
239424,195291,123,2011-09-02 10:30:00,2011-09-02 11:45:00,2011-09-02 13:30:00,2011-09-02 14:35:00,1,1,1,2 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239410,198052,6,2011-09-02 13:00:00,2011-09-02 12:20:00,2011-09-05 07:00:00,2011-09-05 05:40:00,1,-1,2,2 September,Devon Bezuidenhout,Kempston Logistics P.E
239425,193363,178,2011-09-02 12:00:00,2011-09-02 12:00:00,2011-09-02 16:00:00,2011-09-02 16:05:00,0,0,2,2 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239425,193363,178,2011-09-02 12:00:00,2011-09-02 16:31:00,2011-09-02 16:00:00,2011-09-02 17:57:00,5,2,2,2 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239428,193365,180,2011-09-02 12:00:00,2011-09-02 11:40:00,2011-09-02 16:00:00,2011-09-02 14:10:00,0,0,2,2 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239428,193365,180,2011-09-02 12:00:00,2011-09-02 16:00:00,2011-09-02 16:00:00,2011-09-02 18:20:00,4,2,2,2 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239419,184383,DM6,2011-09-02 12:00:00,2011-09-02 10:00:00,2011-09-03 09:00:00,2011-09-03 07:50:00,-2,-1,1,2 September,Devon Bezuidenhout,AfriSam
239430,192946,184,2011-09-02 14:00:00,2011-09-02 12:28:00,2011-09-03 12:00:00,2011-09-04 16:17:00,0,28,4,2 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239436,A16443,163,2011-09-02 11:00:00,2011-09-02 15:20:00,2011-09-03 11:00:00,2011-09-03 11:20:00,4,0,1,2 September,Kenny Hiscock,Arcelor Mittal
239437,193367,183,2011-09-02 12:00:00,2011-09-02 13:45:00,2011-09-02 15:00:00,2011-09-02 16:36:00,2,2,2,2 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239437,193367,183,2011-09-02 12:00:00,2011-09-02 17:10:00,2011-09-02 15:00:00,2011-09-04 16:20:00,5,49,2,2 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239212,194164,89,2011-09-02 12:00:00,2011-09-02 10:41:00,2011-09-05 08:00:00,2011-09-05 10:22:00,-1,2,26,2 September,Mario Dorlly,Tastic Rice
239440,F11898,E42,2011-09-03 08:00:00,2011-09-02 20:45:00,2011-09-04 08:00:00,2011-09-04 10:25:00,-11,2,20,2 September,Cameron Singh,Engen
239441,195457,190,2011-09-02 17:00:00,2011-09-02 14:50:00,2011-09-03 14:00:00,2011-09-04 21:00:00,-2,31,5,2 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239431,194987,115,2011-09-02 14:00:00,2011-09-02 15:08:00,2011-09-05 08:00:00,2011-09-05 18:41:00,1,11,4,2 September,Mario Dorlly,Transit Freight Co-ordinators
239442,F11896,E44,2011-09-03 08:00:00,2011-09-02 19:00:00,2011-09-04 06:00:00,2011-09-04 14:30:00,-13,9,20,2 September,Cameron Singh,Engen
239443,194863,187,2011-09-02 17:00:00,2011-09-02 17:22:00,2011-09-03 14:00:00,2011-09-04 17:24:00,0,27,5,2 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239432,196363,171,2011-09-02 17:00:00,2011-09-02 21:00:00,2011-09-05 08:00:00,2011-09-05 08:25:00,4,0,7,2 September,Mario Dorlly,Transit Freight Co-ordinators
239444,F9204,E02,2011-09-03 10:00:00,2011-09-04 14:30:00,2011-09-04 10:00:00,2011-09-06 11:40:00,29,50,22,2 September,Cameron Singh,Engen
239429,198085,98,2011-09-02 13:00:00,2011-09-02 12:30:00,2011-09-05 08:00:00,2011-09-05 07:00:00,1,-1,3,2 September,Devon Bezuidenhout,Alphaplast (Pty) LTD
239446,F10663,E40,2011-09-03 10:00:00,2011-09-04 13:15:00,2011-09-04 09:00:00,2011-09-06 14:59:00,27,54,22,2 September,Cameron Singh,Engen
239447,189419,137,2011-09-02 15:00:00,2011-09-02 16:40:00,2011-09-09 10:00:00,(none),2,-20,3,2 September,Jaap Saayman,Zambia Sugar
239417,197063,232,2011-09-02 14:00:00,2011-09-02 13:40:00,2011-09-03 10:00:00,2011-09-03 06:20:00,0,-2,3,2 September,Devon Bezuidenhout,AfriSam
239448,193369,181,2011-09-02 12:00:00,2011-09-02 12:00:00,2011-09-02 16:00:00,2011-09-02 17:00:00,0,1,0,2 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239448,193369,181,2011-09-02 12:00:00,2011-09-02 18:00:00,2011-09-02 16:00:00,2011-09-02 21:00:00,6,5,0,2 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239449,F11912,E04,2011-09-02 15:00:00,2011-09-04 17:00:00,2011-09-03 10:00:00,2011-09-05 18:45:00,50,57,3,2 September,Cameron Singh,Engen
239221,194240,213,2011-09-02 13:00:00,2011-09-02 11:38:00,2011-09-05 08:00:00,(none),-1,76,27,2 September,Mario Dorlly,Sabre Paints
239450,193370,179,2011-09-02 12:00:00,2011-09-02 12:00:00,2011-09-02 15:00:00,2011-09-02 15:05:00,0,0,0,2 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239451,F11884,E48,2011-09-02 16:00:00,2011-09-02 15:45:00,2011-09-03 16:00:00,2011-09-04 12:00:00,0,20,4,2 September,Cameron Singh,Engen
239355,196787,102,2011-09-02 12:00:00,2011-09-02 11:09:00,2011-09-05 08:00:00,2011-09-05 06:20:00,1,0,19,2 September,Mario Dorlly,Paramount Mills
239452,F11894,E46,2011-09-04 08:00:00,2011-09-03 20:40:00,2011-09-05 09:00:00,2011-09-05 12:25:00,-11,3,44,2 September,Cameron Singh,Engen
239453,194886,18,2011-09-02 12:00:00,2011-09-02 11:15:00,2011-09-05 08:00:00,2011-09-05 07:00:00,1,-1,0,2 September,Mario Dorlly,Tastic Rice
239455,F11858,E49,2011-09-03 17:00:00,2011-09-03 19:40:00,2011-09-04 15:00:00,2011-09-05 13:33:00,3,23,29,2 September,Cameron Singh,Engen
239454,195375,235,2011-09-02 12:00:00,2011-09-02 10:40:00,2011-09-05 08:00:00,2011-09-03 08:44:00,-1,-47,0,2 September,Mario Dorlly,Tastic Rice
239459,193382,185,2011-09-02 13:00:00,2011-09-02 09:00:00,2011-09-02 17:00:00,2011-09-02 11:53:00,-4,-5,1,2 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239333,192851,169,2011-09-02 13:00:00,2011-09-02 12:22:00,2011-09-03 12:00:00,2011-09-03 12:44:00,1,1,21,2 September,Mario Dorlly,Nutec SA (Local)
239433,196509,109,2011-09-02 13:00:00,2011-09-02 13:26:00,2011-09-05 08:00:00,2011-09-03 08:00:00,0,-48,3,2 September,Mario Dorlly,South Bakels
239460,F11876,E01,2011-09-04 10:00:00,2011-09-03 18:42:00,2011-09-05 06:00:00,2011-09-05 07:10:00,-15,1,46,2 September,Cameron Singh,Engen
239456,196910,DM2,2011-09-02 15:00:00,2011-09-02 22:10:00,2011-09-05 08:00:00,2011-09-03 06:10:00,7,-48,3,2 September,Mario Dorlly,Pride Milling - Nigel
239458,196261,197,2011-09-02 12:00:00,2011-09-02 11:34:00,2011-09-05 08:00:00,2011-09-05 06:18:00,0,0,0,2 September,Kershan Balakistan,Pride Milling - Nigel
239457,187027,174,2011-09-02 14:00:00,2011-09-02 16:35:00,2011-09-05 08:00:00,2011-09-04 08:00:00,3,-24,2,2 September,Mario Dorlly,Pride Milling - Nigel
239404,189796,221,2011-09-02 12:00:00,2011-09-02 11:40:00,2011-09-03 12:00:00,2011-09-02 19:00:00,0,-17,3,2 September,Mario Dorlly,Barloworld Logistics (Cement)
239465,F11871,E03,2011-09-02 16:00:00,2011-09-02 12:45:00,2011-09-05 09:00:00,2011-09-05 08:18:00,-3,1,5,2 September,Cameron Singh,Engen
239480,F11347,E05,2011-09-03 18:00:00,2011-09-04 19:00:00,2011-09-04 14:00:00,2011-09-05 21:25:00,25,31,31,2 September,Cameron Singh,Engen
239334,197781,223,2011-09-02 12:00:00,2011-09-02 11:30:00,2011-09-05 08:00:00,2011-09-05 08:00:00,1,0,18,2 September,Devon Bezuidenhout,Kodav
239380,189439,112,2011-09-02 15:00:00,2011-09-02 17:50:00,2011-09-05 08:00:00,2011-09-05 04:00:00,3,-4,6,2 September,Mario Dorlly,Sasko
239435,194227,DM6,2011-09-03 12:00:00,2011-09-03 12:25:00,2011-09-05 08:00:00,2011-09-03 20:00:00,0,-36,26,2 September,Devon Bezuidenhout,SI Group SA PTY Ltd
239348,194876,77,2011-09-02 12:00:00,2011-09-02 18:00:00,2011-09-05 08:00:00,2011-09-06 06:38:00,6,23,19,2 September,Mario Dorlly,Spar Group - Build It
239456,196910,263,2011-09-02 15:00:00,2011-09-04 10:00:00,2011-09-05 08:00:00,2011-09-05 05:24:00,43,-1,3,2 September,Mario Dorlly,Pride Milling - Nigel
239483,F10665,E40,2011-09-04 18:00:00,2011-09-06 17:23:00,2011-09-05 16:00:00,2011-09-08 04:00:00,47,60,55,2 September,Cameron Singh,Engen
239485,F11927,E42,2011-09-04 17:00:00,2011-09-04 13:05:00,2011-09-05 18:00:00,2011-09-05 15:15:00,-2,-1,54,2 September,Cameron Singh,Engen
239435,194227,264,2011-09-03 12:00:00,2011-09-04 12:00:00,2011-09-05 08:00:00,2011-09-05 06:29:00,24,0,26,2 September,Devon Bezuidenhout,SI Group SA PTY Ltd
239486,F11897,E44,2011-09-04 18:00:00,2011-09-04 18:30:00,2011-09-05 17:00:00,2011-09-05 18:00:00,1,1,53,2 September,Cameron Singh,Engen
239488,F11932,E39,2011-09-03 18:00:00,2011-09-05 09:21:00,2011-09-04 12:00:00,2011-09-06 16:00:00,39,52,29,2 September,Cameron Singh,Total SA
239490,F11866,E52,2011-09-03 12:00:00,2011-09-03 19:10:00,2011-09-04 12:00:00,2011-09-05 07:00:00,7,19,23,2 September,Cameron Singh,Total SA
239491,F11863,E50,2011-09-03 17:00:00,2011-09-04 16:45:00,2011-09-04 12:00:00,2011-09-06 12:03:00,24,48,28,2 September,Cameron Singh,Total SA
239353,195252,211,2011-09-02 14:00:00,2011-09-02 13:21:00,2011-09-05 08:00:00,2011-09-05 10:30:00,1,3,21,2 September,Mario Dorlly,Lime Distributors (Natal) CC
239006,192925,228,2011-09-02 15:00:00,2011-09-02 15:20:00,2011-09-05 08:00:00,2011-09-02 19:00:00,0,-61,72,2 September,Devon Bezuidenhout,Monteagle Africa Limited
239474,197845,239,2011-09-02 18:00:00,2011-09-03 07:19:00,2011-09-05 08:00:00,2011-09-03 18:00:00,13,-38,7,2 September,Devon Bezuidenhout,Omnia Fertiliser
239474,197845,239,2011-09-02 18:00:00,2011-09-04 15:00:00,2011-09-05 08:00:00,2011-09-05 06:44:00,45,-1,7,2 September,Devon Bezuidenhout,Omnia Fertiliser
239496,187903,49,2011-09-02 15:00:00,2011-09-03 07:50:00,2011-09-09 16:00:00,(none),17,-26,1,2 September,Jacques Redgard,Zambia Sugar
239497,193360,189,2011-09-02 14:30:00,2011-09-02 14:26:00,2011-09-02 17:00:00,2011-09-02 16:11:00,0,1,2,2 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239408,191977,233,2011-09-02 15:00:00,2011-09-02 18:00:00,2011-09-03 08:00:00,2011-09-03 09:30:00,3,2,4,2 September,Mario Dorlly,Quality Sugars(PTY)Ltd
239198,194802,29,2011-09-02 14:00:00,2011-09-02 15:44:00,2011-09-05 08:00:00,2011-09-05 06:00:00,2,-2,30,2 September,Mario Dorlly,Sasko
239420,194938,215,2011-09-02 14:00:00,2011-09-02 13:40:00,2011-09-03 10:00:00,2011-09-03 06:44:00,0,-3,3,2 September,Mario Dorlly,AfriSam
239007,195323,216,2011-09-02 15:00:00,2011-09-02 15:22:00,2011-09-05 08:00:00,2011-09-05 09:10:00,0,1,72,2 September,Mario Dorlly,Monteagle Africa Limited
239200,191914,DM7,2011-09-02 15:00:00,2011-09-02 14:19:00,2011-09-05 08:00:00,2011-09-05 06:27:00,1,0,31,2 September,Mario Dorlly,Sasko
239356,195792,65,2011-09-02 15:00:00,2011-09-02 12:55:00,2011-09-05 08:00:00,2011-09-05 07:00:00,-2,-1,22,2 September,Mario Dorlly,Paramount Mills
239469,194971,34,2011-09-02 17:00:00,2011-09-02 15:40:00,2011-09-04 12:00:00,2011-09-03 08:06:00,-1,-26,6,2 September,Mario Dorlly,Omnia Fertiliser
239469,194971,30,2011-09-02 17:00:00,2011-09-03 17:12:00,2011-09-04 12:00:00,2011-09-04 19:21:00,24,7,6,2 September,Mario Dorlly,Omnia Fertiliser
239484,198115,240,2011-09-02 15:00:00,2011-09-02 14:00:00,2011-09-05 08:00:00,2011-09-02 18:05:00,-1,-60,4,2 September,Mario Dorlly,M4 Transport Brokers
239479,195464,173,2011-09-04 08:00:00,2011-09-04 06:20:00,2011-09-06 08:00:00,2011-09-05 19:51:00,0,-12,45,2 September,Mario Dorlly,Borbet SA (Pty) Ltd
239481,194774,24,2011-09-03 08:00:00,2011-09-05 18:50:00,2011-09-05 08:00:00,2011-09-06 15:34:00,59,32,21,2 September,Mario Dorlly,Kempston Logistics (Nelspruit)
239433,196509,109,2011-09-02 13:00:00,2011-09-03 17:00:00,2011-09-05 08:00:00,2011-09-05 07:46:00,28,0,3,2 September,Mario Dorlly,South Bakels
239379,196990,78,2011-09-02 15:00:00,2011-09-02 17:15:00,2011-09-05 08:00:00,2011-09-05 04:30:00,2,-2,6,2 September,Devon Bezuidenhout,Sasko
239500,192984,262,2011-09-02 17:00:00,2011-09-02 17:24:00,2011-09-05 07:00:00,2011-09-03 10:00:00,0,-45,4,2 September,Kershan Balakistan,Barloworld Logistics  (Illovo)
239494,196987,78,2011-09-04 14:00:00,2011-09-05 09:50:00,2011-09-05 08:00:00,2011-09-06 08:00:00,20,24,50,2 September,Devon Bezuidenhout,Paramount Mills
239495,198250,149,2011-09-02 15:00:00,2011-09-02 19:50:00,2011-09-05 08:00:00,2011-09-05 06:10:00,5,0,3,2 September,Devon Bezuidenhout,Chep
239434,194150,82,2011-09-02 17:00:00,2011-09-02 19:20:00,2011-09-05 08:00:00,2011-09-03 08:00:00,2,-48,7,2 September,Devon Bezuidenhout,Fasloc Rescaps
239471,196913,110,2011-09-03 17:00:00,2011-09-03 22:46:00,2011-09-04 17:00:00,2011-09-04 21:43:00,6,5,30,2 September,Mario Dorlly,Omnia Fertiliser
239500,192984,262,2011-09-02 17:00:00,2011-09-04 10:00:00,2011-09-05 07:00:00,2011-09-05 06:18:00,41,1,4,2 September,Kershan Balakistan,Barloworld Logistics  (Illovo)
239503,196855,59,2011-09-03 12:00:00,2011-09-05 12:00:00,2011-09-10 13:00:00,(none),48,-47,21,2 September,Jacques Redgard,Access Freight International - Overborder
239504,193407,181,2011-09-03 11:00:00,2011-09-03 11:15:00,2011-09-05 07:00:00,2011-09-03 16:25:00,0,-37,20,2 September,Kershan Balakistan,Barloworld Logistics  (Illovo)
239300,196272,230,2011-09-02 15:00:00,2011-09-02 15:50:00,2011-09-03 10:00:00,2011-09-03 10:00:00,1,0,22,2 September,Mario Dorlly,Bulk Brick Supplies
239426,196273,230,2011-09-03 15:00:00,2011-09-03 20:41:00,2011-09-05 08:00:00,2011-09-05 06:30:00,6,0,29,2 September,Mario Dorlly,Promac Paints
239336,187793,26,2011-09-03 08:00:00,2011-09-03 12:56:00,2011-09-05 08:00:00,2011-09-05 10:00:00,5,2,38,2 September,Mario Dorlly,Kodav
239476,195496,56,2011-09-02 20:00:00,2011-09-02 18:49:00,2011-09-03 20:00:00,2011-09-05 07:00:00,-1,35,9,2 September,Mario Dorlly,Omnia Fertiliser
239434,194150,234,2011-09-02 17:00:00,2011-09-03 10:00:00,2011-09-05 08:00:00,2011-09-05 06:20:00,17,0,7,2 September,Devon Bezuidenhout,Fasloc Rescaps
239391,196512,110,2011-09-02 15:00:00,2011-09-02 16:24:00,2011-09-03 08:00:00,2011-09-03 11:17:00,1,3,5,2 September,Mario Dorlly,Bulk Brick Supplies
239477,196770,172,2011-09-02 20:00:00,2011-09-03 13:15:00,2011-09-03 20:00:00,2011-09-04 14:46:00,17,19,9,2 September,Mario Dorlly,Omnia Fertiliser
239505,197888,79,2011-09-02 20:00:00,2011-09-02 21:20:00,2011-09-03 08:00:00,2011-09-03 08:10:00,1,0,4,2 September,Mario Dorlly,Premier Trunking - Isando
238955,194999,69,2011-09-02 16:00:00,2011-09-02 16:05:00,2011-09-03 08:00:00,2011-09-02 23:50:00,0,-8,77,2 September,Mario Dorlly,Premier Trunking - Isando
239507,187091,96,2011-09-07 13:00:00,2011-09-06 12:00:00,2011-09-14 10:00:00,(none),-25,-140,117,2 September,Jaap Saayman,Puma Energy Zambia
239510,195306,176,2011-09-07 12:00:00,2011-09-05 10:00:00,2011-09-14 10:00:00,(none),-50,-140,117,2 September,Jaap Saayman,Puma Energy Zambia
239508,195273,202,2011-09-07 12:00:00,2011-09-07 06:05:00,2011-09-14 12:00:00,(none),-4,-142,116,2 September,Jaap Saayman,Puma Energy Zambia
239357,191556,DM1,2011-09-02 18:00:00,2011-09-02 16:00:00,2011-09-05 08:00:00,2011-09-03 11:25:00,-2,-43,25,2 September,Mario Dorlly,Paramount Mills
239402,192902,218,2011-09-02 19:00:00,2011-09-02 21:50:00,2011-09-05 08:00:00,2011-09-05 07:20:00,3,1,10,2 September,Mario Dorlly,Premier Trunking - Isando
239325,188783,63,2011-09-07 09:00:00,2011-09-06 13:20:00,2011-09-14 13:00:00,(none),-18,-143,136,2 September,Jacques Redgard,Puma Energy Zambia
