Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
M040,4088,Manline Mega,50.000,"",2015-08-03,"R5,554.84",R724.54,198,No
M041,4089,Manline Mega,50.000,"",2015-08-03,"R5,554.84",R724.54,198,No
M043,4091,Manline Mega,50.000,"",2015-08-03,"R5,554.84",R724.54,198,Yes
M045,4093,Manline Mega,50.000,"",2015-08-03,"R5,245.05",R684.14,223,No
M047,4095,Manline Mega,50.000,"",2015-08-03,"R5,554.84",R724.54,198,Yes
M048,4096,Manline Mega,50.000,"",2015-08-03,"R5,554.84",R724.54,198,Yes
M049,4086,Manline Mega,50.000,"",2015-08-03,"R5,554.84",R724.54,198,No
M050,4097,Manline Mega,50.000,"",2015-08-03,"R5,554.84",R724.54,198,Yes
M051,4082,Manline Mega,50.000,"",2015-08-03,"R4,240.68",R553.13,223,No
M053,4083,Manline Mega,50.000,"",2015-08-03,"R5,554.84",R724.54,198,Yes
M057,4100,Manline Mega,50.000,"",2015-08-03,"R5,554.84",R724.54,198,Yes
M058,4102,Manline Mega,50.000,"",2015-08-03,"R5,554.84",R724.54,198,Yes
