Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
250,Wilmar Continental Edible Oils & Fats Pty Ltd F and V,"",2015-08-03 07:00:00,(none),"6,859.19",192,(none),192
251,Wilmar Continental Edible Oils & Fats Pty Ltd F and V,"",2015-08-03 07:00:00,(none),"6,157.79",108,(none),108
252,Wilmar Continental Edible Oils & Fats Pty Ltd F and V,"",2015-08-03 07:00:00,(none),"5,965.74",85,(none),85
253,Wilmar Continental Edible Oils & Fats Pty Ltd F and V,"",2015-08-03 08:00:00,(none),"5,965.74",85,(none),85
254,Wilmar Continental Edible Oils & Fats Pty Ltd F and V,"",2015-08-03 07:00:00,(none),"6,608.69",162,(none),162
256,Wilmar Continental Edible Oils & Fats Pty Ltd F and V,"",2015-08-03 08:00:00,(none),"6,157.79",108,(none),108
257,Wilmar Continental Edible Oils & Fats Pty Ltd F and V,"",2015-08-03 08:00:00,(none),"6,859.19",192,(none),192
258,Wilmar Continental Edible Oils & Fats Pty Ltd F and V,"",2015-08-03 07:00:00,(none),"7,293.39",244,(none),244
259,Wilmar Continental Edible Oils & Fats Pty Ltd F and V,"",2015-08-03 07:00:00,(none),"7,293.39",244,(none),244
260,Wilmar Continental Edible Oils & Fats Pty Ltd,"",2015-08-03 07:00:00,(none),"3,536.00",142,(none),142
255,Wilmar Continental Edible Oils & Fats Pty Ltd F and V,"",2015-08-03 07:00:00,(none),"6,608.69",162,(none),162
