Truck,Date,Income,Contribution,Kms,Blackout Status
D02,2014-04-29,"R2,205.35",R650.72,117,Yes
D03,2014-04-29,"R2,163.26",R650.72,226,Yes
D04,2014-04-29,"R2,163.26",R650.72,166,Yes
D05,2014-04-29,"R2,163.26",R650.72,147,Yes
D07,2014-04-29,"R2,436.78",R650.72,339,Yes
D13,2014-04-29,"R2,388.53",R650.72,197,Yes
D14,2014-04-29,"R2,388.53",R650.72,282,Yes
D15,2014-04-29,"R2,388.53",R650.72,284,Yes
D16,2014-04-29,"R2,388.53",R650.72,299,Yes
D21,2014-04-29,"R2,873.57",R650.72,269,Yes
D22,2014-04-29,"R2,914.11",R650.72,326,Yes
D24,2014-04-29,"R1,860.64",R650.72,29,Yes
