Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
E79,5103,Energy - Easigas,203,2015-08-06,"R7,593.71",R929.39,371,Yes
E80,5102,Energy - Easigas,203,2015-08-06,"R7,593.71",R929.39,371,Yes
E94,30011,Energy - Easigas,203,2015-08-06,"R7,593.71",R929.39,371,Yes
E95,30012,Energy - Easigas,203,2015-08-06,"R7,593.71",R929.39,371,Yes
